client,time,status,host
111,0.119191,False,402
111,0.065023,False,402
111,0.076352,False,402
111,0.051507,False,402
111,0.025971,False,402
111,0.079737,False,402
111,0.088043,False,402
111,0.073872,False,402
111,0.037825,False,402
111,0.035287,False,402
111,0.130056,False,402
111,0.067573,False,402
111,0.080343,False,402
111,0.068684,False,402
111,0.079705,False,402
111,0.089128,False,402
111,0.131011,False,402
111,0.024804,False,402
111,0.014919,False,402
111,0.065803,False,402
111,0.016664,False,402
111,0.085373,False,402
111,0.047906,False,402
111,0.043392,False,402
111,0.022824,False,402
111,0.033827,False,402
111,0.082898,False,402
111,0.054849,False,402
111,0.024374,False,402
111,0.072147,False,402
111,0.036464,False,402
111,0.087270,False,402
111,0.017793,False,402
111,0.072392,False,402
111,0.120563,False,402
111,0.068993,False,402
111,0.086996,False,402
111,0.072965,False,402
111,0.108070,False,402
111,0.087648,False,402
111,0.080214,False,402
111,0.037927,False,402
111,0.077420,False,402
111,0.036175,False,402
111,0.096062,False,402
111,0.097648,False,402
111,0.066591,False,402
111,0.089375,False,402
111,0.112421,False,402
111,0.059808,False,402
111,0.029806,False,402
111,0.091341,False,402
111,0.032312,False,402
111,0.067578,False,402
111,0.091528,False,402
111,0.086591,False,402
111,0.135267,False,402
111,0.114306,False,402
111,0.126029,False,402
111,0.086423,False,402
111,0.059314,False,402
111,0.086345,False,402
111,0.025907,False,402
111,0.089492,False,402
111,0.030274,False,402
111,0.033208,False,402
111,0.086622,False,402
111,0.079328,False,402
111,0.020742,False,402
111,0.015132,False,402
111,0.047420,False,402
111,0.081345,False,402
111,0.084334,False,402
111,0.040783,False,402
111,0.062410,False,402
111,0.015834,False,402
111,0.015378,False,402
111,0.039090,False,402
111,0.086632,False,402
111,0.031063,False,402
111,0.025789,False,402
111,0.019060,False,402
111,0.037566,False,402
111,0.037135,False,402
111,0.061336,False,402
111,0.052785,False,402
111,0.025643,False,402
111,0.054439,False,402
111,0.027023,False,402
111,0.077974,False,402
111,0.059483,False,402
111,0.022436,False,402
111,0.036295,False,402
111,0.043333,False,402
111,0.066310,False,402
111,0.023530,False,402
111,0.119632,False,402
111,0.030942,False,402
111,0.100789,False,402
111,0.059259,False,402
111,0.095926,False,402
111,0.020456,False,402
111,0.024925,False,402
111,0.040389,False,402
111,0.075773,False,402
111,0.029749,False,402
111,0.083748,False,402
111,0.032420,False,402
111,0.044760,False,402
111,0.090306,False,402
111,0.083633,False,402
111,0.028581,False,402
111,0.032674,False,402
111,0.150295,False,402
111,0.072564,False,402
111,0.106438,False,402
111,0.027386,False,402
111,0.027994,False,402
111,0.024181,False,402
111,0.021315,False,402
111,0.049608,False,402
111,0.052010,False,402
111,0.254034,False,402
111,0.048497,False,402
111,0.079760,False,402
111,0.058851,False,402
111,0.078468,False,402
111,0.041915,False,402
111,0.053634,False,402
111,0.103581,False,402
111,0.047466,False,402
111,0.062428,False,402
111,0.055544,False,402
111,0.045779,False,402
111,0.091204,False,402
111,0.033170,False,402
111,0.031269,False,402
111,0.045533,False,402
111,0.100076,False,402
111,0.052346,False,402
111,0.047616,False,402
111,0.071695,False,402
111,0.063412,False,402
111,0.026299,False,402
111,0.270411,False,402
111,0.056739,False,402
111,0.070424,False,402
111,0.061759,False,402
111,0.113955,False,402
111,0.026876,False,402
111,0.026735,False,402
111,0.062252,False,402
111,0.032451,False,402
111,0.039495,False,402
111,0.146873,False,402
111,0.084764,False,402
111,0.021692,False,402
111,0.099571,False,402
111,0.088563,False,402
111,0.041958,False,402
111,0.029806,False,402
111,0.036709,False,402
111,0.046633,False,402
111,0.043994,False,402
111,0.070372,False,402
111,0.044156,False,402
111,0.045939,False,402
111,0.108216,False,402
111,0.108661,False,402
111,0.159296,False,402
111,0.095919,False,402
111,0.025288,False,402
111,0.092291,False,402
111,0.065025,False,402
111,0.026737,False,402
111,0.102073,False,402
111,0.049834,False,402
111,0.022642,False,402
111,0.147485,False,402
111,0.044211,False,402
111,0.056292,False,402
111,0.088584,False,402
111,0.035520,False,402
111,0.122077,False,402
111,0.063525,False,402
111,0.030502,False,402
111,0.026081,False,402
111,0.047480,False,402
111,0.067843,False,402
111,0.030160,False,402
111,0.136772,False,402
111,0.036670,False,402
111,0.190960,False,380
111,0.100597,False,380
111,0.070101,False,380
111,0.027502,False,380
111,0.098491,False,380
111,0.092352,False,380
111,0.034409,False,380
111,0.064576,False,380
111,0.038498,False,380
111,0.236382,False,380
111,0.025192,False,380
111,0.089071,False,380
111,0.110300,False,380
111,0.100680,False,380
111,0.033814,False,380
111,0.049010,False,380
111,0.035765,False,380
111,0.166266,False,380
111,0.057390,False,380
111,0.125565,False,380
111,0.098276,False,380
111,0.080901,False,380
111,0.109966,False,380
111,0.035220,False,380
111,0.103371,False,380
111,0.029699,False,380
111,0.038041,False,380
111,0.046392,False,380
111,0.072498,False,380
111,0.063643,False,380
111,0.086271,False,380
111,0.083074,False,380
111,0.097294,False,380
111,0.095969,False,380
111,0.085183,False,380
111,0.058457,False,380
111,0.105005,False,380
111,0.029871,False,380
111,0.090080,False,380
111,0.045164,False,380
111,0.067166,False,380
111,0.112436,False,380
111,0.082873,False,380
111,0.052310,False,380
111,0.051699,False,380
111,0.067587,False,380
111,0.100479,False,380
111,0.137345,False,380
111,0.125853,False,380
111,0.117338,False,380
111,0.223415,False,380
111,0.069925,False,380
111,0.070782,False,380
111,0.161268,False,380
111,0.084489,False,380
111,0.107409,False,380
111,0.139248,False,380
111,0.078327,False,380
111,0.075623,False,380
111,0.119141,False,380
111,0.116419,False,380
111,0.114301,False,380
111,0.050021,False,380
111,0.075480,False,380
111,0.048918,False,380
111,0.065363,False,380
111,0.077985,False,380
111,0.049273,False,380
111,0.092836,False,380
111,0.052855,False,380
111,0.043977,False,380
111,0.098681,False,380
111,0.148177,False,380
111,0.157262,False,380
111,0.103700,False,380
111,0.102943,False,380
111,0.125791,False,380
111,0.063165,False,380
111,0.049139,False,380
111,0.106251,False,380
111,0.049437,False,380
111,0.085294,False,380
111,0.139345,False,380
111,0.058317,False,380
111,0.065019,False,380
111,0.116130,False,380
111,0.152615,False,380
111,0.068951,False,380
111,0.112102,False,380
111,0.062280,False,380
111,0.113689,False,380
111,0.100880,False,380
111,0.148862,False,380
111,0.119113,False,380
111,0.096993,False,380
111,0.126636,False,380
111,0.136321,False,380
111,0.080115,False,380
111,0.161718,False,380
111,0.138880,False,380
111,0.130167,False,380
111,0.144012,False,380
111,0.145249,False,380
111,0.120985,False,380
111,0.090584,False,380
111,0.096938,False,380
111,0.095594,False,380
111,0.122719,False,380
111,0.151443,False,380
111,0.068288,False,380
111,0.060409,False,380
111,0.068131,False,380
111,0.055894,False,380
111,0.130898,False,380
111,0.073402,False,380
111,0.076054,False,380
111,0.126959,False,380
111,0.112861,False,380
111,0.131516,False,380
111,0.121261,False,380
111,0.218580,False,380
111,0.118036,False,380
111,0.109013,False,380
111,0.075364,False,380
111,0.131835,False,380
111,0.109681,False,380
111,0.092726,False,380
111,0.109941,False,380
111,0.107148,False,380
111,0.141042,False,380
111,0.129059,False,380
111,0.121546,False,380
111,0.137891,False,380
111,0.046801,False,380
111,0.085781,False,380
111,0.127699,False,380
111,0.082587,False,380
111,0.138322,False,380
111,0.130242,False,380
111,0.095603,False,380
111,0.124040,False,380
111,0.162074,False,380
111,0.175796,False,380
111,0.275757,False,380
111,0.058001,False,380
111,0.139048,False,380
111,0.141682,False,380
111,0.127035,False,380
111,0.055249,False,380
111,0.056488,False,380
111,0.111820,False,380
111,0.082482,False,380
111,0.103392,False,380
111,0.118162,False,380
111,0.114726,False,380
111,0.145718,False,380
111,0.046916,False,380
111,0.076968,False,380
111,0.054625,False,380
111,0.120038,False,380
111,0.129550,False,380
111,0.074210,False,380
111,0.149737,False,380
111,0.331945,False,380
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.209438,False,423
111,0.000000,True,423
111,0.000000,True,423
111,0.407631,False,423
111,0.000000,True,423
111,0.283455,False,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.149907,False,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.107069,False,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.054218,False,423
111,0.038053,False,423
111,0.048743,False,423
111,0.000000,True,423
111,0.045416,False,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.061930,False,423
111,0.000000,True,423
111,0.028137,False,423
111,0.072882,False,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.077387,False,423
111,0.000000,True,423
111,0.000000,True,423
111,0.049414,False,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.057399,False,423
111,0.000000,True,423
111,0.060765,False,423
111,0.017890,False,423
111,0.000000,True,423
111,0.000000,True,423
111,0.052888,False,423
111,0.052304,False,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.065965,False,423
111,0.024465,False,423
111,0.117529,False,423
111,0.000000,True,423
111,0.000000,True,423
111,0.026248,False,423
111,0.000000,True,423
111,0.094046,False,423
111,0.023419,False,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.113278,False,423
111,0.000000,True,423
111,0.044297,False,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.058087,False,423
111,0.048135,False,423
111,0.030539,False,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.094097,False,423
111,0.000000,True,423
111,0.028521,False,423
111,0.000000,True,423
111,0.091582,False,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.087884,False,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.000000,True,423
111,0.194454,False,401
111,0.251493,False,401
111,0.151471,False,401
111,0.076892,False,401
111,0.061946,False,401
111,0.179588,False,401
111,0.024862,False,401
111,0.162314,False,401
111,0.021254,False,401
111,0.168401,False,401
111,0.054270,False,401
111,0.107054,False,401
111,0.111857,False,401
111,0.079722,False,401
111,0.106665,False,401
111,0.117225,False,401
111,0.114302,False,401
111,0.134341,False,401
111,0.048708,False,401
111,0.046126,False,401
111,0.171195,False,401
111,0.059892,False,401
111,0.129471,False,401
111,0.096105,False,401
111,0.095718,False,401
111,0.053319,False,401
111,0.109151,False,401
111,0.101207,False,401
111,0.019028,False,401
111,0.115508,False,401
111,0.056754,False,401
111,0.072651,False,401
111,0.054919,False,401
111,0.083223,False,401
111,0.016959,False,401
111,0.113195,False,401
111,0.093555,False,401
111,0.018561,False,401
111,0.088792,False,401
111,0.099570,False,401
111,0.083770,False,401
111,0.051763,False,401
111,0.071402,False,401
111,0.064275,False,401
111,0.020807,False,401
111,0.093950,False,401
111,0.076965,False,401
111,0.089378,False,401
111,0.027692,False,401
111,0.073940,False,401
111,0.067740,False,401
111,0.094572,False,401
111,0.070988,False,401
111,0.029141,False,401
111,0.119146,False,401
111,0.065199,False,401
111,0.077647,False,401
111,0.076203,False,401
111,0.098409,False,401
111,0.017736,False,401
111,0.115808,False,401
111,0.106844,False,401
111,0.092468,False,401
111,0.046617,False,401
111,0.073061,False,401
111,0.073806,False,401
111,0.057242,False,401
111,0.066010,False,401
111,0.031228,False,401
111,0.031396,False,401
111,0.082079,False,401
111,0.072512,False,401
111,0.051566,False,401
111,0.095306,False,401
111,0.041421,False,401
111,0.090057,False,401
111,0.459120,False,401
111,0.117827,False,401
111,0.149410,False,401
111,0.130834,False,401
111,0.041917,False,401
111,0.048248,False,401
111,0.039593,False,401
111,0.056787,False,401
111,0.117632,False,401
111,0.063234,False,401
111,0.019093,False,401
111,0.082023,False,401
111,0.131694,False,401
111,0.062927,False,401
111,0.094378,False,401
111,0.082559,False,401
111,0.073266,False,401
111,0.077340,False,401
111,0.087483,False,401
111,0.085647,False,401
111,0.020468,False,401
111,0.107506,False,401
111,0.074730,False,401
111,0.087123,False,401
111,0.082926,False,401
111,0.102260,False,401
111,0.077244,False,401
111,0.104001,False,401
111,0.112028,False,401
111,0.093465,False,401
111,0.021252,False,401
111,0.041277,False,401
111,0.085965,False,401
111,0.108151,False,401
111,0.031539,False,401
111,0.037321,False,401
111,0.036897,False,401
111,0.025999,False,401
111,0.048350,False,401
111,0.109098,False,401
111,0.066002,False,401
111,0.032657,False,401
111,0.032636,False,401
111,0.193957,False,401
111,0.079507,False,401
111,0.036004,False,401
111,0.040695,False,401
111,0.100100,False,401
111,0.081187,False,401
111,0.026003,False,401
111,0.081957,False,401
111,0.132162,False,401
111,0.141690,False,401
111,0.062763,False,401
111,0.099149,False,401
111,0.044137,False,401
111,0.062646,False,401
111,0.148355,False,401
111,0.084704,False,401
111,0.080410,False,401
111,0.089953,False,401
111,0.023378,False,401
111,0.075995,False,401
111,0.027725,False,401
111,0.096346,False,401
111,0.117482,False,401
111,0.060463,False,401
111,0.083624,False,401
111,0.100240,False,401
111,0.111164,False,401
111,0.023228,False,401
111,0.023729,False,401
111,0.162346,False,401
111,0.028838,False,401
111,0.166092,False,401
111,0.057165,False,401
111,0.111302,False,401
111,0.028943,False,401
111,0.043153,False,401
111,0.041032,False,401
111,0.069683,False,401
111,0.135484,False,401
111,0.100837,False,401
111,0.088420,False,401
111,0.113531,False,401
111,0.060731,False,401
111,0.106045,False,401
111,0.037397,False,401
111,0.062305,False,401
111,0.044514,False,401
111,0.098286,False,401
111,0.046902,False,401
111,0.059530,False,401
111,0.081548,False,401
111,0.090061,False,401
111,0.053454,False,401
111,0.024211,False,401
111,0.026022,False,401
111,0.109747,False,401
111,0.040541,False,401
111,0.100252,False,401
111,0.038739,False,401
111,0.020781,False,401
111,0.099303,False,401
111,0.029435,False,401
111,0.049184,False,401
111,0.079089,False,401
111,0.078763,False,401
111,0.077423,False,401
111,0.023938,False,401
111,0.264009,False,401
111,0.055941,False,401
111,0.044239,False,401
111,0.092166,False,401
111,0.063496,False,401
111,0.175437,False,379
111,0.103157,False,379
111,0.121223,False,379
111,0.176144,False,379
111,0.142385,False,379
111,0.138479,False,379
111,0.073702,False,379
111,0.027544,False,379
111,0.050231,False,379
111,0.044464,False,379
111,0.036202,False,379
111,0.077430,False,379
111,0.070151,False,379
111,0.079461,False,379
111,0.050128,False,379
111,0.038203,False,379
111,0.220157,False,379
111,0.142027,False,379
111,0.264788,False,379
111,0.065627,False,379
111,0.039743,False,379
111,0.086422,False,379
111,0.106125,False,379
111,0.078906,False,379
111,0.082094,False,379
111,0.108038,False,379
111,0.057389,False,379
111,0.115515,False,379
111,0.040056,False,379
111,0.103709,False,379
111,0.212979,False,379
111,0.157743,False,379
111,0.123967,False,379
111,0.040528,False,379
111,0.139744,False,379
111,0.051962,False,379
111,0.064768,False,379
111,0.048353,False,379
111,0.112146,False,379
111,0.059768,False,379
111,0.095367,False,379
111,0.143487,False,379
111,0.122171,False,379
111,0.140444,False,379
111,0.066657,False,379
111,0.071505,False,379
111,0.041540,False,379
111,0.056241,False,379
111,0.105047,False,379
111,0.053500,False,379
111,0.109292,False,379
111,0.183954,False,379
111,0.075361,False,379
111,0.036803,False,379
111,0.142452,False,379
111,0.153491,False,379
111,0.038445,False,379
111,0.146639,False,379
111,0.097554,False,379
111,0.079746,False,379
111,0.076579,False,379
111,0.090187,False,379
111,0.098000,False,379
111,0.087446,False,379
111,0.097879,False,379
111,0.084953,False,379
111,0.141638,False,379
111,0.179824,False,379
111,0.072728,False,379
111,0.100864,False,379
111,0.087117,False,379
111,0.119072,False,379
111,0.081991,False,379
111,0.102679,False,379
111,0.076960,False,379
111,0.168480,False,379
111,0.215625,False,379
111,0.051944,False,379
111,0.129113,False,379
111,0.081142,False,379
111,0.055377,False,379
111,0.124313,False,379
111,0.145303,False,379
111,0.200040,False,379
111,0.048940,False,379
111,0.197845,False,379
111,0.114697,False,379
111,0.121012,False,379
111,0.103921,False,379
111,0.094325,False,379
111,0.095463,False,379
111,0.099418,False,379
111,0.043111,False,379
111,0.133761,False,379
111,0.134431,False,379
111,0.076656,False,379
111,0.182957,False,379
111,0.138781,False,379
111,0.097308,False,379
111,0.078529,False,379
111,0.063013,False,379
111,0.069259,False,379
111,0.093838,False,379
111,0.142488,False,379
111,0.145410,False,379
111,0.129646,False,379
111,0.152097,False,379
111,0.128371,False,379
111,0.225491,False,379
111,0.166594,False,379
111,0.118174,False,379
111,0.143659,False,379
111,0.110452,False,379
111,0.133633,False,379
111,0.156516,False,379
111,0.159932,False,379
111,0.082855,False,379
111,0.117745,False,379
111,0.149985,False,379
111,0.224696,False,379
111,0.241318,False,379
111,0.231956,False,379
111,0.103160,False,379
111,0.223116,False,379
111,0.130471,False,379
111,0.215799,False,379
111,0.058670,False,379
111,0.168805,False,379
111,0.166390,False,379
111,0.116681,False,379
111,0.119990,False,379
111,0.050964,False,379
111,0.128046,False,379
111,0.086606,False,379
111,0.054786,False,379
111,0.104920,False,379
111,0.060342,False,379
111,0.105916,False,379
111,0.143636,False,379
111,0.304039,False,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,379
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
111,0.000000,True,422
