time,client,sat,distance,time_s
2024-07-05 13:11:07.007,sensor46416',1-705,6167.0,470.276
2024-07-05 13:11:07.007,sensor46414',1-705,2219.0,470.276
2024-07-05 13:11:07.093,sensor46405',1-705,9833.0,470.362
2024-07-05 13:11:07.094,sensor46d04',1-705,8814.0,470.363
2024-07-05 13:11:07.094,sensor46490',1-705,18140.0,470.363
2024-07-05 13:11:09.077,sensor21414',1-705,6557.0,472.346
2024-07-05 13:11:09.078,sensor46411',1-705,17583.0,472.347
2024-07-05 13:11:09.078,sensor46402',1-705,2204.0,472.347
2024-07-05 13:11:09.078,sensor46415',1-705,4951.0,472.347
2024-07-05 13:11:09.079,sensor21416',1-705,10645.0,472.348
2024-07-05 13:11:09.079,sensor21d13',1-705,24695.0,472.348
2024-07-05 13:11:09.079,sensor46413',1-705,5424.0,472.348
2024-07-05 13:11:09.080,sensor46409',1-705,3228.0,472.349
2024-07-05 13:11:09.080,sensor46419',1-705,8789.0,472.349
2024-07-05 13:11:09.081,sensor46401',1-705,4911.0,472.35
2024-07-05 13:11:09.081,sensor21418',1-705,16135.0,472.35
2024-07-05 13:11:09.082,sensor46d16',1-705,6172.0,472.351
2024-07-05 13:11:09.082,sensor21419',1-705,13417.0,472.351
2024-07-05 13:11:09.082,sensor46407',1-705,9810.0,472.351
2024-07-05 13:11:09.083,sensor46408',1-705,4083.0,472.352
2024-07-05 13:11:09.083,sensor46d02',1-705,2206.0,472.352
2024-07-05 13:11:09.084,sensor46404',1-705,8812.0,472.353
2024-07-05 13:11:09.084,sensor21413',1-705,24692.0,472.353
2024-07-05 13:11:09.084,sensor46452',1-705,9815.0,472.353
2024-07-05 13:11:09.085,sensor46403',1-705,2189.0,472.354
2024-07-05 13:11:09.085,sensor21415',1-705,8203.0,472.354
2024-07-05 13:11:09.086,sensor46410',1-705,4446.0,472.355
2024-07-05 13:11:09.086,sensor46451',1-705,9824.0,472.355
2024-07-05 13:11:09.086,sensor46412',1-705,18135.0,472.355
2024-07-05 13:11:09.087,sensor21417',1-705,14792.0,472.356
2024-07-05 13:11:09.087,sensor46416',1-705,6167.0,472.356
2024-07-05 13:11:09.087,sensor46414',1-705,2219.0,472.356
2024-07-05 13:11:09.174,sensor46405',1-705,9833.0,472.443
2024-07-05 13:11:09.174,sensor46d04',1-705,8814.0,472.443
2024-07-05 13:11:09.174,sensor46490',1-705,18140.0,472.443
2024-07-05 13:11:11.240,sensor21414',1-705,6557.0,474.509
2024-07-05 13:11:11.241,sensor46411',1-705,17583.0,474.51
2024-07-05 13:11:11.241,sensor46402',1-705,2204.0,474.51
2024-07-05 13:11:11.241,sensor46415',1-705,4951.0,474.51
2024-07-05 13:11:11.242,sensor21416',1-705,10645.0,474.511
2024-07-05 13:11:11.242,sensor21d13',1-705,24695.0,474.511
2024-07-05 13:11:11.243,sensor46413',1-705,5424.0,474.512
2024-07-05 13:11:11.243,sensor46409',1-705,3228.0,474.512
2024-07-05 13:11:11.243,sensor46419',1-705,8789.0,474.512
2024-07-05 13:11:11.244,sensor46401',1-705,4911.0,474.513
2024-07-05 13:11:11.244,sensor21418',1-705,16135.0,474.513
2024-07-05 13:11:11.244,sensor46d16',1-705,6172.0,474.513
2024-07-05 13:11:11.245,sensor21419',1-705,13417.0,474.514
2024-07-05 13:11:11.245,sensor46407',1-705,9810.0,474.514
2024-07-05 13:11:11.245,sensor46408',1-705,4083.0,474.514
2024-07-05 13:11:11.246,sensor46d02',1-705,2206.0,474.515
2024-07-05 13:11:11.246,sensor46404',1-705,8812.0,474.515
2024-07-05 13:11:11.246,sensor21413',1-705,24692.0,474.515
2024-07-05 13:11:11.247,sensor46452',1-705,9815.0,474.516
2024-07-05 13:11:11.247,sensor46403',1-705,2189.0,474.516
2024-07-05 13:11:11.247,sensor21415',1-705,8203.0,474.516
2024-07-05 13:11:11.248,sensor46410',1-705,4446.0,474.517
2024-07-05 13:11:11.248,sensor46451',1-705,9824.0,474.517
2024-07-05 13:11:11.249,sensor46412',1-705,18135.0,474.518
2024-07-05 13:11:11.249,sensor21417',1-705,14792.0,474.518
2024-07-05 13:11:11.249,sensor46416',1-705,6167.0,474.518
2024-07-05 13:11:11.250,sensor46414',1-705,2219.0,474.519
2024-07-05 13:11:11.337,sensor46405',1-705,9833.0,474.606
2024-07-05 13:11:11.338,sensor46d04',1-705,8814.0,474.607
2024-07-05 13:11:11.338,sensor46490',1-705,18140.0,474.607
2024-07-05 13:11:13.331,sensor21414',1-705,7058.0,476.6
2024-07-05 13:11:13.332,sensor46411',1-705,17583.0,476.601
2024-07-05 13:11:13.332,sensor46402',1-705,2204.0,476.601
2024-07-05 13:11:13.333,sensor46415',1-705,4951.0,476.602
2024-07-05 13:11:13.333,sensor21416',1-705,10645.0,476.602
2024-07-05 13:11:13.334,sensor21d13',1-705,24695.0,476.603
2024-07-05 13:11:13.334,sensor46413',1-705,5424.0,476.603
2024-07-05 13:11:13.334,sensor46409',1-705,3228.0,476.603
2024-07-05 13:11:13.335,sensor46419',1-705,7382.0,476.604
2024-07-05 13:11:13.335,sensor46401',1-705,5597.0,476.604
2024-07-05 13:11:13.336,sensor21418',1-705,16135.0,476.605
2024-07-05 13:11:13.336,sensor46d16',1-705,6172.0,476.605
2024-07-05 13:11:13.336,sensor21419',1-705,13417.0,476.605
2024-07-05 13:11:13.337,sensor46407',1-705,9810.0,476.606
2024-07-05 13:11:13.337,sensor46408',1-705,4083.0,476.606
2024-07-05 13:11:13.338,sensor46d02',1-705,2206.0,476.607
2024-07-05 13:11:13.338,sensor46404',1-705,8812.0,476.607
2024-07-05 13:11:13.338,sensor21413',1-705,24692.0,476.607
2024-07-05 13:11:13.339,sensor46452',1-705,9308.0,476.608
2024-07-05 13:11:13.339,sensor46403',1-705,2189.0,476.608
2024-07-05 13:11:13.339,sensor21415',1-705,8203.0,476.608
2024-07-05 13:11:13.340,sensor46410',1-705,4446.0,476.609
2024-07-05 13:11:13.340,sensor46451',1-705,9316.0,476.609
2024-07-05 13:11:13.341,sensor46412',1-705,18135.0,476.61
2024-07-05 13:11:13.341,sensor21417',1-705,14792.0,476.61
2024-07-05 13:11:13.342,sensor46416',1-705,6167.0,476.611
2024-07-05 13:11:13.342,sensor46414',1-705,2219.0,476.611
2024-07-05 13:11:13.429,sensor46405',1-705,9833.0,476.698
2024-07-05 13:11:13.430,sensor46d04',1-705,8814.0,476.699
2024-07-05 13:11:13.430,sensor46490',1-705,18140.0,476.699
2024-07-05 13:11:15.457,sensor21414',1-705,7058.0,478.726
2024-07-05 13:11:15.458,sensor46411',1-705,17583.0,478.727
2024-07-05 13:11:15.458,sensor46402',1-705,2204.0,478.727
2024-07-05 13:11:15.459,sensor46415',1-705,4448.0,478.728
2024-07-05 13:11:15.459,sensor21416',1-705,10645.0,478.728
2024-07-05 13:11:15.459,sensor21d13',1-705,24695.0,478.728
2024-07-05 13:11:15.460,sensor46413',1-705,5424.0,478.729
2024-07-05 13:11:15.460,sensor46409',1-705,2716.0,478.729
2024-07-05 13:11:15.460,sensor46419',1-705,7382.0,478.729
2024-07-05 13:11:15.461,sensor46401',1-705,5597.0,478.73
2024-07-05 13:11:15.462,sensor21418',1-705,16135.0,478.731
2024-07-05 13:11:15.462,sensor46d16',1-705,6172.0,478.731
2024-07-05 13:11:15.462,sensor21419',1-705,13417.0,478.731
2024-07-05 13:11:15.463,sensor46407',1-705,9810.0,478.732
2024-07-05 13:11:15.463,sensor46408',1-705,4083.0,478.732
2024-07-05 13:11:15.463,sensor46d02',1-705,2206.0,478.732
2024-07-05 13:11:15.464,sensor46404',1-705,8812.0,478.733
2024-07-05 13:11:15.464,sensor21413',1-705,24692.0,478.733
2024-07-05 13:11:15.465,sensor46452',1-705,9308.0,478.734
2024-07-05 13:11:15.465,sensor46403',1-705,2189.0,478.734
2024-07-05 13:11:15.466,sensor21415',1-705,8203.0,478.735
2024-07-05 13:11:15.466,sensor46410',1-705,4446.0,478.735
2024-07-05 13:11:15.466,sensor46451',1-705,9316.0,478.735
2024-07-05 13:11:15.467,sensor46412',1-705,18135.0,478.736
2024-07-05 13:11:15.467,sensor21417',1-705,14792.0,478.736
2024-07-05 13:11:15.467,sensor46416',1-705,6167.0,478.736
2024-07-05 13:11:15.468,sensor46414',1-705,2219.0,478.737
2024-07-05 13:11:15.554,sensor46405',1-705,9833.0,478.823
2024-07-05 13:11:15.555,sensor46d04',1-705,8814.0,478.824
2024-07-05 13:11:15.555,sensor46490',1-705,18140.0,478.824
2024-07-05 13:11:17.652,sensor21414',1-705,7058.0,480.921
2024-07-05 13:11:17.653,sensor46411',1-705,17583.0,480.922
2024-07-05 13:11:17.654,sensor46402',1-705,2716.0,480.923
2024-07-05 13:11:17.654,sensor46415',1-705,4448.0,480.923
2024-07-05 13:11:17.654,sensor21416',1-705,10645.0,480.923
2024-07-05 13:11:17.655,sensor21d13',1-705,24695.0,480.924
2024-07-05 13:11:17.655,sensor46413',1-705,5424.0,480.924
2024-07-05 13:11:17.656,sensor46409',1-705,2716.0,480.925
2024-07-05 13:11:17.656,sensor46419',1-705,7382.0,480.925
2024-07-05 13:11:17.656,sensor46401',1-705,5597.0,480.925
2024-07-05 13:11:17.657,sensor21418',1-705,16135.0,480.926
2024-07-05 13:11:17.657,sensor46d16',1-705,6172.0,480.926
2024-07-05 13:11:17.657,sensor21419',1-705,13417.0,480.926
2024-07-05 13:11:17.658,sensor46407',1-705,9810.0,480.927
2024-07-05 13:11:17.658,sensor46408',1-705,4083.0,480.927
2024-07-05 13:11:17.658,sensor46d02',1-705,2206.0,480.927
2024-07-05 13:11:17.659,sensor46404',1-705,8812.0,480.928
2024-07-05 13:11:17.659,sensor21413',1-705,24692.0,480.928
2024-07-05 13:11:17.660,sensor46452',1-705,9308.0,480.929
2024-07-05 13:11:17.660,sensor46403',1-705,2189.0,480.929
2024-07-05 13:11:17.660,sensor21415',1-705,8203.0,480.929
2024-07-05 13:11:17.661,sensor46410',1-705,3747.0,480.93
2024-07-05 13:11:17.661,sensor46451',1-705,9316.0,480.93
2024-07-05 13:11:17.662,sensor46412',1-705,18135.0,480.931
2024-07-05 13:11:17.662,sensor21417',1-705,14792.0,480.931
2024-07-05 13:11:17.662,sensor46416',1-705,6167.0,480.931
2024-07-05 13:11:17.663,sensor46414',1-705,2219.0,480.932
2024-07-05 13:11:17.748,sensor46405',1-705,9326.0,481.017
2024-07-05 13:11:17.749,sensor46d04',1-705,8814.0,481.018
2024-07-05 13:11:17.749,sensor46490',1-705,18140.0,481.018
2024-07-05 13:11:19.704,sensor21414',1-705,7058.0,482.973
2024-07-05 13:11:19.705,sensor46411',1-705,17583.0,482.974
2024-07-05 13:11:19.705,sensor46402',1-705,2716.0,482.974
2024-07-05 13:11:19.705,sensor46415',1-705,4448.0,482.974
2024-07-05 13:11:19.706,sensor21416',1-705,10645.0,482.975
2024-07-05 13:11:19.706,sensor21d13',1-705,24695.0,482.975
2024-07-05 13:11:19.706,sensor46413',1-705,5424.0,482.975
2024-07-05 13:11:19.707,sensor46409',1-705,2716.0,482.976
2024-07-05 13:11:19.707,sensor46419',1-705,7382.0,482.976
2024-07-05 13:11:19.708,sensor46401',1-705,5597.0,482.977
2024-07-05 13:11:19.708,sensor21418',1-705,16135.0,482.977
2024-07-05 13:11:19.708,sensor46d16',1-705,6172.0,482.977
2024-07-05 13:11:19.709,sensor21419',1-705,13926.0,482.978
2024-07-05 13:11:19.709,sensor46407',1-705,9810.0,482.978
2024-07-05 13:11:19.710,sensor46408',1-705,4083.0,482.979
2024-07-05 13:11:19.710,sensor46d02',1-705,2707.0,482.979
2024-07-05 13:11:19.710,sensor46404',1-705,8812.0,482.979
2024-07-05 13:11:19.711,sensor21413',1-705,24692.0,482.98
2024-07-05 13:11:19.711,sensor46452',1-705,9308.0,482.98
2024-07-05 13:11:19.711,sensor46403',1-705,2189.0,482.98
2024-07-05 13:11:19.712,sensor21415',1-705,8203.0,482.981
2024-07-05 13:11:19.712,sensor46410',1-705,3747.0,482.981
2024-07-05 13:11:19.712,sensor46451',1-705,9316.0,482.981
2024-07-05 13:11:19.713,sensor46412',1-705,18135.0,482.982
2024-07-05 13:11:19.713,sensor21417',1-705,14792.0,482.982
2024-07-05 13:11:19.714,sensor46416',1-705,6167.0,482.983
2024-07-05 13:11:19.714,sensor46414',1-705,2219.0,482.983
2024-07-05 13:11:19.800,sensor46405',1-705,9326.0,483.069
2024-07-05 13:11:19.800,sensor46d04',1-705,8814.0,483.069
2024-07-05 13:11:19.800,sensor46490',1-705,18140.0,483.069
2024-07-05 13:11:21.874,sensor21414',1-705,7058.0,485.143
2024-07-05 13:11:21.875,sensor46411',1-705,17583.0,485.144
2024-07-05 13:11:21.875,sensor46402',1-705,2716.0,485.144
2024-07-05 13:11:21.875,sensor46415',1-705,4448.0,485.144
2024-07-05 13:11:21.876,sensor21416',1-705,10645.0,485.145
2024-07-05 13:11:21.876,sensor21d13',1-705,24695.0,485.145
2024-07-05 13:11:21.876,sensor46413',1-705,5424.0,485.145
2024-07-05 13:11:21.877,sensor46409',1-705,2716.0,485.146
2024-07-05 13:11:21.878,sensor46419',1-705,7382.0,485.147
2024-07-05 13:11:21.878,sensor46401',1-705,5597.0,485.147
2024-07-05 13:11:21.878,sensor21418',1-705,16135.0,485.147
2024-07-05 13:11:21.879,sensor46d16',1-705,6172.0,485.148
2024-07-05 13:11:21.879,sensor21419',1-705,13926.0,485.148
2024-07-05 13:11:21.879,sensor46407',1-705,9810.0,485.148
2024-07-05 13:11:21.880,sensor46408',1-705,4083.0,485.149
2024-07-05 13:11:21.880,sensor46d02',1-705,2707.0,485.149
2024-07-05 13:11:21.880,sensor46404',1-705,8812.0,485.149
2024-07-05 13:11:21.881,sensor21413',1-705,24692.0,485.15
2024-07-05 13:11:21.881,sensor46452',1-705,9308.0,485.15
2024-07-05 13:11:21.882,sensor46403',1-705,2189.0,485.151
2024-07-05 13:11:21.882,sensor21415',1-705,8203.0,485.151
2024-07-05 13:11:21.883,sensor46410',1-705,3747.0,485.152
2024-07-05 13:11:21.883,sensor46451',1-705,9316.0,485.152
2024-07-05 13:11:21.883,sensor46412',1-705,18135.0,485.152
2024-07-05 13:11:21.884,sensor21417',1-705,14792.0,485.153
2024-07-05 13:11:21.884,sensor46416',1-705,6167.0,485.153
2024-07-05 13:11:21.884,sensor46414',1-705,2219.0,485.153
2024-07-05 13:11:21.971,sensor46405',1-705,9326.0,485.24
2024-07-05 13:11:21.971,sensor46d04',1-705,8814.0,485.24
2024-07-05 13:11:21.971,sensor46490',1-705,18140.0,485.24
2024-07-05 13:11:23.999,sensor21414',1-705,7058.0,487.268
2024-07-05 13:11:24.000,sensor46411',1-705,17583.0,487.269
2024-07-05 13:11:24.000,sensor46402',1-705,2716.0,487.269
2024-07-05 13:11:24.001,sensor46415',1-705,4448.0,487.27
2024-07-05 13:11:24.001,sensor21416',1-705,10645.0,487.27
2024-07-05 13:11:24.002,sensor21d13',1-705,24348.0,487.271
2024-07-05 13:11:24.002,sensor46413',1-705,5424.0,487.271
2024-07-05 13:11:24.002,sensor46409',1-705,2716.0,487.271
2024-07-05 13:11:24.003,sensor46419',1-705,7382.0,487.272
2024-07-05 13:11:24.003,sensor46401',1-705,5597.0,487.272
2024-07-05 13:11:24.004,sensor21418',1-705,17194.0,487.273
2024-07-05 13:11:24.004,sensor46d16',1-705,6172.0,487.273
2024-07-05 13:11:24.004,sensor21419',1-705,14647.0,487.273
2024-07-05 13:11:24.005,sensor46407',1-705,9810.0,487.274
2024-07-05 13:11:24.005,sensor46408',1-705,4083.0,487.274
2024-07-05 13:11:24.006,sensor46d02',1-705,2707.0,487.275
2024-07-05 13:11:24.006,sensor46404',1-705,8812.0,487.275
2024-07-05 13:11:24.007,sensor21413',1-705,24345.0,487.276
2024-07-05 13:11:24.007,sensor46452',1-705,9308.0,487.276
2024-07-05 13:11:24.007,sensor46403',1-705,2189.0,487.276
2024-07-05 13:11:24.008,sensor21415',1-705,8203.0,487.277
2024-07-05 13:11:24.008,sensor46410',1-705,3747.0,487.277
2024-07-05 13:11:24.008,sensor46451',1-705,9316.0,487.277
2024-07-05 13:11:24.009,sensor46412',1-705,18135.0,487.278
2024-07-05 13:11:24.010,sensor21417',1-705,14792.0,487.279
2024-07-05 13:11:24.010,sensor46416',1-705,6167.0,487.279
2024-07-05 13:11:24.010,sensor46414',1-705,2219.0,487.279
2024-07-05 13:11:24.098,sensor46405',1-705,9326.0,487.367
2024-07-05 13:11:24.099,sensor46d04',1-705,8814.0,487.368
2024-07-05 13:11:24.099,sensor46490',1-705,18140.0,487.368
2024-07-05 13:11:26.069,sensor21414',1-705,7058.0,489.338
2024-07-05 13:11:26.070,sensor46411',1-705,18086.0,489.339
2024-07-05 13:11:26.071,sensor46402',1-705,2716.0,489.34
2024-07-05 13:11:26.071,sensor46415',1-705,4448.0,489.34
2024-07-05 13:11:26.071,sensor21416',1-705,10645.0,489.34
2024-07-05 13:11:26.072,sensor21d13',1-705,24348.0,489.341
2024-07-05 13:11:26.072,sensor46413',1-705,5424.0,489.341
2024-07-05 13:11:26.072,sensor46409',1-705,2716.0,489.341
2024-07-05 13:11:26.073,sensor46419',1-705,7382.0,489.342
2024-07-05 13:11:26.073,sensor46401',1-705,5597.0,489.342
2024-07-05 13:11:26.074,sensor21418',1-705,17194.0,489.343
2024-07-05 13:11:26.074,sensor46d16',1-705,6172.0,489.343
2024-07-05 13:11:26.075,sensor21419',1-705,14647.0,489.344
2024-07-05 13:11:26.075,sensor46407',1-705,9810.0,489.344
2024-07-05 13:11:26.075,sensor46408',1-705,4083.0,489.344
2024-07-05 13:11:26.076,sensor46d02',1-705,2707.0,489.345
2024-07-05 13:11:26.076,sensor46404',1-705,8812.0,489.345
2024-07-05 13:11:26.076,sensor21413',1-705,24345.0,489.345
2024-07-05 13:11:26.077,sensor46452',1-705,9308.0,489.346
2024-07-05 13:11:26.077,sensor46403',1-705,2189.0,489.346
2024-07-05 13:11:26.078,sensor21415',1-705,8203.0,489.347
2024-07-05 13:11:26.078,sensor46410',1-705,3747.0,489.347
2024-07-05 13:11:26.079,sensor46451',1-705,9316.0,489.348
2024-07-05 13:11:26.079,sensor46412',1-705,18135.0,489.348
2024-07-05 13:11:26.079,sensor21417',1-705,14792.0,489.348
2024-07-05 13:11:26.080,sensor46416',1-705,6167.0,489.349
2024-07-05 13:11:26.080,sensor46414',1-705,2219.0,489.349
2024-07-05 13:11:26.166,sensor46405',1-705,9326.0,489.435
2024-07-05 13:11:26.166,sensor46d04',1-705,8814.0,489.435
2024-07-05 13:11:26.167,sensor46490',1-705,18140.0,489.436
2024-07-05 13:11:28.143,sensor21414',1-705,7058.0,491.412
2024-07-05 13:11:28.148,sensor46411',1-705,18086.0,491.417
2024-07-05 13:11:28.152,sensor46402',1-705,2716.0,491.421
2024-07-05 13:11:28.157,sensor46415',1-705,4448.0,491.426
2024-07-05 13:11:28.161,sensor21416',1-705,10645.0,491.43
2024-07-05 13:11:28.165,sensor21d13',1-705,24348.0,491.434
2024-07-05 13:11:28.170,sensor46413',1-705,5424.0,491.439
2024-07-05 13:11:28.174,sensor46409',1-705,2716.0,491.443
2024-07-05 13:11:28.178,sensor46419',1-705,7382.0,491.447
2024-07-05 13:11:28.183,sensor46401',1-705,5597.0,491.452
2024-07-05 13:11:28.187,sensor21418',1-705,17194.0,491.456
2024-07-05 13:11:28.191,sensor46d16',1-705,6172.0,491.46
2024-07-05 13:11:28.196,sensor21419',1-705,14647.0,491.465
2024-07-05 13:11:28.200,sensor46407',1-705,9810.0,491.469
2024-07-05 13:11:28.204,sensor46408',1-705,4083.0,491.473
2024-07-05 13:11:28.209,sensor46d02',1-705,2707.0,491.478
2024-07-05 13:11:28.213,sensor46404',1-705,8812.0,491.482
2024-07-05 13:11:28.217,sensor21413',1-705,24345.0,491.486
2024-07-05 13:11:28.221,sensor46452',1-705,9308.0,491.49
2024-07-05 13:11:28.226,sensor46403',1-705,2189.0,491.495
2024-07-05 13:11:28.230,sensor21415',1-705,8925.0,491.499
2024-07-05 13:11:28.234,sensor46410',1-705,3747.0,491.503
2024-07-05 13:11:28.239,sensor46451',1-705,9316.0,491.508
2024-07-05 13:11:28.243,sensor46412',1-705,18135.0,491.512
2024-07-05 13:11:28.247,sensor21417',1-705,14792.0,491.516
2024-07-05 13:11:28.251,sensor46416',1-705,6167.0,491.52
2024-07-05 13:11:28.256,sensor46414',1-705,2219.0,491.525
2024-07-05 13:11:28.260,sensor46405',1-705,9326.0,491.529
2024-07-05 13:11:28.264,sensor46d04',1-705,8814.0,491.533
2024-07-05 13:11:28.269,sensor46490',1-705,18140.0,491.538
2024-07-05 13:11:30.312,sensor21414',1-705,7058.0,493.581
2024-07-05 13:11:30.314,sensor46411',1-705,18174.0,493.583
2024-07-05 13:11:30.314,sensor46402',1-705,2716.0,493.583
2024-07-05 13:11:30.315,sensor46415',1-705,4448.0,493.584
2024-07-05 13:11:30.315,sensor21416',1-705,10645.0,493.584
2024-07-05 13:11:30.315,sensor21d13',1-705,24348.0,493.584
2024-07-05 13:11:30.316,sensor46413',1-705,5424.0,493.585
2024-07-05 13:11:30.316,sensor46409',1-705,2716.0,493.585
2024-07-05 13:11:30.317,sensor46419',1-705,7382.0,493.586
2024-07-05 13:11:30.318,sensor46401',1-705,5597.0,493.587
2024-07-05 13:11:30.318,sensor21418',1-705,17194.0,493.587
2024-07-05 13:11:30.319,sensor46d16',1-705,6172.0,493.588
2024-07-05 13:11:30.319,sensor21419',1-705,14647.0,493.588
2024-07-05 13:11:30.320,sensor46407',1-705,9309.0,493.589
2024-07-05 13:11:30.320,sensor46408',1-705,4083.0,493.589
2024-07-05 13:11:30.321,sensor46d02',1-705,2707.0,493.59
2024-07-05 13:11:30.321,sensor46404',1-705,8812.0,493.59
2024-07-05 13:11:30.322,sensor21413',1-705,24345.0,493.591
2024-07-05 13:11:30.322,sensor46452',1-705,9308.0,493.591
2024-07-05 13:11:30.323,sensor46403',1-705,2189.0,493.592
2024-07-05 13:11:30.323,sensor21415',1-705,8925.0,493.592
2024-07-05 13:11:30.324,sensor46410',1-705,3747.0,493.593
2024-07-05 13:11:30.324,sensor46451',1-705,9316.0,493.593
2024-07-05 13:11:30.325,sensor46412',1-705,18135.0,493.594
2024-07-05 13:11:30.326,sensor21417',1-705,14792.0,493.595
2024-07-05 13:11:30.326,sensor46416',1-705,6167.0,493.595
2024-07-05 13:11:30.326,sensor46414',1-705,2219.0,493.595
2024-07-05 13:11:30.429,sensor46405',1-705,9326.0,493.698
2024-07-05 13:11:30.430,sensor46d04',1-705,8814.0,493.699
2024-07-05 13:11:30.430,sensor46490',1-705,18140.0,493.699
2024-07-05 13:11:32.521,sensor21414',1-705,7058.0,495.79
2024-07-05 13:11:32.522,sensor46411',1-705,18174.0,495.791
2024-07-05 13:11:32.523,sensor46402',1-705,2716.0,495.792
2024-07-05 13:11:32.523,sensor46415',1-705,4448.0,495.792
2024-07-05 13:11:32.524,sensor21416',1-705,11147.0,495.793
2024-07-05 13:11:32.524,sensor21d13',1-705,24348.0,495.793
2024-07-05 13:11:32.525,sensor46413',1-705,5424.0,495.794
2024-07-05 13:11:32.525,sensor46409',1-705,2716.0,495.794
2024-07-05 13:11:32.526,sensor46419',1-705,7382.0,495.795
2024-07-05 13:11:32.526,sensor46401',1-705,5597.0,495.795
2024-07-05 13:11:32.527,sensor21418',1-705,17194.0,495.796
2024-07-05 13:11:32.527,sensor46d16',1-705,6172.0,495.796
2024-07-05 13:11:32.528,sensor21419',1-705,14647.0,495.797
2024-07-05 13:11:32.528,sensor46407',1-705,9309.0,495.797
2024-07-05 13:11:32.528,sensor46408',1-705,4083.0,495.797
2024-07-05 13:11:32.529,sensor46d02',1-705,2707.0,495.798
2024-07-05 13:11:32.530,sensor46404',1-705,8812.0,495.799
2024-07-05 13:11:32.530,sensor21413',1-705,24345.0,495.799
2024-07-05 13:11:32.531,sensor46452',1-705,9308.0,495.8
2024-07-05 13:11:32.531,sensor46403',1-705,2189.0,495.8
2024-07-05 13:11:32.531,sensor21415',1-705,8925.0,495.8
2024-07-05 13:11:32.532,sensor46410',1-705,3747.0,495.801
2024-07-05 13:11:32.532,sensor46451',1-705,9316.0,495.801
2024-07-05 13:11:32.533,sensor46412',1-705,18135.0,495.802
2024-07-05 13:11:32.533,sensor21417',1-705,14792.0,495.802
2024-07-05 13:11:32.534,sensor46416',1-705,5651.0,495.803
2024-07-05 13:11:32.534,sensor46414',1-705,2219.0,495.803
2024-07-05 13:11:32.625,sensor46405',1-705,9326.0,495.894
2024-07-05 13:11:32.625,sensor46d04',1-705,8814.0,495.894
2024-07-05 13:11:32.625,sensor46490',1-705,18140.0,495.894
2024-07-05 13:11:34.641,sensor21414',1-705,7775.0,497.91
2024-07-05 13:11:34.642,sensor46411',1-705,18174.0,497.911
2024-07-05 13:11:34.643,sensor46402',1-705,2716.0,497.912
2024-07-05 13:11:34.643,sensor46415',1-705,4448.0,497.912
2024-07-05 13:11:34.644,sensor21416',1-705,11147.0,497.913
2024-07-05 13:11:34.644,sensor21d13',1-705,24348.0,497.913
2024-07-05 13:11:34.644,sensor46413',1-705,5424.0,497.913
2024-07-05 13:11:34.645,sensor46409',1-705,2716.0,497.914
2024-07-05 13:11:34.646,sensor46419',1-705,7382.0,497.915
2024-07-05 13:11:34.646,sensor46401',1-705,5597.0,497.915
2024-07-05 13:11:34.647,sensor21418',1-705,17194.0,497.916
2024-07-05 13:11:34.647,sensor46d16',1-705,5655.0,497.916
2024-07-05 13:11:34.648,sensor21419',1-705,14647.0,497.917
2024-07-05 13:11:34.648,sensor46407',1-705,9309.0,497.917
2024-07-05 13:11:34.648,sensor46408',1-705,4083.0,497.917
2024-07-05 13:11:34.649,sensor46d02',1-705,2707.0,497.918
2024-07-05 13:11:34.649,sensor46404',1-705,8812.0,497.918
2024-07-05 13:11:34.650,sensor21413',1-705,24345.0,497.919
2024-07-05 13:11:34.650,sensor46452',1-705,9308.0,497.919
2024-07-05 13:11:34.650,sensor46403',1-705,2189.0,497.919
2024-07-05 13:11:34.651,sensor21415',1-705,8925.0,497.92
2024-07-05 13:11:34.651,sensor46410',1-705,3747.0,497.92
2024-07-05 13:11:34.652,sensor46451',1-705,9316.0,497.921
2024-07-05 13:11:34.652,sensor46412',1-705,18135.0,497.921
2024-07-05 13:11:34.653,sensor21417',1-705,14792.0,497.922
2024-07-05 13:11:34.653,sensor46416',1-705,5651.0,497.922
2024-07-05 13:11:34.653,sensor46414',1-705,2219.0,497.922
2024-07-05 13:11:34.739,sensor46405',1-705,9326.0,498.008
2024-07-05 13:11:34.740,sensor46d04',1-705,8814.0,498.009
2024-07-05 13:11:34.740,sensor46490',1-705,18140.0,498.009
2024-07-05 13:11:36.736,sensor21414',1-705,7775.0,500.005
2024-07-05 13:11:36.737,sensor46411',1-705,18174.0,500.006
2024-07-05 13:11:36.738,sensor46402',1-705,2716.0,500.007
2024-07-05 13:11:36.738,sensor46415',1-705,4448.0,500.007
2024-07-05 13:11:36.738,sensor21416',1-705,11147.0,500.007
2024-07-05 13:11:36.739,sensor21d13',1-705,24348.0,500.008
2024-07-05 13:11:36.739,sensor46413',1-705,5424.0,500.008
2024-07-05 13:11:36.739,sensor46409',1-705,2716.0,500.008
2024-07-05 13:11:36.740,sensor46419',1-705,7382.0,500.009
2024-07-05 13:11:36.740,sensor46401',1-705,5597.0,500.009
2024-07-05 13:11:36.740,sensor21418',1-705,17194.0,500.009
2024-07-05 13:11:36.741,sensor46d16',1-705,5655.0,500.01
2024-07-05 13:11:36.741,sensor21419',1-705,14647.0,500.01
2024-07-05 13:11:36.742,sensor46407',1-705,9309.0,500.011
