time,client,sat,distance,time_s
2024-07-05 13:16:02.040,sensor21414',1-704,7051.0,765.309
2024-07-05 13:16:02.041,sensor46411',1-704,11552.0,765.31
2024-07-05 13:16:02.042,sensor46402',1-704,2725.0,765.311
2024-07-05 13:16:02.042,sensor46415',1-704,4438.0,765.311
2024-07-05 13:16:02.042,sensor21416',1-704,10750.0,765.311
2024-07-05 13:16:02.043,sensor21d13',1-704,25275.0,765.312
2024-07-05 13:16:02.043,sensor46413',1-704,5411.0,765.312
2024-07-05 13:16:02.044,sensor46409',1-704,2732.0,765.313
2024-07-05 13:16:02.044,sensor46419',1-704,7383.0,765.313
2024-07-05 13:16:02.044,sensor46401',1-704,5584.0,765.313
2024-07-05 13:16:02.045,sensor21418',1-704,17258.0,765.314
2024-07-05 13:16:02.045,sensor46d16',1-704,6174.0,765.314
2024-07-05 13:16:02.045,sensor21419',1-704,14420.0,765.314
2024-07-05 13:16:02.046,sensor46407',1-704,9305.0,765.315
2024-07-05 13:16:02.046,sensor46408',1-704,4075.0,765.315
2024-07-05 13:16:02.047,sensor46d02',1-704,2728.0,765.316
2024-07-05 13:16:02.047,sensor46404',1-704,8812.0,765.316
2024-07-05 13:16:02.047,sensor21413',1-704,25271.0,765.316
2024-07-05 13:16:02.048,sensor46452',1-704,9305.0,765.317
2024-07-05 13:16:02.048,sensor46403',1-704,2188.0,765.317
2024-07-05 13:16:02.048,sensor21415',1-704,8904.0,765.317
2024-07-05 13:16:02.049,sensor46410',1-704,3739.0,765.318
2024-07-05 13:16:02.049,sensor46451',1-704,9296.0,765.318
2024-07-05 13:16:02.050,sensor46412',1-704,17627.0,765.319
2024-07-05 13:16:02.050,sensor21417',1-704,14858.0,765.319
2024-07-05 13:16:02.051,sensor46416',1-704,6169.0,765.32
2024-07-05 13:16:02.051,sensor46414',1-704,2224.0,765.32
2024-07-05 13:16:02.137,sensor46405',1-704,9309.0,765.406
2024-07-05 13:16:02.138,sensor46d04',1-704,8813.0,765.407
2024-07-05 13:16:02.138,sensor46490',1-704,17630.0,765.407
2024-07-05 13:16:04.143,sensor21414',1-704,7051.0,767.412
2024-07-05 13:16:04.144,sensor46411',1-704,10333.0,767.413
2024-07-05 13:16:04.145,sensor46402',1-704,2725.0,767.414
2024-07-05 13:16:04.145,sensor46415',1-704,4438.0,767.414
2024-07-05 13:16:04.145,sensor21416',1-704,10750.0,767.414
2024-07-05 13:16:04.146,sensor21d13',1-704,25275.0,767.415
2024-07-05 13:16:04.146,sensor46413',1-704,5411.0,767.415
2024-07-05 13:16:04.146,sensor46409',1-704,2732.0,767.415
2024-07-05 13:16:04.147,sensor46419',1-704,7383.0,767.416
2024-07-05 13:16:04.147,sensor46401',1-704,5584.0,767.416
2024-07-05 13:16:04.147,sensor21418',1-704,17258.0,767.416
2024-07-05 13:16:04.148,sensor46d16',1-704,6174.0,767.417
2024-07-05 13:16:04.148,sensor21419',1-704,14420.0,767.417
2024-07-05 13:16:04.148,sensor46407',1-704,9305.0,767.417
2024-07-05 13:16:04.149,sensor46408',1-704,4075.0,767.418
2024-07-05 13:16:04.149,sensor46d02',1-704,2728.0,767.418
2024-07-05 13:16:04.149,sensor46404',1-704,8812.0,767.418
2024-07-05 13:16:04.150,sensor21413',1-704,25271.0,767.419
2024-07-05 13:16:04.150,sensor46452',1-704,9305.0,767.419
2024-07-05 13:16:04.150,sensor46403',1-704,2188.0,767.419
2024-07-05 13:16:04.151,sensor21415',1-704,8904.0,767.42
2024-07-05 13:16:04.151,sensor46410',1-704,3739.0,767.42
2024-07-05 13:16:04.151,sensor46451',1-704,9296.0,767.42
2024-07-05 13:16:04.152,sensor46412',1-704,17627.0,767.421
2024-07-05 13:16:04.152,sensor21417',1-704,14858.0,767.421
2024-07-05 13:16:04.152,sensor46416',1-704,5651.0,767.421
2024-07-05 13:16:04.153,sensor46414',1-704,2224.0,767.422
2024-07-05 13:16:04.229,sensor46405',1-704,9309.0,767.498
2024-07-05 13:16:04.229,sensor46d04',1-704,8813.0,767.498
2024-07-05 13:16:04.229,sensor46490',1-704,17630.0,767.498
2024-07-05 13:16:06.308,sensor21414',1-704,7775.0,769.577
2024-07-05 13:16:06.313,sensor46411',1-704,10333.0,769.582
2024-07-05 13:16:06.317,sensor46402',1-704,2725.0,769.586
2024-07-05 13:16:06.322,sensor46415',1-704,4438.0,769.591
2024-07-05 13:16:06.326,sensor21416',1-704,10750.0,769.595
2024-07-05 13:16:06.331,sensor21d13',1-704,25275.0,769.6
2024-07-05 13:16:06.335,sensor46413',1-704,5411.0,769.604
2024-07-05 13:16:06.339,sensor46409',1-704,2732.0,769.608
2024-07-05 13:16:06.344,sensor46419',1-704,7383.0,769.613
2024-07-05 13:16:06.348,sensor46401',1-704,5584.0,769.617
2024-07-05 13:16:06.352,sensor21418',1-704,17258.0,769.621
2024-07-05 13:16:06.356,sensor46d16',1-704,5656.0,769.625
2024-07-05 13:16:06.361,sensor21419',1-704,14719.0,769.63
2024-07-05 13:16:06.365,sensor46407',1-704,9305.0,769.634
2024-07-05 13:16:06.370,sensor46408',1-704,4075.0,769.639
2024-07-05 13:16:06.374,sensor46d02',1-704,2728.0,769.643
2024-07-05 13:16:06.378,sensor46404',1-704,8812.0,769.647
2024-07-05 13:16:06.383,sensor21413',1-704,25271.0,769.652
2024-07-05 13:16:06.387,sensor46452',1-704,9305.0,769.656
2024-07-05 13:16:06.391,sensor46403',1-704,2188.0,769.66
2024-07-05 13:16:06.396,sensor21415',1-704,8904.0,769.665
2024-07-05 13:16:06.400,sensor46410',1-704,3739.0,769.669
2024-07-05 13:16:06.404,sensor46451',1-704,9296.0,769.673
2024-07-05 13:16:06.409,sensor46412',1-704,17627.0,769.678
2024-07-05 13:16:06.413,sensor21417',1-704,14858.0,769.682
2024-07-05 13:16:06.418,sensor46416',1-704,5651.0,769.687
2024-07-05 13:16:06.422,sensor46414',1-704,2224.0,769.691
2024-07-05 13:16:06.426,sensor46405',1-704,9309.0,769.695
2024-07-05 13:16:06.431,sensor46d04',1-704,8813.0,769.7
2024-07-05 13:16:06.435,sensor46490',1-704,17630.0,769.704
2024-07-05 13:16:08.438,sensor21414',1-704,7775.0,771.707
2024-07-05 13:16:08.442,sensor46411',1-704,10333.0,771.711
2024-07-05 13:16:08.447,sensor46402',1-704,2725.0,771.716
2024-07-05 13:16:08.451,sensor46415',1-704,4438.0,771.72
2024-07-05 13:16:08.455,sensor21416',1-704,11537.0,771.724
2024-07-05 13:16:08.459,sensor21d13',1-704,25275.0,771.728
2024-07-05 13:16:08.464,sensor46413',1-704,5411.0,771.733
2024-07-05 13:16:08.468,sensor46409',1-704,2732.0,771.737
2024-07-05 13:16:08.473,sensor46419',1-704,7383.0,771.742
2024-07-05 13:16:08.477,sensor46401',1-704,5584.0,771.746
2024-07-05 13:16:08.481,sensor21418',1-704,17258.0,771.75
2024-07-05 13:16:08.486,sensor46d16',1-704,5656.0,771.755
2024-07-05 13:16:08.490,sensor21419',1-704,14719.0,771.759
2024-07-05 13:16:08.495,sensor46407',1-704,9305.0,771.764
2024-07-05 13:16:08.499,sensor46408',1-704,4075.0,771.768
2024-07-05 13:16:08.503,sensor46d02',1-704,2728.0,771.772
2024-07-05 13:16:08.508,sensor46404',1-704,8812.0,771.777
2024-07-05 13:16:08.512,sensor21413',1-704,25271.0,771.781
2024-07-05 13:16:08.516,sensor46452',1-704,9305.0,771.785
2024-07-05 13:16:08.520,sensor46403',1-704,2188.0,771.789
2024-07-05 13:16:08.525,sensor21415',1-704,8904.0,771.794
2024-07-05 13:16:08.529,sensor46410',1-704,3739.0,771.798
2024-07-05 13:16:08.533,sensor46451',1-704,9296.0,771.802
2024-07-05 13:16:08.537,sensor46412',1-704,17627.0,771.806
2024-07-05 13:16:08.542,sensor21417',1-704,14858.0,771.811
2024-07-05 13:16:08.546,sensor46416',1-704,5651.0,771.815
2024-07-05 13:16:08.550,sensor46414',1-704,2224.0,771.819
2024-07-05 13:16:08.554,sensor46405',1-704,9309.0,771.823
2024-07-05 13:16:08.559,sensor46d04',1-704,8813.0,771.828
2024-07-05 13:16:08.563,sensor46490',1-704,17630.0,771.832
2024-07-05 13:16:10.550,sensor21414',1-704,7775.0,773.819
2024-07-05 13:16:10.551,sensor46411',1-704,10333.0,773.82
2024-07-05 13:16:10.552,sensor46402',1-704,2725.0,773.821
2024-07-05 13:16:10.552,sensor46415',1-704,4438.0,773.821
2024-07-05 13:16:10.552,sensor21416',1-704,11537.0,773.821
2024-07-05 13:16:10.553,sensor21d13',1-704,25275.0,773.822
2024-07-05 13:16:10.553,sensor46413',1-704,5915.0,773.822
2024-07-05 13:16:10.554,sensor46409',1-704,2732.0,773.823
2024-07-05 13:16:10.554,sensor46419',1-704,7383.0,773.823
2024-07-05 13:16:10.555,sensor46401',1-704,5584.0,773.824
2024-07-05 13:16:10.555,sensor21418',1-704,17258.0,773.824
2024-07-05 13:16:10.555,sensor46d16',1-704,5656.0,773.824
2024-07-05 13:16:10.556,sensor21419',1-704,14719.0,773.825
2024-07-05 13:16:10.556,sensor46407',1-704,9305.0,773.825
2024-07-05 13:16:10.557,sensor46408',1-704,4583.0,773.826
2024-07-05 13:16:10.557,sensor46d02',1-704,2728.0,773.826
2024-07-05 13:16:10.558,sensor46404',1-704,8812.0,773.827
2024-07-05 13:16:10.558,sensor21413',1-704,25271.0,773.827
2024-07-05 13:16:10.558,sensor46452',1-704,9305.0,773.827
2024-07-05 13:16:10.559,sensor46403',1-704,2188.0,773.828
2024-07-05 13:16:10.559,sensor21415',1-704,8904.0,773.828
2024-07-05 13:16:10.559,sensor46410',1-704,3739.0,773.828
2024-07-05 13:16:10.560,sensor46451',1-704,9296.0,773.829
2024-07-05 13:16:10.560,sensor46412',1-704,17627.0,773.829
2024-07-05 13:16:10.560,sensor21417',1-704,14858.0,773.829
2024-07-05 13:16:10.561,sensor46416',1-704,5651.0,773.83
2024-07-05 13:16:10.561,sensor46414',1-704,2224.0,773.83
2024-07-05 13:16:10.648,sensor46405',1-704,9309.0,773.917
2024-07-05 13:16:10.649,sensor46d04',1-704,8813.0,773.918
2024-07-05 13:16:10.649,sensor46490',1-704,17630.0,773.918
2024-07-05 13:16:12.645,sensor21414',1-704,7775.0,775.914
2024-07-05 13:16:12.645,sensor46411',1-704,10333.0,775.914
2024-07-05 13:16:12.646,sensor46402',1-704,2725.0,775.915
2024-07-05 13:16:12.646,sensor46415',1-704,3730.0,775.915
2024-07-05 13:16:12.646,sensor21416',1-704,11537.0,775.915
2024-07-05 13:16:12.647,sensor21d13',1-704,25275.0,775.916
2024-07-05 13:16:12.647,sensor46413',1-704,5915.0,775.916
2024-07-05 13:16:12.648,sensor46409',1-704,2732.0,775.917
2024-07-05 13:16:12.648,sensor46419',1-704,7383.0,775.917
2024-07-05 13:16:12.648,sensor46401',1-704,5584.0,775.917
2024-07-05 13:16:12.649,sensor21418',1-704,17258.0,775.918
2024-07-05 13:16:12.649,sensor46d16',1-704,5656.0,775.918
2024-07-05 13:16:12.649,sensor21419',1-704,14719.0,775.918
2024-07-05 13:16:12.650,sensor46407',1-704,9305.0,775.919
2024-07-05 13:16:12.650,sensor46408',1-704,4583.0,775.919
2024-07-05 13:16:12.651,sensor46d02',1-704,2728.0,775.92
2024-07-05 13:16:12.651,sensor46404',1-704,8812.0,775.92
2024-07-05 13:16:12.651,sensor21413',1-704,25271.0,775.92
2024-07-05 13:16:12.652,sensor46452',1-704,9305.0,775.921
2024-07-05 13:16:12.652,sensor46403',1-704,2188.0,775.921
2024-07-05 13:16:12.652,sensor21415',1-704,8904.0,775.921
2024-07-05 13:16:12.653,sensor46410',1-704,3739.0,775.922
2024-07-05 13:16:12.653,sensor46451',1-704,9296.0,775.922
2024-07-05 13:16:12.654,sensor46412',1-704,17627.0,775.923
2024-07-05 13:16:12.654,sensor21417',1-704,14858.0,775.923
2024-07-05 13:16:12.655,sensor46416',1-704,5651.0,775.924
2024-07-05 13:16:12.655,sensor46414',1-704,2224.0,775.924
2024-07-05 13:16:12.740,sensor46405',1-704,9309.0,776.009
2024-07-05 13:16:12.740,sensor46d04',1-704,8813.0,776.009
2024-07-05 13:16:12.741,sensor46490',1-704,17630.0,776.01
2024-07-05 13:16:14.769,sensor21414',1-704,7775.0,778.038
2024-07-05 13:16:14.770,sensor46411',1-704,10333.0,778.039
2024-07-05 13:16:14.770,sensor46402',1-704,2725.0,778.039
2024-07-05 13:16:14.771,sensor46415',1-704,3730.0,778.04
2024-07-05 13:16:14.771,sensor21416',1-704,11537.0,778.04
2024-07-05 13:16:14.771,sensor21d13',1-704,25275.0,778.04
2024-07-05 13:16:14.772,sensor46413',1-704,5915.0,778.041
2024-07-05 13:16:14.772,sensor46409',1-704,2732.0,778.041
2024-07-05 13:16:14.772,sensor46419',1-704,6874.0,778.041
2024-07-05 13:16:14.773,sensor46401',1-704,5584.0,778.042
2024-07-05 13:16:14.773,sensor21418',1-704,17258.0,778.042
2024-07-05 13:16:14.773,sensor46d16',1-704,5656.0,778.042
2024-07-05 13:16:14.774,sensor21419',1-704,14719.0,778.043
2024-07-05 13:16:14.774,sensor46407',1-704,9305.0,778.043
2024-07-05 13:16:14.775,sensor46408',1-704,4583.0,778.044
2024-07-05 13:16:14.775,sensor46d02',1-704,2728.0,778.044
2024-07-05 13:16:14.775,sensor46404',1-704,8812.0,778.044
2024-07-05 13:16:14.776,sensor21413',1-704,25271.0,778.045
2024-07-05 13:16:14.776,sensor46452',1-704,9305.0,778.045
2024-07-05 13:16:14.776,sensor46403',1-704,2188.0,778.045
2024-07-05 13:16:14.777,sensor21415',1-704,8904.0,778.046
2024-07-05 13:16:14.777,sensor46410',1-704,3739.0,778.046
2024-07-05 13:16:14.778,sensor46451',1-704,9296.0,778.047
2024-07-05 13:16:14.778,sensor46412',1-704,17627.0,778.047
2024-07-05 13:16:14.778,sensor21417',1-704,14858.0,778.047
2024-07-05 13:16:14.779,sensor46416',1-704,5651.0,778.048
2024-07-05 13:16:14.779,sensor46414',1-704,2224.0,778.048
2024-07-05 13:16:14.867,sensor46405',1-704,9309.0,778.136
2024-07-05 13:16:14.867,sensor46d04',1-704,8813.0,778.136
2024-07-05 13:16:14.867,sensor46490',1-704,17630.0,778.136
2024-07-05 13:16:16.883,sensor21414',1-704,7775.0,780.152
2024-07-05 13:16:16.884,sensor46411',1-704,10333.0,780.153
2024-07-05 13:16:16.884,sensor46402',1-704,2725.0,780.153
2024-07-05 13:16:16.885,sensor46415',1-704,3730.0,780.154
2024-07-05 13:16:16.885,sensor21416',1-704,11537.0,780.154
2024-07-05 13:16:16.886,sensor21d13',1-704,25275.0,780.155
2024-07-05 13:16:16.886,sensor46413',1-704,5915.0,780.155
2024-07-05 13:16:16.887,sensor46409',1-704,2732.0,780.156
2024-07-05 13:16:16.887,sensor46419',1-704,6874.0,780.156
2024-07-05 13:16:16.887,sensor46401',1-704,5584.0,780.156
2024-07-05 13:16:16.888,sensor21418',1-704,17258.0,780.157
2024-07-05 13:16:16.888,sensor46d16',1-704,5656.0,780.157
2024-07-05 13:16:16.888,sensor21419',1-704,14719.0,780.157
2024-07-05 13:16:16.889,sensor46407',1-704,9305.0,780.158
2024-07-05 13:16:16.889,sensor46408',1-704,4583.0,780.158
2024-07-05 13:16:16.890,sensor46d02',1-704,2728.0,780.159
2024-07-05 13:16:16.890,sensor46404',1-704,8812.0,780.159
2024-07-05 13:16:16.890,sensor21413',1-704,25271.0,780.159
2024-07-05 13:16:16.891,sensor46452',1-704,8802.0,780.16
2024-07-05 13:16:16.891,sensor46403',1-704,2188.0,780.16
2024-07-05 13:16:16.891,sensor21415',1-704,8904.0,780.16
2024-07-05 13:16:16.892,sensor46410',1-704,3739.0,780.161
2024-07-05 13:16:16.892,sensor46451',1-704,9296.0,780.161
2024-07-05 13:16:16.893,sensor46412',1-704,17627.0,780.162
2024-07-05 13:16:16.893,sensor21417',1-704,14858.0,780.162
2024-07-05 13:16:16.894,sensor46416',1-704,5651.0,780.163
2024-07-05 13:16:16.894,sensor46414',1-704,2224.0,780.163
2024-07-05 13:16:16.980,sensor46405',1-704,9309.0,780.249
2024-07-05 13:16:16.980,sensor46d04',1-704,8813.0,780.249
2024-07-05 13:16:16.981,sensor46490',1-704,17630.0,780.25
2024-07-05 13:16:18.977,sensor21414',1-704,7775.0,782.246
2024-07-05 13:16:18.978,sensor46411',1-704,10333.0,782.247
2024-07-05 13:16:18.978,sensor46402',1-704,3227.0,782.247
2024-07-05 13:16:18.979,sensor46415',1-704,3730.0,782.248
2024-07-05 13:16:18.979,sensor21416',1-704,11537.0,782.248
2024-07-05 13:16:18.980,sensor21d13',1-704,25275.0,782.249
2024-07-05 13:16:18.980,sensor46413',1-704,5915.0,782.249
2024-07-05 13:16:18.980,sensor46409',1-704,2732.0,782.249
2024-07-05 13:16:18.981,sensor46419',1-704,6874.0,782.25
2024-07-05 13:16:18.981,sensor46401',1-704,5584.0,782.25
2024-07-05 13:16:18.982,sensor21418',1-704,17258.0,782.251
2024-07-05 13:16:18.982,sensor46d16',1-704,5656.0,782.251
2024-07-05 13:16:18.982,sensor21419',1-704,14719.0,782.251
2024-07-05 13:16:18.983,sensor46407',1-704,9305.0,782.252
2024-07-05 13:16:18.983,sensor46408',1-704,4583.0,782.252
2024-07-05 13:16:18.983,sensor46d02',1-704,2728.0,782.252
2024-07-05 13:16:18.984,sensor46404',1-704,8812.0,782.253
2024-07-05 13:16:18.984,sensor21413',1-704,25271.0,782.253
2024-07-05 13:16:18.984,sensor46452',1-704,8802.0,782.253
2024-07-05 13:16:18.985,sensor46403',1-704,2188.0,782.254
2024-07-05 13:16:18.986,sensor21415',1-704,8904.0,782.255
2024-07-05 13:16:18.986,sensor46410',1-704,3739.0,782.255
2024-07-05 13:16:18.986,sensor46451',1-704,8793.0,782.255
2024-07-05 13:16:18.987,sensor46412',1-704,17627.0,782.256
2024-07-05 13:16:18.987,sensor21417',1-704,14858.0,782.256
2024-07-05 13:16:18.987,sensor46416',1-704,5651.0,782.256
2024-07-05 13:16:18.988,sensor46414',1-704,2224.0,782.257
2024-07-05 13:16:19.074,sensor46405',1-704,9309.0,782.343
2024-07-05 13:16:19.074,sensor46d04',1-704,8813.0,782.343
2024-07-05 13:16:19.075,sensor46490',1-704,17630.0,782.344
2024-07-05 13:16:21.062,sensor21414',1-704,7775.0,784.331
2024-07-05 13:16:21.062,sensor46411',1-704,10333.0,784.331
2024-07-05 13:16:21.063,sensor46402',1-704,3227.0,784.332
2024-07-05 13:16:21.063,sensor46415',1-704,3730.0,784.332
2024-07-05 13:16:21.064,sensor21416',1-704,11537.0,784.333
2024-07-05 13:16:21.064,sensor21d13',1-704,25275.0,784.333
2024-07-05 13:16:21.064,sensor46413',1-704,5915.0,784.333
2024-07-05 13:16:21.065,sensor46409',1-704,2732.0,784.334
2024-07-05 13:16:21.065,sensor46419',1-704,6874.0,784.334
2024-07-05 13:16:21.065,sensor46401',1-704,5584.0,784.334
2024-07-05 13:16:21.066,sensor21418',1-704,17258.0,784.335
2024-07-05 13:16:21.066,sensor46d16',1-704,5656.0,784.335
2024-07-05 13:16:21.066,sensor21419',1-704,14719.0,784.335
2024-07-05 13:16:21.067,sensor46407',1-704,9305.0,784.336
2024-07-05 13:16:21.067,sensor46408',1-704,4583.0,784.336
2024-07-05 13:16:21.068,sensor46d02',1-704,3234.0,784.337
2024-07-05 13:16:21.068,sensor46404',1-704,8812.0,784.337
2024-07-05 13:16:21.068,sensor21413',1-704,25271.0,784.337
2024-07-05 13:16:21.069,sensor46452',1-704,8802.0,784.338
2024-07-05 13:16:21.069,sensor46403',1-704,2188.0,784.338
2024-07-05 13:16:21.069,sensor21415',1-704,8904.0,784.338
2024-07-05 13:16:21.070,sensor46410',1-704,3739.0,784.339
2024-07-05 13:16:21.070,sensor46451',1-704,8793.0,784.339
2024-07-05 13:16:21.071,sensor46412',1-704,17627.0,784.34
2024-07-05 13:16:21.071,sensor21417',1-704,14858.0,784.34
2024-07-05 13:16:21.071,sensor46416',1-704,5651.0,784.34
2024-07-05 13:16:21.072,sensor46414',1-704,2224.0,784.341
2024-07-05 13:16:21.158,sensor46405',1-704,9309.0,784.427
2024-07-05 13:16:21.158,sensor46d04',1-704,8813.0,784.427
2024-07-05 13:16:21.158,sensor46490',1-704,17630.0,784.427
2024-07-05 13:16:23.189,sensor21414',1-704,7775.0,786.458
2024-07-05 13:16:23.190,sensor46411',1-704,10333.0,786.459
2024-07-05 13:16:23.191,sensor46402',1-704,3227.0,786.46
2024-07-05 13:16:23.191,sensor46415',1-704,3730.0,786.46
2024-07-05 13:16:23.191,sensor21416',1-704,11537.0,786.46
2024-07-05 13:16:23.192,sensor21d13',1-704,25275.0,786.461
2024-07-05 13:16:23.192,sensor46413',1-704,5915.0,786.461
2024-07-05 13:16:23.193,sensor46409',1-704,2732.0,786.462
2024-07-05 13:16:23.193,sensor46419',1-704,6874.0,786.462
2024-07-05 13:16:23.194,sensor46401',1-704,5584.0,786.463
2024-07-05 13:16:23.194,sensor21418',1-704,17258.0,786.463
2024-07-05 13:16:23.194,sensor46d16',1-704,5656.0,786.463
2024-07-05 13:16:23.195,sensor21419',1-704,14719.0,786.464
2024-07-05 13:16:23.195,sensor46407',1-704,9305.0,786.464
2024-07-05 13:16:23.195,sensor46408',1-704,4583.0,786.464
2024-07-05 13:16:23.196,sensor46d02',1-704,3234.0,786.465
2024-07-05 13:16:23.196,sensor46404',1-704,8812.0,786.465
2024-07-05 13:16:23.196,sensor21413',1-704,25271.0,786.465
2024-07-05 13:16:23.197,sensor46452',1-704,8802.0,786.466
2024-07-05 13:16:23.197,sensor46403',1-704,2188.0,786.466
2024-07-05 13:16:23.198,sensor21415',1-704,8904.0,786.467
2024-07-05 13:16:23.198,sensor46410',1-704,3739.0,786.467
2024-07-05 13:16:23.199,sensor46451',1-704,8793.0,786.468
2024-07-05 13:16:23.199,sensor46412',1-704,17627.0,786.468
2024-07-05 13:16:23.199,sensor21417',1-704,14858.0,786.468
2024-07-05 13:16:23.200,sensor46416',1-704,5651.0,786.469
2024-07-05 13:16:23.200,sensor46414',1-704,2224.0,786.469
2024-07-05 13:16:23.287,sensor46405',1-704,9309.0,786.556
2024-07-05 13:16:23.287,sensor46d04',1-704,8813.0,786.556
2024-07-05 13:16:23.288,sensor46490',1-704,17630.0,786.557
2024-07-05 13:16:25.302,sensor21414',1-704,7775.0,788.571
2024-07-05 13:16:25.303,sensor46411',1-704,10333.0,788.572
2024-07-05 13:16:25.303,sensor46402',1-704,3227.0,788.572
2024-07-05 13:16:25.304,sensor46415',1-704,3730.0,788.573
2024-07-05 13:16:25.304,sensor21416',1-704,11537.0,788.573
2024-07-05 13:16:25.304,sensor21d13',1-704,25275.0,788.573
2024-07-05 13:16:25.305,sensor46413',1-704,5915.0,788.574
2024-07-05 13:16:25.305,sensor46409',1-704,2732.0,788.574
2024-07-05 13:16:25.306,sensor46419',1-704,6874.0,788.575
2024-07-05 13:16:25.306,sensor46401',1-704,5584.0,788.575
2024-07-05 13:16:25.306,sensor21418',1-704,18793.0,788.575
2024-07-05 13:16:25.307,sensor46d16',1-704,5656.0,788.576
2024-07-05 13:16:25.307,sensor21419',1-704,14719.0,788.576
2024-07-05 13:16:25.308,sensor46407',1-704,9305.0,788.577
2024-07-05 13:16:25.308,sensor46408',1-704,4583.0,788.577
2024-07-05 13:16:25.308,sensor46d02',1-704,3234.0,788.577
2024-07-05 13:16:25.309,sensor46404',1-704,8812.0,788.578
2024-07-05 13:16:25.309,sensor21413',1-704,25271.0,788.578
2024-07-05 13:16:25.310,sensor46452',1-704,8802.0,788.579
2024-07-05 13:16:25.310,sensor46403',1-704,2188.0,788.579
2024-07-05 13:16:25.311,sensor21415',1-704,8904.0,788.58
2024-07-05 13:16:25.311,sensor46410',1-704,3739.0,788.58
2024-07-05 13:16:25.311,sensor46451',1-704,8793.0,788.58
2024-07-05 13:16:25.312,sensor46412',1-704,17627.0,788.581
2024-07-05 13:16:25.312,sensor21417',1-704,14858.0,788.581
2024-07-05 13:16:25.312,sensor46416',1-704,5651.0,788.581
2024-07-05 13:16:25.313,sensor46414',1-704,2224.0,788.582
2024-07-05 13:16:25.405,sensor46405',1-704,9309.0,788.674
2024-07-05 13:16:25.406,sensor46d04',1-704,8813.0,788.675
2024-07-05 13:16:25.406,sensor46490',1-704,17630.0,788.675
2024-07-05 13:16:27.440,sensor21414',1-704,7775.0,790.709
2024-07-05 13:16:27.441,sensor46411',1-704,10333.0,790.71
2024-07-05 13:16:27.442,sensor46402',1-704,3227.0,790.711
2024-07-05 13:16:27.442,sensor46415',1-704,3730.0,790.711
2024-07-05 13:16:27.442,sensor21416',1-704,11537.0,790.711
2024-07-05 13:16:27.443,sensor21d13',1-704,25275.0,790.712
2024-07-05 13:16:27.443,sensor46413',1-704,6620.0,790.712
2024-07-05 13:16:27.443,sensor46409',1-704,2732.0,790.712
2024-07-05 13:16:27.444,sensor46419',1-704,6874.0,790.713
2024-07-05 13:16:27.444,sensor46401',1-704,5584.0,790.713
2024-07-05 13:16:27.445,sensor21418',1-704,18793.0,790.714
2024-07-05 13:16:27.445,sensor46d16',1-704,4970.0,790.714
2024-07-05 13:16:27.446,sensor21419',1-704,14719.0,790.715
2024-07-05 13:16:27.446,sensor46407',1-704,9305.0,790.715
2024-07-05 13:16:27.446,sensor46408',1-704,4583.0,790.715
2024-07-05 13:16:27.447,sensor46d02',1-704,3234.0,790.716
2024-07-05 13:16:27.447,sensor46404',1-704,8812.0,790.716
2024-07-05 13:16:27.447,sensor21413',1-704,25271.0,790.716
2024-07-05 13:16:27.448,sensor46452',1-704,8802.0,790.717
2024-07-05 13:16:27.448,sensor46403',1-704,2188.0,790.717
2024-07-05 13:16:27.449,sensor21415',1-704,9418.0,790.718
2024-07-05 13:16:27.449,sensor46410',1-704,3739.0,790.718
2024-07-05 13:16:27.450,sensor46451',1-704,8793.0,790.719
2024-07-05 13:16:27.450,sensor46412',1-704,17627.0,790.719
2024-07-05 13:16:27.450,sensor21417',1-704,14858.0,790.719
2024-07-05 13:16:27.451,sensor46416',1-704,4964.0,790.72
2024-07-05 13:16:27.451,sensor46414',1-704,2224.0,790.72
2024-07-05 13:16:27.537,sensor46405',1-704,9309.0,790.806
2024-07-05 13:16:27.538,sensor46d04',1-704,8813.0,790.807
2024-07-05 13:16:27.538,sensor46490',1-704,17630.0,790.807
2024-07-05 13:16:29.547,sensor21414',1-704,7775.0,792.816
2024-07-05 13:16:29.547,sensor46411',1-704,10333.0,792.816
2024-07-05 13:16:29.548,sensor46402',1-704,3227.0,792.817
2024-07-05 13:16:29.548,sensor46415',1-704,3730.0,792.817
2024-07-05 13:16:29.549,sensor21416',1-704,11537.0,792.818
2024-07-05 13:16:29.549,sensor21d13',1-704,25275.0,792.818
2024-07-05 13:16:29.550,sensor46413',1-704,6620.0,792.819
2024-07-05 13:16:29.550,sensor46409',1-704,2732.0,792.819
2024-07-05 13:16:29.550,sensor46419',1-704,6874.0,792.819
2024-07-05 13:16:29.551,sensor46401',1-704,5584.0,792.82
2024-07-05 13:16:29.551,sensor21418',1-704,18793.0,792.82
2024-07-05 13:16:29.551,sensor46d16',1-704,4970.0,792.82
2024-07-05 13:16:29.552,sensor21419',1-704,14719.0,792.821
2024-07-05 13:16:29.552,sensor46407',1-704,9305.0,792.821
2024-07-05 13:16:29.552,sensor46408',1-704,4583.0,792.821
2024-07-05 13:16:29.553,sensor46d02',1-704,3234.0,792.822
2024-07-05 13:16:29.554,sensor46404',1-704,7424.0,792.823
2024-07-05 13:16:29.554,sensor21413',1-704,25271.0,792.823
2024-07-05 13:16:29.554,sensor46452',1-704,8802.0,792.823
