time_x,client_no,response_time,is_success,host,time_s,time_y,sat,distance
2024-07-05 13:11:04.203371,46408,0.020498,True,705,467.472371,2024-07-05 13:11:02.748,1-705,3236.0
2024-07-05 13:11:04.298195,21419,0.047274,True,705,467.567195,2024-07-05 13:11:02.748,1-705,13417.0
2024-07-05 13:11:04.315058,46405,0.031915,True,705,467.584058,2024-07-05 13:11:02.842,1-705,9833.0
2024-07-05 13:11:04.325591,46d02,0.023185,True,705,467.594591,2024-07-05 13:11:02.749,1-705,2206.0
2024-07-05 13:11:04.375017,46407,0.048259,True,705,467.644017,2024-07-05 13:11:02.748,1-705,9810.0
2024-07-05 13:11:04.375578,46404,0.031947,True,705,467.644578,2024-07-05 13:11:02.749,1-705,9316.0
2024-07-05 13:11:04.474929,46452,0.03235,True,705,467.743929,2024-07-05 13:11:02.750,1-705,9815.0
2024-07-05 13:11:04.482020,46d04,0.038097,True,705,467.75102,2024-07-05 13:11:02.843,1-705,9318.0
2024-07-05 13:11:04.499163,21413,0.067472,True,705,467.768163,2024-07-05 13:11:02.750,1-705,24692.0
2024-07-05 13:11:04.542095,21414,0.033878,True,705,467.811095,2024-07-05 13:11:02.742,1-705,6557.0
2024-07-05 13:11:04.567851,46403,0.01618,True,705,467.836851,2024-07-05 13:11:02.750,1-705,2189.0
2024-07-05 13:11:04.593137,21415,0.039103,True,705,467.862137,2024-07-05 13:11:02.751,1-705,7698.0
2024-07-05 13:11:04.613267,46410,0.020399,True,705,467.882267,2024-07-05 13:11:02.751,1-705,4446.0
2024-07-05 13:11:04.652099,46490,0.046564,True,705,467.921099,2024-07-05 13:11:02.843,1-705,18140.0
2024-07-05 13:11:04.672704,46411,0.046007,True,705,467.941704,2024-07-05 13:11:02.743,1-705,17583.0
2024-07-05 13:11:04.681482,46402,0.014344,True,705,467.950482,2024-07-05 13:11:02.743,1-705,2204.0
2024-07-05 13:11:04.711686,46415,0.020403,True,705,467.980686,2024-07-05 13:11:02.744,1-705,4951.0
2024-07-05 13:11:04.730615,46451,0.03277,True,705,467.999615,2024-07-05 13:11:02.752,1-705,9824.0
2024-07-05 13:11:04.788388,21416,0.035508,True,705,468.057388,2024-07-05 13:11:02.744,1-705,9921.0
2024-07-05 13:11:04.794193,46412,0.048863,True,705,468.063193,2024-07-05 13:11:02.752,1-705,18135.0
2024-07-05 13:11:04.842112,46413,0.02325,True,705,468.111112,2024-07-05 13:11:02.745,1-705,5424.0
2024-07-05 13:11:04.858659,21417,0.047716,True,705,468.127659,2024-07-05 13:11:02.752,1-705,13630.0
2024-07-05 13:11:04.863091,46409,0.016363,True,705,468.132091,2024-07-05 13:11:02.746,1-705,3228.0
2024-07-05 13:11:04.891579,46419,0.027169,True,705,468.160579,2024-07-05 13:11:04.883,1-705,8789.0
2024-07-05 13:11:04.927942,21d13,0.06619,True,705,468.196942,2024-07-05 13:11:04.882,1-705,24695.0
2024-07-05 13:11:05.989549,46d16,0.022298,True,705,469.258549,2024-07-05 13:11:04.885,1-705,6863.0
2024-07-05 13:11:05.996801,46401,0.039542,True,705,469.265801,2024-07-05 13:11:04.884,1-705,4407.0
2024-07-05 13:11:06.037631,46416,0.024831,True,705,469.306631,2024-07-05 13:11:04.891,1-705,6858.0
2024-07-05 13:11:06.101977,46414,0.036516,True,705,469.370977,2024-07-05 13:11:04.891,1-705,2219.0
2024-07-05 13:11:06.112161,21418,0.044753,True,705,469.381161,2024-07-05 13:11:04.884,1-705,16135.0
2024-07-05 13:11:06.210487,46408,0.026154,True,705,469.479487,2024-07-05 13:11:04.886,1-705,3745.0
2024-07-05 13:11:06.297845,21419,0.045686,True,705,469.566845,2024-07-05 13:11:04.885,1-705,13417.0
2024-07-05 13:11:06.327672,46d02,0.023653,True,705,469.596672,2024-07-05 13:11:04.887,1-705,2206.0
2024-07-05 13:11:06.333059,46405,0.048788,True,705,469.602059,2024-07-05 13:11:04.980,1-705,9833.0
2024-07-05 13:11:06.358484,46407,0.030376,True,705,469.627484,2024-07-05 13:11:04.886,1-705,9810.0
2024-07-05 13:11:06.374280,46404,0.030321,True,705,469.64328,2024-07-05 13:11:04.887,1-705,9316.0
2024-07-05 13:11:06.475184,46452,0.031921,True,705,469.744184,2024-07-05 13:11:04.888,1-705,9815.0
2024-07-05 13:11:06.501192,46d04,0.055976,True,705,469.770192,2024-07-05 13:11:04.980,1-705,9318.0
2024-07-05 13:11:06.513479,21413,0.080275,True,705,469.782479,2024-07-05 13:11:04.887,1-705,24692.0
2024-07-05 13:11:06.541341,21414,0.031197,True,705,469.810341,2024-07-05 13:11:04.879,1-705,6557.0
2024-07-05 13:11:06.568704,46403,0.015722,True,705,469.837704,2024-07-05 13:11:04.888,1-705,2189.0
2024-07-05 13:11:06.593006,21415,0.038635,True,705,469.862006,2024-07-05 13:11:04.888,1-705,8203.0
2024-07-05 13:11:06.612933,46410,0.019393,True,705,469.881933,2024-07-05 13:11:04.889,1-705,4446.0
2024-07-05 13:11:06.654961,46490,0.048027,True,705,469.923961,2024-07-05 13:11:04.980,1-705,18140.0
2024-07-05 13:11:06.676065,46411,0.047332,True,705,469.945065,2024-07-05 13:11:04.880,1-705,17583.0
2024-07-05 13:11:06.683839,46402,0.015668,True,705,469.952839,2024-07-05 13:11:04.880,1-705,2204.0
2024-07-05 13:11:06.727218,46415,0.034466,True,705,469.996218,2024-07-05 13:11:04.881,1-705,4951.0
2024-07-05 13:11:06.736907,46451,0.037281,True,705,470.005907,2024-07-05 13:11:04.890,1-705,9824.0
2024-07-05 13:11:06.796509,21416,0.042098,True,705,470.065509,2024-07-05 13:11:04.882,1-705,10645.0
2024-07-05 13:11:06.810151,46412,0.063462,True,705,470.079151,2024-07-05 13:11:04.890,1-705,18135.0
2024-07-05 13:11:06.860933,21417,0.048146,True,705,470.129933,2024-07-05 13:11:04.890,1-705,13630.0
2024-07-05 13:11:06.861975,46413,0.042264,True,705,470.130975,2024-07-05 13:11:04.882,1-705,5424.0
2024-07-05 13:11:06.864142,46409,0.016147,True,705,470.133142,2024-07-05 13:11:04.883,1-705,3228.0
2024-07-05 13:11:06.894287,46419,0.028605,True,705,470.163287,2024-07-05 13:11:04.883,1-705,8789.0
2024-07-05 13:11:06.930948,21d13,0.067634,True,705,470.199948,2024-07-05 13:11:04.882,1-705,24695.0
2024-07-05 13:11:07.991281,46d16,0.022484,True,705,471.260281,2024-07-05 13:11:07.002,1-705,6172.0
2024-07-05 13:11:07.996744,46401,0.038675,True,705,471.265744,2024-07-05 13:11:07.001,1-705,4407.0
2024-07-05 13:11:08.045370,46416,0.030728,True,705,471.31437,2024-07-05 13:11:07.007,1-705,6167.0
2024-07-05 13:11:08.104233,46414,0.037253,True,705,471.373233,2024-07-05 13:11:07.007,1-705,2219.0
2024-07-05 13:11:08.111172,21418,0.042021,True,705,471.380172,2024-07-05 13:11:07.001,1-705,16135.0
2024-07-05 13:11:08.212107,46408,0.026587,True,705,471.481107,2024-07-05 13:11:07.003,1-705,4083.0
2024-07-05 13:11:08.299152,21419,0.045847,True,705,471.568152,2024-07-05 13:11:07.002,1-705,13417.0
2024-07-05 13:11:08.321753,46d02,0.016044,True,705,471.590753,2024-07-05 13:11:07.003,1-705,2206.0
2024-07-05 13:11:08.335511,46405,0.04932,True,705,471.604511,2024-07-05 13:11:07.093,1-705,9833.0
2024-07-05 13:11:08.359165,46407,0.030349,True,705,471.628165,2024-07-05 13:11:07.002,1-705,9810.0
2024-07-05 13:11:08.373599,46404,0.028116,True,705,471.642599,2024-07-05 13:11:07.004,1-705,9316.0
2024-07-05 13:11:08.501543,21413,0.06711,True,705,471.770543,2024-07-05 13:11:07.004,1-705,24692.0
2024-07-05 13:11:08.505534,46d04,0.059936,True,705,471.774534,2024-07-05 13:11:07.094,1-705,8814.0
2024-07-05 13:11:08.508221,46452,0.063004,True,705,471.777221,2024-07-05 13:11:07.004,1-705,9815.0
2024-07-05 13:11:08.543972,21414,0.032595,True,705,471.812972,2024-07-05 13:11:06.997,1-705,6557.0
2024-07-05 13:11:08.570863,46403,0.016119,True,705,471.839863,2024-07-05 13:11:07.005,1-705,2189.0
2024-07-05 13:11:08.594322,21415,0.038568,True,705,471.863322,2024-07-05 13:11:07.005,1-705,8203.0
2024-07-05 13:11:08.615119,46410,0.020453,True,705,471.884119,2024-07-05 13:11:07.006,1-705,4446.0
2024-07-05 13:11:08.653703,46490,0.046435,True,705,471.922703,2024-07-05 13:11:07.094,1-705,18140.0
2024-07-05 13:11:08.674463,46411,0.045335,True,705,471.943463,2024-07-05 13:11:06.998,1-705,17583.0
2024-07-05 13:11:08.685017,46402,0.015074,True,705,471.954017,2024-07-05 13:11:06.999,1-705,2204.0
2024-07-05 13:11:08.721724,46415,0.027458,True,705,471.990724,2024-07-05 13:11:06.999,1-705,4951.0
2024-07-05 13:11:08.741741,46451,0.04075,True,705,472.010741,2024-07-05 13:11:07.006,1-705,9824.0
2024-07-05 13:11:08.789532,21416,0.033945,True,705,472.058532,2024-07-05 13:11:06.999,1-705,10645.0
2024-07-05 13:11:08.817167,46412,0.069081,True,705,472.086167,2024-07-05 13:11:07.006,1-705,18135.0
2024-07-05 13:11:08.862272,21417,0.048292,True,705,472.131272,2024-07-05 13:11:07.007,1-705,13630.0
2024-07-05 13:11:08.877696,46409,0.028009,True,705,472.146696,2024-07-05 13:11:07.000,1-705,3228.0
2024-07-05 13:11:08.878143,46413,0.057858,True,705,472.147143,2024-07-05 13:11:07.000,1-705,5424.0
2024-07-05 13:11:08.895310,46419,0.028475,True,705,472.16431,2024-07-05 13:11:07.001,1-705,8789.0
2024-07-05 13:11:08.924299,21d13,0.059283,True,705,472.193299,2024-07-05 13:11:07.000,1-705,24695.0
2024-07-05 13:11:09.988889,46401,0.029097,True,705,473.257889,2024-07-05 13:11:09.081,1-705,4911.0
2024-07-05 13:11:09.995264,46d16,0.025679,True,705,473.264264,2024-07-05 13:11:09.082,1-705,6172.0
2024-07-05 13:11:10.039656,46416,0.023499,True,705,473.308656,2024-07-05 13:11:09.087,1-705,6167.0
2024-07-05 13:11:10.083290,46414,0.015002,True,705,473.35229,2024-07-05 13:11:09.087,1-705,2219.0
2024-07-05 13:11:10.113040,21418,0.042828,True,705,473.38204,2024-07-05 13:11:09.081,1-705,16135.0
2024-07-05 13:11:10.214681,46408,0.027155,True,705,473.483681,2024-07-05 13:11:09.083,1-705,4083.0
2024-07-05 13:11:10.292567,21419,0.039118,True,705,473.561567,2024-07-05 13:11:09.082,1-705,13417.0
2024-07-05 13:11:10.323082,46d02,0.015282,True,705,473.592082,2024-07-05 13:11:09.083,1-705,2206.0
2024-07-05 13:11:10.341342,46405,0.053747,True,705,473.610342,2024-07-05 13:11:09.174,1-705,9833.0
2024-07-05 13:11:10.360885,46407,0.030808,True,705,473.629885,2024-07-05 13:11:09.082,1-705,9810.0
2024-07-05 13:11:10.373507,46404,0.026741,True,705,473.642507,2024-07-05 13:11:09.084,1-705,8812.0
2024-07-05 13:11:10.479259,46452,0.033719,True,705,473.748259,2024-07-05 13:11:09.084,1-705,9815.0
2024-07-05 13:11:10.486274,46d04,0.038671,True,705,473.755274,2024-07-05 13:11:09.174,1-705,8814.0
2024-07-05 13:11:10.526322,21413,0.090767,True,705,473.795322,2024-07-05 13:11:09.084,1-705,24692.0
2024-07-05 13:11:10.537009,21414,0.023873,True,705,473.806009,2024-07-05 13:11:09.077,1-705,6557.0
2024-07-05 13:11:10.581799,46403,0.025897,True,705,473.850799,2024-07-05 13:11:09.085,1-705,2189.0
2024-07-05 13:11:10.595666,21415,0.038434,True,705,473.864666,2024-07-05 13:11:09.085,1-705,8203.0
2024-07-05 13:11:10.615080,46410,0.018772,True,705,473.88408,2024-07-05 13:11:09.086,1-705,4446.0
2024-07-05 13:11:10.655465,46490,0.047022,True,705,473.924465,2024-07-05 13:11:09.174,1-705,18140.0
2024-07-05 13:11:10.676546,46411,0.046065,True,705,473.945546,2024-07-05 13:11:09.078,1-705,17583.0
2024-07-05 13:11:10.686582,46402,0.014474,True,705,473.955582,2024-07-05 13:11:09.078,1-705,2204.0
2024-07-05 13:11:10.715719,46415,0.019941,True,705,473.984719,2024-07-05 13:11:09.078,1-705,4951.0
2024-07-05 13:11:10.732440,46451,0.030536,True,705,474.00144,2024-07-05 13:11:09.086,1-705,9824.0
2024-07-05 13:11:10.789636,21416,0.03291,True,705,474.058636,2024-07-05 13:11:09.079,1-705,10645.0
2024-07-05 13:11:10.811087,46412,0.060964,True,705,474.080087,2024-07-05 13:11:09.086,1-705,18135.0
2024-07-05 13:11:10.863464,46413,0.042072,True,705,474.132464,2024-07-05 13:11:09.079,1-705,5424.0
2024-07-05 13:11:10.863679,21417,0.048994,True,705,474.132679,2024-07-05 13:11:09.087,1-705,14792.0
2024-07-05 13:11:10.866809,46409,0.015579,True,705,474.135809,2024-07-05 13:11:09.080,1-705,3228.0
2024-07-05 13:11:10.895812,46419,0.027295,True,705,474.164812,2024-07-05 13:11:09.080,1-705,8789.0
2024-07-05 13:11:10.925807,21d13,0.059349,True,705,474.194807,2024-07-05 13:11:09.079,1-705,24695.0
2024-07-05 13:11:12.962043,46401,0.0,False,705,476.231043,2024-07-05 13:11:11.244,1-705,4911.0
2024-07-05 13:11:12.972705,46d16,0.0,False,705,476.241705,2024-07-05 13:11:11.244,1-705,6172.0
2024-07-05 13:11:13.022938,46416,0.0,False,705,476.291938,2024-07-05 13:11:11.249,1-705,6167.0
2024-07-05 13:11:13.071721,46414,0.0,False,705,476.340721,2024-07-05 13:11:11.250,1-705,2219.0
2024-07-05 13:11:13.072495,21418,0.0,False,705,476.341495,2024-07-05 13:11:11.244,1-705,16135.0
2024-07-05 13:11:13.190223,46408,0.0,False,705,476.459223,2024-07-05 13:11:11.245,1-705,4083.0
2024-07-05 13:11:13.257572,21419,0.0,False,705,476.526572,2024-07-05 13:11:11.245,1-705,13417.0
2024-07-05 13:11:13.290740,46405,0.0,False,705,476.55974,2024-07-05 13:11:11.337,1-705,9833.0
2024-07-05 13:11:13.310723,46d02,0.0,False,705,476.579723,2024-07-05 13:11:11.246,1-705,2206.0
2024-07-05 13:11:13.336605,46407,0.0,False,705,476.605605,2024-07-05 13:11:11.245,1-705,9810.0
2024-07-05 13:11:13.349996,46404,0.0,False,705,476.618996,2024-07-05 13:11:13.338,1-705,8812.0
2024-07-05 13:11:13.438616,21413,0.0,False,705,476.707616,2024-07-05 13:11:13.338,1-705,24692.0
2024-07-05 13:11:13.448863,46452,0.0,False,705,476.717863,2024-07-05 13:11:13.339,1-705,9308.0
2024-07-05 13:11:13.450294,46d04,0.0,False,705,476.719294,2024-07-05 13:11:13.430,1-705,8814.0
2024-07-05 13:11:13.515672,21414,0.0,False,705,476.784672,2024-07-05 13:11:13.331,1-705,7058.0
2024-07-05 13:11:13.558853,46403,0.0,False,705,476.827853,2024-07-05 13:11:13.339,1-705,2189.0
2024-07-05 13:11:13.559711,21415,0.0,False,705,476.828711,2024-07-05 13:11:13.339,1-705,8203.0
2024-07-05 13:11:13.599665,46410,0.0,False,705,476.868665,2024-07-05 13:11:13.340,1-705,4446.0
2024-07-05 13:11:13.614867,46490,0.0,False,705,476.883867,2024-07-05 13:11:13.430,1-705,18140.0
2024-07-05 13:11:13.632881,46411,0.0,False,705,476.901881,2024-07-05 13:11:13.332,1-705,17583.0
2024-07-05 13:11:13.674906,46402,0.0,False,705,476.943906,2024-07-05 13:11:13.332,1-705,2204.0
2024-07-05 13:11:13.702922,46415,0.0,False,705,476.971922,2024-07-05 13:11:13.333,1-705,4951.0
2024-07-05 13:11:13.704586,46451,0.0,False,705,476.973586,2024-07-05 13:11:13.340,1-705,9316.0
2024-07-05 13:11:13.753217,46412,0.0,False,705,477.022217,2024-07-05 13:11:13.341,1-705,18135.0
2024-07-05 13:11:13.758895,21416,0.0,False,705,477.027895,2024-07-05 13:11:13.333,1-705,10645.0
2024-07-05 13:11:13.816246,21417,0.0,False,705,477.085246,2024-07-05 13:11:13.341,1-705,14792.0
2024-07-05 13:11:13.824710,46413,0.0,False,705,477.09371,2024-07-05 13:11:13.334,1-705,5424.0
2024-07-05 13:11:13.854596,46409,0.0,False,705,477.123596,2024-07-05 13:11:13.334,1-705,3228.0
2024-07-05 13:11:13.869057,21d13,0.0,False,705,477.138057,2024-07-05 13:11:13.334,1-705,24695.0
2024-07-05 13:11:13.871405,46419,0.0,False,705,477.140405,2024-07-05 13:11:13.335,1-705,7382.0
2024-07-05 13:11:14.962710,46401,0.0,False,705,478.23171,2024-07-05 13:11:13.335,1-705,5597.0
2024-07-05 13:11:14.974408,46d16,0.0,False,705,478.243408,2024-07-05 13:11:13.336,1-705,6172.0
2024-07-05 13:11:15.023602,46416,0.0,False,705,478.292602,2024-07-05 13:11:13.342,1-705,6167.0
2024-07-05 13:11:15.073157,46414,0.0,False,705,478.342157,2024-07-05 13:11:13.342,1-705,2219.0
2024-07-05 13:11:15.077265,21418,0.0,False,705,478.346265,2024-07-05 13:11:13.336,1-705,16135.0
2024-07-05 13:11:15.191163,46408,0.0,False,705,478.460163,2024-07-05 13:11:13.337,1-705,4083.0
2024-07-05 13:11:15.258979,21419,0.0,False,705,478.527979,2024-07-05 13:11:13.336,1-705,13417.0
2024-07-05 13:11:15.291036,46405,0.0,False,705,478.560036,2024-07-05 13:11:13.429,1-705,9833.0
2024-07-05 13:11:15.310686,46d02,0.0,False,705,478.579686,2024-07-05 13:11:13.338,1-705,2206.0
2024-07-05 13:11:15.334332,46407,0.0,False,705,478.603332,2024-07-05 13:11:13.337,1-705,9810.0
2024-07-05 13:11:15.350958,46404,0.0,False,705,478.619958,2024-07-05 13:11:13.338,1-705,8812.0
2024-07-05 13:11:15.439679,21413,0.0,False,705,478.708679,2024-07-05 13:11:13.338,1-705,24692.0
2024-07-05 13:11:15.449691,46452,0.0,False,705,478.718691,2024-07-05 13:11:13.339,1-705,9308.0
2024-07-05 13:11:15.451238,46d04,0.0,False,705,478.720238,2024-07-05 13:11:13.430,1-705,8814.0
2024-07-05 13:11:15.516632,21414,0.0,False,705,478.785632,2024-07-05 13:11:15.457,1-705,7058.0
2024-07-05 13:11:15.559405,46403,0.0,False,705,478.828405,2024-07-05 13:11:15.465,1-705,2189.0
2024-07-05 13:11:15.564190,21415,0.0,False,705,478.83319,2024-07-05 13:11:15.466,1-705,8203.0
2024-07-05 13:11:15.599750,46410,0.0,False,705,478.86875,2024-07-05 13:11:15.466,1-705,4446.0
2024-07-05 13:11:15.611142,46490,0.0,False,705,478.880142,2024-07-05 13:11:15.555,1-705,18140.0
2024-07-05 13:11:15.634205,46411,0.0,False,705,478.903205,2024-07-05 13:11:15.458,1-705,17583.0
2024-07-05 13:11:15.675891,46402,0.0,False,705,478.944891,2024-07-05 13:11:15.458,1-705,2204.0
2024-07-05 13:11:15.699161,46415,0.0,False,705,478.968161,2024-07-05 13:11:15.459,1-705,4448.0
2024-07-05 13:11:15.705605,46451,0.0,False,705,478.974605,2024-07-05 13:11:15.466,1-705,9316.0
2024-07-05 13:11:15.754760,46412,0.0,False,705,479.02376,2024-07-05 13:11:15.467,1-705,18135.0
2024-07-05 13:11:15.759276,21416,0.0,False,705,479.028276,2024-07-05 13:11:15.459,1-705,10645.0
2024-07-05 13:11:15.817658,21417,0.0,False,705,479.086658,2024-07-05 13:11:15.467,1-705,14792.0
2024-07-05 13:11:15.825554,46413,0.0,False,705,479.094554,2024-07-05 13:11:15.460,1-705,5424.0
2024-07-05 13:11:15.860221,46409,0.0,False,705,479.129221,2024-07-05 13:11:15.460,1-705,2716.0
2024-07-05 13:11:15.870258,21d13,0.0,False,705,479.139258,2024-07-05 13:11:15.459,1-705,24695.0
2024-07-05 13:11:15.872688,46419,0.0,False,705,479.141688,2024-07-05 13:11:15.460,1-705,7382.0
2024-07-05 13:11:16.480349,46414,0.408474,True,705,479.749349,2024-07-05 13:11:15.468,1-705,2219.0
2024-07-05 13:11:16.492074,46d02,0.18181,True,705,479.761074,2024-07-05 13:11:15.463,1-705,2206.0
2024-07-05 13:11:16.504673,46408,0.313916,True,705,479.773673,2024-07-05 13:11:15.463,1-705,4083.0
2024-07-05 13:11:16.516455,46401,0.554151,True,705,479.785455,2024-07-05 13:11:15.461,1-705,5597.0
2024-07-05 13:11:16.531181,46416,0.512582,True,705,479.800181,2024-07-05 13:11:15.467,1-705,6167.0
2024-07-05 13:11:16.540377,46d16,0.567377,True,705,479.809377,2024-07-05 13:11:15.462,1-705,6172.0
2024-07-05 13:11:16.557532,46d04,0.107677,True,705,479.826532,2024-07-05 13:11:15.555,1-705,8814.0
2024-07-05 13:11:16.557890,46404,0.207268,True,705,479.82689,2024-07-05 13:11:15.464,1-705,8812.0
2024-07-05 13:11:16.582433,46405,0.292653,True,705,479.851433,2024-07-05 13:11:15.554,1-705,9833.0
2024-07-05 13:11:16.582918,46407,0.250018,True,705,479.851918,2024-07-05 13:11:15.463,1-705,9810.0
2024-07-05 13:11:16.583066,46452,0.133689,True,705,479.852066,2024-07-05 13:11:15.465,1-705,9308.0
2024-07-05 13:11:16.614417,21419,0.356829,True,705,479.883417,2024-07-05 13:11:15.462,1-705,13417.0
2024-07-05 13:11:16.616802,21418,0.544392,True,705,479.885802,2024-07-05 13:11:15.462,1-705,16135.0
2024-07-05 13:11:16.635699,46403,0.077068,True,705,479.904699,2024-07-05 13:11:15.465,1-705,2189.0
2024-07-05 13:11:16.647033,21413,0.208322,True,705,479.916033,2024-07-05 13:11:15.464,1-705,24692.0
2024-07-05 13:11:16.653560,21414,0.137735,True,705,479.92256,2024-07-05 13:11:15.457,1-705,7058.0
2024-07-05 13:11:16.655188,21415,0.094952,True,705,479.924188,2024-07-05 13:11:15.466,1-705,8203.0
2024-07-05 13:11:16.669730,46410,0.07039,True,705,479.93873,2024-07-05 13:11:15.466,1-705,4446.0
2024-07-05 13:11:16.699952,46490,0.089855,True,705,479.968952,2024-07-05 13:11:15.555,1-705,18140.0
2024-07-05 13:11:16.703185,46402,0.02827,True,705,479.972185,2024-07-05 13:11:15.458,1-705,2204.0
2024-07-05 13:11:16.730714,46411,0.09783,True,705,479.999714,2024-07-05 13:11:15.458,1-705,17583.0
2024-07-05 13:11:16.737449,46415,0.039047,True,705,480.006449,2024-07-05 13:11:15.459,1-705,4448.0
2024-07-05 13:11:16.753372,46451,0.048828,True,705,480.022372,2024-07-05 13:11:15.466,1-705,9316.0
2024-07-05 13:11:16.820860,21416,0.062961,True,705,480.08986,2024-07-05 13:11:15.459,1-705,10645.0
2024-07-05 13:11:16.838581,46412,0.084823,True,705,480.107581,2024-07-05 13:11:15.467,1-705,18135.0
2024-07-05 13:11:16.858622,46413,0.033391,True,705,480.127622,2024-07-05 13:11:15.460,1-705,5424.0
2024-07-05 13:11:16.887856,46409,0.033342,True,705,480.156856,2024-07-05 13:11:15.460,1-705,2716.0
2024-07-05 13:11:16.889050,21417,0.072722,True,705,480.15805,2024-07-05 13:11:15.467,1-705,14792.0
2024-07-05 13:11:16.920556,46419,0.049134,True,705,480.189556,2024-07-05 13:11:15.460,1-705,7382.0
2024-07-05 13:11:16.979786,21d13,0.110796,True,705,480.248786,2024-07-05 13:11:15.459,1-705,24695.0
2024-07-05 13:11:17.998173,46d16,0.024369,True,705,481.267173,2024-07-05 13:11:17.657,1-705,6172.0
2024-07-05 13:11:18.003088,46401,0.039838,True,705,481.272088,2024-07-05 13:11:17.656,1-705,5597.0
2024-07-05 13:11:18.051291,46416,0.03188,True,705,481.320291,2024-07-05 13:11:17.662,1-705,6167.0
2024-07-05 13:11:18.096908,46414,0.024533,True,705,481.365908,2024-07-05 13:11:17.663,1-705,2219.0
2024-07-05 13:11:18.115842,21418,0.043279,True,705,481.384842,2024-07-05 13:11:17.657,1-705,16135.0
2024-07-05 13:11:18.217540,46408,0.02581,True,705,481.48654,2024-07-05 13:11:17.658,1-705,4083.0
2024-07-05 13:11:18.304021,21419,0.045607,True,705,481.573021,2024-07-05 13:11:17.657,1-705,13417.0
2024-07-05 13:11:18.328035,46d02,0.016776,True,705,481.597035,2024-07-05 13:11:17.658,1-705,2206.0
2024-07-05 13:11:18.339616,46405,0.04911,True,705,481.608616,2024-07-05 13:11:17.748,1-705,9326.0
2024-07-05 13:11:18.372529,46407,0.03933,True,705,481.641529,2024-07-05 13:11:17.658,1-705,9810.0
2024-07-05 13:11:18.382684,46404,0.031377,True,705,481.651684,2024-07-05 13:11:17.659,1-705,8812.0
2024-07-05 13:11:18.492307,46452,0.041296,True,705,481.761307,2024-07-05 13:11:17.660,1-705,9308.0
2024-07-05 13:11:18.508245,21413,0.069119,True,705,481.777245,2024-07-05 13:11:17.659,1-705,24692.0
2024-07-05 13:11:18.511644,46d04,0.060749,True,705,481.780644,2024-07-05 13:11:17.749,1-705,8814.0
2024-07-05 13:11:18.550448,21414,0.033027,True,705,481.819448,2024-07-05 13:11:17.652,1-705,7058.0
2024-07-05 13:11:18.573995,46403,0.014947,True,705,481.842995,2024-07-05 13:11:17.660,1-705,2189.0
2024-07-05 13:11:18.598858,21415,0.038331,True,705,481.867858,2024-07-05 13:11:17.660,1-705,8203.0
2024-07-05 13:11:18.616980,46410,0.017,True,705,481.88598,2024-07-05 13:11:17.661,1-705,3747.0
2024-07-05 13:11:18.657506,46490,0.04624,True,705,481.926506,2024-07-05 13:11:17.749,1-705,18140.0
2024-07-05 13:11:18.682928,46411,0.048969,True,705,481.951928,2024-07-05 13:11:17.653,1-705,17583.0
2024-07-05 13:11:18.691174,46402,0.015062,True,705,481.960174,2024-07-05 13:11:17.654,1-705,2716.0
2024-07-05 13:11:18.717735,46415,0.018952,True,705,481.986735,2024-07-05 13:11:17.654,1-705,4448.0
2024-07-05 13:11:18.734036,46451,0.028351,True,705,482.003036,2024-07-05 13:11:17.661,1-705,9316.0
2024-07-05 13:11:18.791482,21416,0.03168,True,705,482.060482,2024-07-05 13:11:17.654,1-705,10645.0
2024-07-05 13:11:18.812639,46412,0.057784,True,705,482.081639,2024-07-05 13:11:17.662,1-705,18135.0
2024-07-05 13:11:18.867329,21417,0.049862,True,705,482.136329,2024-07-05 13:11:17.662,1-705,14792.0
2024-07-05 13:11:18.872256,46409,0.01638,True,705,482.141256,2024-07-05 13:11:17.656,1-705,2716.0
2024-07-05 13:11:18.879429,46413,0.053441,True,705,482.148429,2024-07-05 13:11:17.655,1-705,5424.0
2024-07-05 13:11:18.896318,46419,0.024368,True,705,482.165318,2024-07-05 13:11:17.656,1-705,7382.0
2024-07-05 13:11:18.930281,21d13,0.061019,True,705,482.199281,2024-07-05 13:11:17.655,1-705,24695.0
2024-07-05 13:11:19.986112,46401,0.02102,True,705,483.255112,2024-07-05 13:11:19.708,1-705,5597.0
2024-07-05 13:11:20.009460,46d16,0.034948,True,705,483.27846,2024-07-05 13:11:19.708,1-705,6172.0
2024-07-05 13:11:20.050005,46416,0.03032,True,705,483.319005,2024-07-05 13:11:19.714,1-705,6167.0
2024-07-05 13:11:20.090119,46414,0.016122,True,705,483.359119,2024-07-05 13:11:19.714,1-705,2219.0
2024-07-05 13:11:20.127051,21418,0.053196,True,705,483.396051,2024-07-05 13:11:19.708,1-705,16135.0
2024-07-05 13:11:20.214322,46408,0.020802,True,705,483.483322,2024-07-05 13:11:19.710,1-705,4083.0
2024-07-05 13:11:20.298342,21419,0.038124,True,705,483.567342,2024-07-05 13:11:19.709,1-705,13926.0
2024-07-05 13:11:20.328819,46d02,0.015772,True,705,483.597819,2024-07-05 13:11:19.710,1-705,2707.0
2024-07-05 13:11:20.339768,46405,0.047955,True,705,483.608768,2024-07-05 13:11:19.800,1-705,9326.0
2024-07-05 13:11:20.381391,46404,0.029317,True,705,483.650391,2024-07-05 13:11:19.710,1-705,8812.0
