timestamp,log_type,num_sats,deployed_sats
2024-07-08 12:14:05.577,deploy_start,1,1
2024-07-08 12:14:21.870,deploy_complete,1,1
2024-07-08 12:14:21.924,deploy_start,1,2
2024-07-08 12:14:36.867,deploy_complete,1,2
2024-07-08 12:14:36.868,undeploy_start,1,2
2024-07-08 12:14:38.214,undeploy_complete,1,1
2024-07-08 12:14:38.252,deploy_start,1,2
2024-07-08 12:14:54.425,deploy_complete,1,2
2024-07-08 12:14:54.426,undeploy_start,1,2
2024-07-08 12:15:02.611,undeploy_complete,1,1
2024-07-08 12:16:35.281,deploy_start,1,2
2024-07-08 12:16:50.679,deploy_complete,1,2
2024-07-08 12:16:50.694,undeploy_start,1,2
2024-07-08 12:16:51.784,undeploy_complete,1,1
2024-07-08 12:18:10.164,deploy_start,1,2
