timestamp,log_type,num_sats,deployed_sats
2024-07-08 12:00:52.752,deploy_start,1,1
2024-07-08 12:01:08.705,deploy_complete,1,1
2024-07-08 12:01:08.764,deploy_start,1,2
2024-07-08 12:01:23.447,deploy_complete,1,2
2024-07-08 12:01:23.448,undeploy_start,1,2
2024-07-08 12:01:24.595,undeploy_complete,1,1
2024-07-08 12:01:24.632,deploy_start,1,2
2024-07-08 12:01:42.413,deploy_complete,1,2
2024-07-08 12:01:42.415,undeploy_start,1,2
2024-07-08 12:01:47.357,undeploy_complete,1,1
2024-07-08 12:03:23.202,deploy_start,1,2
2024-07-08 12:03:46.475,deploy_complete,1,2
2024-07-08 12:03:46.476,undeploy_start,1,2
2024-07-08 12:03:50.818,undeploy_complete,1,1
2024-07-08 12:04:58.175,deploy_start,1,2
