timestamp,client,key,time,cache_hit,len,host,time_ms,sat,distance
2024-07-09 12:03:22.268665,malden,/wikipedia/commons/5/5d/Flag_of_Philadelphia2C_Pennsylvania.svg0_199,0.123949,False,2087,51.1.celestial:8000/cdn,123.949,1-51,2042.0
2024-07-09 12:03:22.281320,baker,/wikipedia/commons/d/db/Melanie_Thornton_at_Leipzig2C_Germany2C_November_2001.jpg0_199,0.037623,False,3604,138.1.celestial:8000/cdn,37.623,1-138,2477.0
2024-07-09 12:03:22.284139,salmon,/wikipedia/commons/4/49/ArrowLeftNavbox.svg0_199,0.103269,False,374,73.1.celestial:8000/cdn,103.269,1-73,2372.0
2024-07-09 12:03:22.290429,may,/wikipedia/commons/c/cf/Ted_Bundy_Volkswagen.jpg200_399,0.104603,False,30788,160.1.celestial:8000/cdn,104.60300000000001,1-160,2378.0
2024-07-09 12:03:22.302356,wisdom,/wikipedia/commons/e/ea/Nakayama-Festa201006271.jpg0_199,0.052678,False,3757,73.1.celestial:8000/cdn,52.678000000000004,1-73,2283.0
2024-07-09 12:03:22.336644,wisdom,/wikipedia/commons/f/fc/Lake_Bhangazi_..._46574333184.jpg400_599,0.075506,False,35384,73.1.celestial:8000/cdn,75.506,1-73,2283.0
2024-07-09 12:03:22.336933,baker,/wikipedia/commons/3/3e/A_magyarok_vandorlasa.jpg800_999,0.074711,False,109536,138.1.celestial:8000/cdn,74.711,1-138,2477.0
2024-07-09 12:03:22.338508,seneca,/wikipedia/commons/0/09/KL_Stutthof_01.jpgoriginal,0.175694,False,151747,138.1.celestial:8000/cdn,175.694,1-138,2266.0
2024-07-09 12:03:22.338601,odessa,/wikipedia/commons/f/f7/Nuvola_apps_important.svg0_199,0.036982,False,1706,51.1.celestial:8000/cdn,36.982,1-51,1957.0
2024-07-09 12:03:22.339173,may,/wikipedia/commons/8/87/JNR_EC_457_Exp_Yunokuni_at_Osaka_Sta.jpg400_599,0.148857,False,67875,160.1.celestial:8000/cdn,148.857,1-160,2378.0
2024-07-09 12:03:22.343271,odessa,/wikipedia/commons/3/3c/Yin_and_Yang_symbol.svg0_199,0.041008,False,2546,51.1.celestial:8000/cdn,41.008,1-51,1957.0
2024-07-09 12:03:22.367456,salmon,/wikipedia/commons/6/65/Scotthall2010.jpgoriginal,0.169154,False,64519,73.1.celestial:8000/cdn,169.154,1-73,2372.0
2024-07-09 12:03:22.379176,kalispell,/wikipedia/commons/5/50/Rio_Vergara_-_Fuerte_Nacimiento.jpg400_599,0.058957,False,22923,73.1.celestial:8000/cdn,58.957,1-73,1848.0
2024-07-09 12:03:22.392993,kalispell,/wikipedia/commons/c/c4/Thiamine-cation-from-xtal-3D-bs-17.png400_599,0.068669,False,47326,73.1.celestial:8000/cdn,68.669,1-73,1848.0
2024-07-09 12:03:22.441885,shaniko,/wikipedia/commons/f/fe/Hortaya_Borzaya.jpg0_199,0.033961,False,524,51.1.celestial:8000/cdn,33.961,1-51,2413.0
2024-07-09 12:03:22.457682,shaniko,/wikipedia/commons/f/f1/Suchana_C.jpg200_399,0.044207,False,18224,51.1.celestial:8000/cdn,44.207,1-51,2413.0
2024-07-09 12:03:22.477769,yachats,/wikipedia/commons/5/58/Cube_truncation_0.50.png200_399,0.056643,False,16930,116.1.celestial:8000/cdn,56.643,1-116,2300.0
2024-07-09 12:03:22.482274,ritzville,/wikipedia/commons/e/e9/Ayyubid_Flag.png0_199,0.031079,False,176,51.1.celestial:8000/cdn,31.079,1-51,1999.0
2024-07-09 12:03:22.495988,ritzville,/wikipedia/commons/0/04/JR_JS_line_symbol.svg0_199,0.043985,False,959,51.1.celestial:8000/cdn,43.98500000000001,1-51,1999.0
2024-07-09 12:03:22.497202,bend,/wikipedia/commons/8/84/Kit_left_arm_atm9596h.pngoriginal,0.039875,False,247,138.1.celestial:8000/cdn,39.875,1-138,2267.0
