timestamp,client,key,time,cache_hit,len,host,time_ms,sat,distance
2024-07-08 13:05:22.443446,shaniko,/wikipedia/commons/6/69/Bundesarchiv_Bild_152-11-122C_Dachau2C_Konzentrationslager2C_Besuch_Himmlers.jpg200_399,0.02417,False,12678,51.1.celestial:8000/cdn,24.17,1-51,3917.0
2024-07-08 13:05:23.482129,shaniko,/wikipedia/commons/d/de/Marlboro-Ferrari.jpg1000,0.014685,False,207865,51.1.celestial:8000/cdn,14.685,1-51,3917.0
2024-07-08 13:05:24.422253,shaniko,/wikipedia/commons/5/5a/Traditional_kikooyi.jpg0_199,0.012395,False,3908,51.1.celestial:8000/cdn,12.395,1-51,3917.0
2024-07-08 13:05:25.431871,shaniko,/wikipedia/commons/5/59/ChiliSinCarne.jpg400_599,0.011736,False,16915,51.1.celestial:8000/cdn,11.736,1-51,3917.0
2024-07-08 13:05:26.428705,shaniko,/wikipedia/commons/7/76/Claude_Kitchin.jpg0_199,0.014237,False,4793,51.1.celestial:8000/cdn,14.237,1-51,3917.0
2024-07-08 13:05:27.422383,shaniko,/wikipedia/commons/3/3c/Schwinger.jpg0_199,0.011662,False,1228,51.1.celestial:8000/cdn,11.662,1-51,3917.0
2024-07-08 13:05:28.422572,shaniko,/wikipedia/commons/9/91/Silver_medal_icon_S_initial.svg0_199,0.01164,False,1107,51.1.celestial:8000/cdn,11.639999999999999,1-51,3917.0
2024-07-08 13:05:29.456118,shaniko,/wikipedia/commons/d/d3/Engelske_flC3A5de_ud_for_KC3B8benhavn_august_1807.jpg600_799,0.011183,False,94991,51.1.celestial:8000/cdn,11.183,1-51,3917.0
2024-07-08 13:05:30.717115,shaniko,/wikipedia/commons/5/5f/Tour_du_telegraphe_Chappe_Saverne_02.JPG200_399,0.011588,False,33397,51.1.celestial:8000/cdn,11.588,1-51,3917.0
2024-07-08 13:05:31.724266,shaniko,/wikipedia/commons/9/9f/Acacia_retinodes_MucBotGard.jpg400_599,0.014493,False,49033,51.1.celestial:8000/cdn,14.493,1-51,3917.0
2024-07-08 13:05:32.709573,shaniko,/wikipedia/commons/0/01/The_Wyatt_Family.jpg0_199,0.011182,False,5095,51.1.celestial:8000/cdn,11.181999999999999,1-51,3917.0
2024-07-08 13:05:33.718684,shaniko,/wikipedia/commons/9/9f/Wrigley_field_720.jpg400_599,0.011311,False,34479,51.1.celestial:8000/cdn,11.311,1-51,3917.0
2024-07-08 13:05:35.225484,shaniko,/wikipedia/commons/0/0f/Esquilino_-_Sessorium_1120325.JPG400_599,0.015066,False,69944,51.1.celestial:8000/cdn,15.065999999999999,1-51,3917.0
2024-07-08 13:05:36.197673,shaniko,/wikipedia/commons/4/4a/Pictogram_voting_info.svg0_199,0.011223,False,674,51.1.celestial:8000/cdn,11.223,1-51,3917.0
2024-07-08 13:05:37.198509,shaniko,/wikipedia/commons/5/59/BSicon_BS2l.svg0_199,0.01116,False,692,51.1.celestial:8000/cdn,11.16,1-51,3917.0
2024-07-08 13:05:38.207707,shaniko,/wikipedia/commons/2/2f/Map_of_Missouri_highlighting_Dallas_County.svg0_199,0.014821,False,4664,51.1.celestial:8000/cdn,14.821000000000002,1-51,3917.0
2024-07-08 13:05:39.200106,shaniko,/wikipedia/commons/c/c1/Shaan_Rahman_2023.jpg0_199,0.011815,False,3622,116.1.celestial:8000/cdn,11.815000000000001,1-51,3917.0
2024-07-08 13:05:40.218678,shaniko,/wikipedia/commons/e/e9/Vitra_geodesic_dome_in_Weil_am_Rhein.jpg200_399,0.011559,False,41399,116.1.celestial:8000/cdn,11.559,1-116,2196.0
2024-07-08 13:05:41.229457,shaniko,/wikipedia/commons/a/aa/NC3BAmero_atC3B4mico.jpgoriginal,0.013943,False,81514,116.1.celestial:8000/cdn,13.943000000000001,1-116,2196.0
2024-07-08 13:05:42.200817,shaniko,/wikipedia/commons/d/df/Kit_body_rus1998h.pngoriginal,0.011498,False,492,116.1.celestial:8000/cdn,11.498,1-116,2196.0
2024-07-08 13:05:43.225235,shaniko,/wikipedia/commons/3/3d/Den_Haag_Binnenhof.jpg400_599,0.010534,False,71380,116.1.celestial:8000/cdn,10.534,1-116,2196.0
2024-07-08 13:05:44.212651,shaniko,/wikipedia/commons/5/51/Cross_of_Tau.PNGoriginal,0.013949,False,14137,116.1.celestial:8000/cdn,13.949,1-116,2196.0
2024-07-08 13:05:45.211758,shaniko,/wikipedia/commons/b/be/El_Chino_Maidana_pre-fight_Sep_2011.jpg0_199,0.011215,False,6329,116.1.celestial:8000/cdn,11.215,1-116,2196.0
2024-07-08 13:05:46.213268,shaniko,/wikipedia/commons/5/54/Ayers_Turbo_Thrush.jpg200_399,0.010449,False,23297,116.1.celestial:8000/cdn,10.449,1-116,2196.0
2024-07-08 13:05:47.349155,shaniko,/wikipedia/commons/5/55/Cleaner_station_komodo.jpg400_599,0.139478,False,44917,116.1.celestial:8000/cdn,139.47799999999998,1-116,2196.0
2024-07-08 13:05:48.203055,shaniko,/wikipedia/commons/f/ff/GClef.svg0_199,0.010573,False,782,116.1.celestial:8000/cdn,10.573,1-116,2196.0
2024-07-08 13:05:49.225401,shaniko,/wikipedia/commons/1/14/20221030ninja2.jpg400_599,0.013557,False,51210,116.1.celestial:8000/cdn,13.557,1-116,2196.0
2024-07-08 13:05:50.216070,shaniko,/wikipedia/commons/1/11/Iss070e024781.jpg200_399,0.010435,False,30740,116.1.celestial:8000/cdn,10.435,1-116,2196.0
2024-07-08 13:05:51.229546,shaniko,/wikipedia/en/3/33/Alien_Covenant_Teaser_Poster.jpgoriginal,0.01071,False,77275,116.1.celestial:8000/cdn,10.71,1-116,2196.0
2024-07-08 13:05:52.227975,shaniko,/wikipedia/commons/2/2c/Arynews.jpgoriginal,0.013126,False,58129,116.1.celestial:8000/cdn,13.126000000000001,1-116,2196.0
2024-07-08 13:05:53.213702,shaniko,/wikipedia/commons/3/3d/Parque_das_NaC3A7C3B5es_31.jpg200_399,0.010365,False,15884,116.1.celestial:8000/cdn,10.364999999999998,1-116,2196.0
2024-07-08 13:05:54.204920,shaniko,/wikipedia/commons/f/f7/Nuvola_apps_important.svg0_199,0.010765,False,1705,116.1.celestial:8000/cdn,10.765,1-116,2196.0
2024-07-08 13:05:55.223603,shaniko,/wikipedia/commons/d/df/The_collapse_of_the_Ottoman_Empire.jpg200_399,0.014081,False,36068,116.1.celestial:8000/cdn,14.081,1-116,2196.0
2024-07-08 13:05:56.205507,shaniko,/wikipedia/commons/4/4a/Pictogram_voting_info.svg0_199,0.010549,False,674,116.1.celestial:8000/cdn,10.549,1-116,2196.0
2024-07-08 13:05:57.224435,shaniko,/wikipedia/commons/3/3a/Mannings_Suzhou_Store.jpg400_599,0.010115,False,42997,116.1.celestial:8000/cdn,10.115,1-116,2196.0
2024-07-08 13:05:58.231120,shaniko,/wikipedia/commons/4/4f/JohnnyOKeefe.jpgoriginal,0.01384,False,57788,116.1.celestial:8000/cdn,13.84,1-116,2196.0
2024-07-08 13:05:59.214320,shaniko,/wikipedia/commons/b/ba/NO_road_sign_306.6.svg0_199,0.011002,False,5962,116.1.celestial:8000/cdn,11.001999999999999,1-116,2196.0
2024-07-08 13:06:00.237637,shaniko,/wikipedia/en/c/cd/Francis_Fanny_Earth-616_from_Deadpool_vs._Thanos_Vol_1_1_001.jpgoriginal,0.01033,False,92886,116.1.celestial:8000/cdn,10.33,1-116,2196.0
2024-07-08 13:06:01.215547,shaniko,/wikipedia/commons/8/88/MargueriteMoreau2009.jpg0_199,0.017884,False,2684,116.1.celestial:8000/cdn,17.884,1-116,2196.0
2024-07-08 13:06:02.215886,shaniko,/wikipedia/commons/1/11/Flag_of_Orok_people.svg400_599,0.010242,False,8549,116.1.celestial:8000/cdn,10.241999999999999,1-116,2196.0
2024-07-08 13:06:03.218413,shaniko,/wikipedia/commons/7/70/Cupra.svg1000,0.010583,False,17259,116.1.celestial:8000/cdn,10.583,1-116,2196.0
