timestamp,log_type,num_sats,deployed_sats
2024-07-08 08:44:55.520,deploy_start,1,1
2024-07-08 08:45:10.400,deploy_complete,1,1
2024-07-08 08:45:13.604,deploy_start,1,2
2024-07-08 08:45:28.578,deploy_complete,1,2
2024-07-08 08:45:28.579,undeploy_start,1,2
2024-07-08 08:45:29.663,undeploy_complete,1,1
2024-07-08 08:45:29.699,deploy_start,1,2
2024-07-08 08:45:44.057,deploy_complete,1,2
2024-07-08 08:45:44.059,undeploy_start,1,2
2024-07-08 08:45:45.157,undeploy_complete,1,1
2024-07-08 08:47:31.706,deploy_start,1,2
2024-07-08 08:47:46.417,deploy_complete,1,2
2024-07-08 08:47:46.418,undeploy_start,1,2
2024-07-08 08:47:47.497,undeploy_complete,1,1
2024-07-08 08:49:06.701,deploy_start,1,2
