timestamp,client,key,time,cache_hit,len,host,time_ms,sat,distance
2024-07-08 08:45:11.459128,shaniko,/wikipedia/commons/e/eb/Dick_Haymes_in_State_Fair_trailer.jpg200_399,0.065495,False,7242,51.1.celestial:8000/cdn,65.495,1-51,2413.0
2024-07-08 08:45:11.513725,shaniko,/wikipedia/commons/1/14/COA_family_se_von_Rohr.svg200_399,0.052959,False,15623,51.1.celestial:8000/cdn,52.958999999999996,1-51,2413.0
2024-07-08 08:45:12.584574,shaniko,/wikipedia/commons/e/ef/Couleuvre_Esculape59.JPGoriginal,0.088,False,468629,51.1.celestial:8000/cdn,88.0,1-51,2413.0
2024-07-08 08:45:13.537002,shaniko,/wikipedia/commons/1/15/Protest_against_corruption_-_Bucharest_2017_-_Piata_Universitatii_-_5.jpg400_599,0.06815,False,72756,51.1.celestial:8000/cdn,68.15,1-51,2413.0
2024-07-08 08:45:14.525554,shaniko,/wikipedia/commons/0/06/EU-Sweden.svg400_599,0.043172,False,92608,51.1.celestial:8000/cdn,43.172000000000004,1-51,3917.0
2024-07-08 08:45:15.494530,shaniko,/wikipedia/commons/6/6e/Microsoft_To-Do_icon.svg0_199,0.031044,False,287,51.1.celestial:8000/cdn,31.043999999999997,1-51,3917.0
2024-07-08 08:45:16.534326,shaniko,/wikipedia/commons/f/f7/Nuvola_apps_important.svg0_199,0.070772,False,1706,51.1.celestial:8000/cdn,70.772,1-51,3917.0
2024-07-08 08:45:17.505373,shaniko,/wikipedia/commons/5/5d/Flag_of_Philadelphia2C_Pennsylvania.svg0_199,0.040282,False,2087,51.1.celestial:8000/cdn,40.282,1-51,3917.0
2024-07-08 08:45:18.506977,shaniko,/wikipedia/commons/4/49/ArrowLeftNavbox.svg0_199,0.041447,False,374,51.1.celestial:8000/cdn,41.446999999999996,1-51,3917.0
2024-07-08 08:45:19.513994,shaniko,/wikipedia/commons/6/6f/Monteriggioni-panorama1.jpg0_199,0.046705,False,9064,51.1.celestial:8000/cdn,46.705000000000005,1-51,3917.0
2024-07-08 08:45:20.521370,shaniko,/wikipedia/commons/9/97/PVRIS_band_-_April_25_2015.jpg200_399,0.045461,False,26129,51.1.celestial:8000/cdn,45.461,1-51,3917.0
2024-07-08 08:45:21.537174,shaniko,/wikipedia/commons/f/f1/Logo_of_Show_TV.pngoriginal,0.050515,False,44355,51.1.celestial:8000/cdn,50.515,1-51,3917.0
