timestamp,client,key,time,cache_hit,len,host,time_ms
2024-07-08 18:48:57.290078,centralia,/wikipedia/commons/1/10/Flag_of_the_Kingdom_of_Croatia_Habsburg.svg0_199,0.031385,False,38,29.1.celestial:8000/cdn,31.385
2024-07-08 18:48:57.327144,centralia,/wikipedia/commons/c/cf/Prinses_Christina_eerste_cd_van2C_Bestanddeelnr_934-3626_cropped.jpg200_399,0.06918,False,38,29.1.celestial:8000/cdn,69.18
2024-07-08 18:48:58.266270,centralia,/wikipedia/commons/archive/1/11/20240412001516West_ballot_access_2024.svg0_199,0.033616,False,38,29.1.celestial:8000/cdn,33.616
2024-07-08 18:48:59.268367,centralia,/wikipedia/commons/0/02/MG_XPower_SV-R.jpg400_599,0.034763,False,38,29.1.celestial:8000/cdn,34.763000000000005
2024-07-08 18:49:00.262109,centralia,/wikipedia/commons/9/91/Silver_medal_icon_S_initial.svg0_199,0.029135,False,38,29.1.celestial:8000/cdn,29.135
2024-07-08 18:49:01.266612,centralia,/wikipedia/en/c/c8/True-Grit.jpgoriginal,0.033913,False,38,29.1.celestial:8000/cdn,33.913
2024-07-08 18:49:02.266273,centralia,/wikipedia/commons/4/4f/Shaolin_Pagoda_Forest2C_Henan2C_China_-_June_2001.jpg400_599,0.032897,False,38,29.1.celestial:8000/cdn,32.897000000000006
2024-07-08 18:49:03.270762,centralia,/wikipedia/commons/8/8e/Turkish_Defense_Minister_Yasar_GC3BCler_at_NATO_headquarters2C_Brussels2C_Belgium2C_June_162C_2023_-_230616-D-XI929-1007_cropped.jpg200_399,0.038105,False,38,29.1.celestial:8000/cdn,38.105
2024-07-08 18:49:04.260044,centralia,/wikipedia/commons/9/91/Silver_medal_icon_S_initial.svg0_199,0.026997,False,38,29.1.celestial:8000/cdn,26.997
2024-07-08 18:49:05.263529,centralia,/wikipedia/commons/4/4e/Coa_Illustration_Cross_Of_St_Catherine.svg0_199,0.030042,False,38,29.1.celestial:8000/cdn,30.041999999999998
2024-07-08 18:49:06.282622,centralia,/wikipedia/commons/e/e6/CulHer14Slovakia328.JPG200_399,0.049045,False,38,29.1.celestial:8000/cdn,49.045
2024-07-08 18:49:07.258587,centralia,/wikipedia/commons/2/2b/PopeLee-standing.jpg0_199,0.025715,False,38,29.1.celestial:8000/cdn,25.715
2024-07-08 18:49:08.260780,centralia,/wikipedia/commons/9/97/Star_polygon_9-2.svg0_199,0.02751,False,38,29.1.celestial:8000/cdn,27.509999999999998
2024-07-08 18:49:09.260299,centralia,/wikipedia/commons/5/50/Africa2C_administrative_divisions_-_de_-_colored.svg0_199,0.026527,False,38,29.1.celestial:8000/cdn,26.526999999999997
2024-07-08 18:49:10.274248,centralia,/wikipedia/commons/3/31/SC3A3o_Paulo_Government_Logo.svg1000,0.04055,False,38,29.1.celestial:8000/cdn,40.550000000000004
2024-07-08 18:49:11.255503,centralia,/wikipedia/commons/d/d3/BSicon_KRWl.svg0_199,0.022043,False,38,29.1.celestial:8000/cdn,22.043
2024-07-08 18:49:12.267782,centralia,/wikipedia/commons/5/5e/Suzuki_Samurai.jpg200_399,0.034404,False,38,29.1.celestial:8000/cdn,34.403999999999996
2024-07-08 18:49:13.260995,centralia,/wikipedia/commons/3/34/English_pattern_4_of_spades.svg0_199,0.027446,False,38,29.1.celestial:8000/cdn,27.446
2024-07-08 18:49:14.282396,centralia,/wikipedia/commons/2/2b/Japanese.aircraft.carrier.zuikaku.jpg400_599,0.048465,False,38,29.1.celestial:8000/cdn,48.465
2024-07-08 18:49:15.288792,centralia,/wikipedia/commons/c/ca/Menina_da_etnia_Terena.jpg400_599,0.055361,False,38,29.1.celestial:8000/cdn,55.361
2024-07-08 18:49:16.260885,centralia,/wikipedia/commons/3/3e/Qc172.svg0_199,0.027607,False,38,29.1.celestial:8000/cdn,27.607
2024-07-08 18:49:17.274151,centralia,/wikipedia/commons/2/20/VERAMiles.jpg400_599,0.040832,False,38,29.1.celestial:8000/cdn,40.832
2024-07-08 18:49:18.260640,centralia,/wikipedia/en/3/30/El_seC3B1or_de_los_cielos_Season_Six_Poster.jpg200_399,0.026839,False,38,29.1.celestial:8000/cdn,26.839
2024-07-08 18:49:19.256483,centralia,/wikipedia/commons/c/c4/Order_of_the_Osmanie_lenta.png0_199,0.02318,False,38,29.1.celestial:8000/cdn,23.18
2024-07-08 18:49:20.264161,centralia,/wikipedia/commons/7/75/Small_Pencil_Icon.svg0_199,0.030905,False,38,29.1.celestial:8000/cdn,30.904999999999998
2024-07-08 18:49:21.267842,centralia,/wikipedia/commons/3/38/Italia_-_Mondello_Lido_19432C_Palermo_10485750876.jpg400_599,0.034904,False,38,29.1.celestial:8000/cdn,34.903999999999996
2024-07-08 18:49:22.260424,centralia,/wikipedia/commons/6/63/Legion_Field_outside.jpg200_399,0.026723,False,38,29.1.celestial:8000/cdn,26.723
2024-07-08 18:49:23.264415,centralia,/wikipedia/commons/2/2d/Risk_Management_Elements.jpg400_599,0.031245,False,38,29.1.celestial:8000/cdn,31.244999999999997
2024-07-08 18:49:24.260349,centralia,/wikipedia/commons/0/0a/Upsilon_uc_lc.svg0_199,0.027215,False,38,29.1.celestial:8000/cdn,27.215
2024-07-08 18:49:25.266757,centralia,/wikipedia/commons/b/bb/Banner_of_arms_kingdom_of_Leon.svg0_199,0.034081,False,38,29.1.celestial:8000/cdn,34.081
2024-07-08 18:49:26.262731,centralia,/wikipedia/commons/1/1d/WellingtonRailMap.png600_799,0.029646,False,38,29.1.celestial:8000/cdn,29.645999999999997
2024-07-08 18:49:27.266445,centralia,/wikipedia/commons/e/e0/DEU_Hagen_COA.svg0_199,0.03312,False,38,29.1.celestial:8000/cdn,33.12
2024-07-08 18:49:28.259694,centralia,/wikipedia/commons/1/10/BLUE_ANGEL_Logo.png0_199,0.026504,False,38,29.1.celestial:8000/cdn,26.504
2024-07-08 18:49:29.259549,centralia,/wikipedia/commons/1/1f/D090D0B2D180D0BED180D0B0D0A7D0B5D180D0BAD0B0D181D0B8.JPG0_199,0.026276,False,38,29.1.celestial:8000/cdn,26.276
2024-07-08 18:49:30.264006,centralia,/wikipedia/commons/4/40/PEO_M203A2_Grenade_Launcher.jpg0_199,0.030282,False,38,29.1.celestial:8000/cdn,30.282
2024-07-08 18:49:31.253178,centralia,/wikipedia/commons/e/e2/Paul_Bocuse.jpg0_199,0.019551,False,38,29.1.celestial:8000/cdn,19.551
2024-07-08 18:49:32.265146,centralia,/wikipedia/commons/1/1f/Buena_Vista_Social_Club_503812561.jpg0_199,0.031252,False,38,29.1.celestial:8000/cdn,31.252000000000002
2024-07-08 18:49:33.264752,centralia,/wikipedia/commons/0/04/1stNationalBldgingdetroit.jpg200_399,0.031462,False,38,29.1.celestial:8000/cdn,31.461999999999996
2024-07-08 18:49:34.263626,centralia,/wikipedia/commons/0/09/Almaghribiax2.pngoriginal,0.030547,False,38,29.1.celestial:8000/cdn,30.547
2024-07-08 18:49:35.258880,centralia,/wikipedia/commons/c/c1/Blue_iPod_Nano.jpg0_199,0.025982,False,38,29.1.celestial:8000/cdn,25.982000000000003
2024-07-08 18:49:36.252988,centralia,/wikipedia/commons/c/c9/Order_Sint_Olaf_1_kl.png0_199,0.019675,False,38,29.1.celestial:8000/cdn,19.675
2024-07-08 18:49:37.266314,centralia,/wikipedia/commons/3/36/Modern_Times_poster.jpg200_399,0.032828,False,38,29.1.celestial:8000/cdn,32.828
2024-07-08 18:49:38.266468,centralia,/wikipedia/commons/d/df/Cheremisinovskiy_rayon_COA.giforiginal,0.032885,False,38,29.1.celestial:8000/cdn,32.885
2024-07-08 18:49:39.258908,centralia,/wikipedia/commons/5/57/Weblio_logo.svg400_599,0.025858,False,38,29.1.celestial:8000/cdn,25.858
2024-07-08 18:49:40.267141,centralia,/wikipedia/commons/8/86/Fun..jpg400_599,0.033678,False,38,29.1.celestial:8000/cdn,33.678
2024-07-08 18:49:41.274925,centralia,/wikipedia/commons/2/2f/Betelgeuse_E28093_NASA.jpgoriginal,0.041137,False,38,29.1.celestial:8000/cdn,41.137
2024-07-08 18:49:42.353529,centralia,/wikipedia/commons/3/3e/Titan_poster.svg400_599,0.120032,False,38,29.1.celestial:8000/cdn,120.032
2024-07-08 18:49:43.318719,centralia,/wikipedia/commons/3/3f/Yohanan_name_evolution.svg600_799,0.084986,False,38,29.1.celestial:8000/cdn,84.986
2024-07-08 18:49:44.330868,centralia,/wikipedia/commons/c/cc/Nortasun.png400_599,0.097137,False,38,29.1.celestial:8000/cdn,97.137
2024-07-08 18:49:45.312619,centralia,/wikipedia/commons/a/a0/Atal_Setu_-_Trans_Harbour_Link_Mumbai.jpg400_599,0.079373,False,38,29.1.celestial:8000/cdn,79.373
2024-07-08 18:49:46.337594,centralia,/wikipedia/commons/0/06/EU-Sweden.svg200_399,0.104095,False,38,29.1.celestial:8000/cdn,104.095
2024-07-08 18:49:47.315385,centralia,/wikipedia/commons/6/61/Universal_archway_2019.jpg400_599,0.081923,False,38,29.1.celestial:8000/cdn,81.923
2024-07-08 18:49:48.320123,centralia,/wikipedia/commons/e/e3/Dave_Roberts_on_September_32C_2013.jpg200_399,0.086697,False,38,29.1.celestial:8000/cdn,86.697
2024-07-08 18:49:49.315771,centralia,/wikipedia/commons/5/50/DEU_Wachenheim_Pfrimm_COA.svg200_399,0.082339,False,38,29.1.celestial:8000/cdn,82.339
2024-07-08 18:49:50.340049,centralia,/wikipedia/commons/2/24/Schronisko_na_C59AnieC5BCce_i_kaplica_C59Bw._WawrzyC584ca.JPG400_599,0.106162,False,38,29.1.celestial:8000/cdn,106.162
2024-07-08 18:49:51.279963,centralia,/wikipedia/commons/0/04/Keynes_1933.jpg0_199,0.046293,False,38,29.1.celestial:8000/cdn,46.293
2024-07-08 18:49:52.288681,centralia,/wikipedia/commons/b/b2/NarmerPalette_ROM.jpg200_399,0.055023,False,38,29.1.celestial:8000/cdn,55.023
2024-07-08 18:49:53.315970,centralia,/wikipedia/commons/9/95/Siyer-i_Nebi_298a.jpg200_399,0.0825,False,38,29.1.celestial:8000/cdn,82.5
2024-07-08 18:49:54.278958,centralia,/wikipedia/commons/d/d3/Flag_of_Koganei2C_Tokyo.svg0_199,0.045345,False,38,29.1.celestial:8000/cdn,45.345000000000006
2024-07-08 18:49:55.285291,centralia,/wikipedia/commons/1/11/Emblem_of_Kahoku2C_Ishikawa.svg0_199,0.051625,False,38,29.1.celestial:8000/cdn,51.625
2024-07-08 18:49:56.315659,centralia,/wikipedia/commons/1/18/Malacka.jpg400_599,0.082556,False,38,29.1.celestial:8000/cdn,82.556
2024-07-08 18:49:57.335049,centralia,/wikipedia/commons/1/17/KoC5A1ice_hrob_neznC3A1meho_vojaka.jpg200_399,0.101746,False,38,29.1.celestial:8000/cdn,101.74600000000001
2024-07-08 18:49:58.288211,centralia,/wikipedia/commons/9/9a/Colin_Kazim_Richards_Bursaspor.JPG0_199,0.054622,False,38,29.1.celestial:8000/cdn,54.622
2024-07-08 18:49:59.287164,centralia,/wikipedia/commons/f/f7/Nuvola_apps_important.svg0_199,0.054459,False,38,29.1.celestial:8000/cdn,54.459
2024-07-08 18:50:00.281353,centralia,/wikipedia/commons/6/69/Donald_Briggs_19372C_Fit_For_A_King.jpg200_399,0.048814,False,38,29.1.celestial:8000/cdn,48.814
2024-07-08 18:50:01.337017,centralia,/wikipedia/commons/e/e7/Berlin_Wall_at_NATO_Headquarters.jpg400_599,0.104191,False,38,29.1.celestial:8000/cdn,104.191
2024-07-08 18:50:02.310557,centralia,/wikipedia/commons/1/1f/Lynx_heads_collage.jpg200_399,0.077029,False,38,29.1.celestial:8000/cdn,77.029
2024-07-08 18:50:03.365929,centralia,/wikipedia/en/2/2c/Zack_Fair.pngoriginal,0.132839,False,38,29.1.celestial:8000/cdn,132.839
2024-07-08 18:50:04.349461,centralia,/wikipedia/commons/2/2a/Sachsenring_P_240_in_August_Horch_Museum_Zwickau.jpg200_399,0.116078,False,38,29.1.celestial:8000/cdn,116.078
2024-07-08 18:50:05.272570,centralia,/wikipedia/commons/0/07/Titanic_newspaper_boy.jpg200_399,0.038925,False,38,94.1.celestial:8000/cdn,38.925000000000004
2024-07-08 18:50:06.259093,centralia,/wikipedia/commons/4/42/Winterschlacht_in_den_Karpaten.jpg200_399,0.025689,False,38,94.1.celestial:8000/cdn,25.689
2024-07-08 18:50:07.264995,centralia,/wikipedia/commons/f/f2/Elzbieta_Branicka.jpg400_599,0.032476,False,38,94.1.celestial:8000/cdn,32.476
2024-07-08 18:50:08.261648,centralia,/wikipedia/commons/4/40/Fallout_logo.svg0_199,0.027917,False,38,94.1.celestial:8000/cdn,27.917
2024-07-08 18:50:09.267620,centralia,/wikipedia/commons/c/c4/Anastrozole.svg200_399,0.034096,False,38,94.1.celestial:8000/cdn,34.096000000000004
