timestamp,log_type,num_sats,deployed_sats
2024-07-08 08:16:19.848,deploy_start,1,1
2024-07-08 08:16:34.702,deploy_complete,1,1
2024-07-08 08:16:37.811,deploy_start,1,2
2024-07-08 08:16:51.768,deploy_complete,1,2
2024-07-08 08:16:51.781,undeploy_start,1,2
2024-07-08 08:16:52.880,undeploy_complete,1,1
2024-07-08 08:16:52.925,deploy_start,1,2
2024-07-08 08:17:07.410,deploy_complete,1,2
2024-07-08 08:17:07.423,undeploy_start,1,2
2024-07-08 08:17:08.502,undeploy_complete,1,1
2024-07-08 08:18:55.819,deploy_start,1,2
2024-07-08 08:19:09.405,deploy_complete,1,2
2024-07-08 08:19:09.407,undeploy_start,1,2
2024-07-08 08:19:10.500,undeploy_complete,1,1
2024-07-08 08:20:30.794,deploy_start,1,2
