timestamp,log_type,num_sats,deployed_sats
2024-07-08 10:05:29.823,deploy_start,1,1
2024-07-08 10:05:45.417,deploy_complete,1,1
2024-07-08 10:05:45.469,deploy_start,1,2
2024-07-08 10:05:59.850,deploy_complete,1,2
2024-07-08 10:05:59.852,undeploy_start,1,2
2024-07-08 10:06:00.942,undeploy_complete,1,1
2024-07-08 10:06:00.979,deploy_start,1,2
2024-07-08 10:06:15.463,deploy_complete,1,2
2024-07-08 10:06:15.464,undeploy_start,1,2
2024-07-08 10:06:16.562,undeploy_complete,1,1
2024-07-08 10:07:57.540,deploy_start,1,2
2024-07-08 10:08:12.429,deploy_complete,1,2
2024-07-08 10:08:12.431,undeploy_start,1,2
2024-07-08 10:08:13.520,undeploy_complete,1,1
2024-07-08 10:09:32.526,deploy_start,1,2
