timestamp,log_type,num_sats,deployed_sats
2024-07-08 09:53:17.673,deploy_start,1,1
2024-07-08 09:53:34.554,deploy_complete,1,1
2024-07-08 09:53:34.603,deploy_start,1,2
2024-07-08 09:53:47.886,deploy_complete,1,2
2024-07-08 09:53:47.887,undeploy_start,1,2
2024-07-08 09:53:48.967,undeploy_complete,1,1
2024-07-08 09:53:49.002,deploy_start,1,2
2024-07-08 09:54:03.416,deploy_complete,1,2
2024-07-08 09:54:03.417,undeploy_start,1,2
2024-07-08 09:54:04.503,undeploy_complete,1,1
2024-07-08 09:55:46.767,deploy_start,1,2
2024-07-08 09:55:59.783,deploy_complete,1,2
2024-07-08 09:55:59.785,undeploy_start,1,2
2024-07-08 09:56:00.878,undeploy_complete,1,1
2024-07-08 09:57:21.763,deploy_start,1,2
