timestamp,log_type,num_sats,deployed_sats
2024-07-08 12:56:23.403,deploy_start,1,1
2024-07-08 12:56:38.454,deploy_complete,1,1
2024-07-08 12:56:38.504,deploy_start,1,2
2024-07-08 12:56:53.445,deploy_complete,1,2
2024-07-08 12:56:53.446,undeploy_start,1,2
2024-07-08 12:56:54.533,undeploy_complete,1,1
2024-07-08 12:56:54.567,deploy_start,1,2
2024-07-08 12:57:09.431,deploy_complete,1,2
2024-07-08 12:57:09.434,undeploy_start,1,2
2024-07-08 12:57:10.529,undeploy_complete,1,1
2024-07-08 12:58:53.569,deploy_start,1,2
2024-07-08 12:59:07.780,deploy_complete,1,2
2024-07-08 12:59:07.781,undeploy_start,1,2
2024-07-08 12:59:08.872,undeploy_complete,1,1
2024-07-08 13:00:28.510,deploy_start,1,2
