time,op,req_t,host,time_ms
2024-07-03 12:48:29.708748,put,0.054722,2.1.celestial:8000,172.748
2024-07-03 12:48:29.740444,get,0.030717,2.1.celestial:8000,204.444
2024-07-03 12:48:29.780612,put,0.039125,2.1.celestial:8000,244.612
2024-07-03 12:48:29.834717,get,0.052877,2.1.celestial:8000,298.717
2024-07-03 12:48:30.781848,put,0.039807,2.1.celestial:8000,1245.848
2024-07-03 12:48:30.816208,get,0.033228,2.1.celestial:8000,1280.208
2024-07-03 12:48:31.772498,put,0.029829,2.1.celestial:8000,2236.498
2024-07-03 12:48:31.794344,get,0.02068,2.1.celestial:8000,2258.344
2024-07-03 12:48:32.765896,put,0.02225,2.1.celestial:8000,3229.896
2024-07-03 12:48:32.809884,get,0.042985,2.1.celestial:8000,3273.884
2024-07-03 12:48:33.785103,put,0.04089,2.1.celestial:8000,4249.103
2024-07-03 12:48:33.808158,get,0.021784,2.1.celestial:8000,4272.158
2024-07-03 12:48:34.775835,put,0.031409,2.1.celestial:8000,5239.835
2024-07-03 12:48:34.817982,get,0.04108,2.1.celestial:8000,5281.982
2024-07-03 12:48:35.777073,put,0.031824,2.1.celestial:8000,6241.073
2024-07-03 12:48:35.798700,get,0.020613,2.1.celestial:8000,6262.7
2024-07-03 12:48:36.784022,put,0.038175,2.1.celestial:8000,7248.022
2024-07-03 12:48:36.824677,get,0.039526,2.1.celestial:8000,7288.677
2024-07-03 12:48:37.789923,put,0.042887,2.1.celestial:8000,8253.923
2024-07-03 12:48:37.812348,get,0.021363,2.1.celestial:8000,8276.348
2024-07-03 12:48:38.780932,put,0.033079,2.1.celestial:8000,9244.932
2024-07-03 12:48:38.803293,get,0.021218,2.1.celestial:8000,9267.293
2024-07-03 12:48:39.766124,put,0.01817,2.1.celestial:8000,10230.124
2024-07-03 12:48:39.786420,get,0.019278,2.1.celestial:8000,10250.42
2024-07-03 12:48:40.767905,put,0.018862,2.1.celestial:8000,11231.905
2024-07-03 12:48:40.787718,get,0.018714,2.1.celestial:8000,11251.718
2024-07-03 12:48:41.777198,put,0.027932,2.1.celestial:8000,12241.198
2024-07-03 12:48:41.798253,get,0.019951,2.1.celestial:8000,12262.253
2024-07-03 12:48:42.782012,put,0.032523,2.1.celestial:8000,13246.012
2024-07-03 12:48:42.802947,get,0.019865,2.1.celestial:8000,13266.947
