time,op,req_t,host,time_ms
2024-07-04 07:22:18.226229,put,41.687022,2.1.celestial:8000,594.229
2024-07-04 07:22:18.266023,get,38.676423,2.1.celestial:8000,634.023
2024-07-04 07:22:18.306505,put,39.381563,2.1.celestial:8000,674.505
2024-07-04 07:22:18.336894,get,29.238288,2.1.celestial:8000,704.894
2024-07-04 07:22:19.292286,put,24.526647,2.1.celestial:8000,1660.286
2024-07-04 07:22:19.322732,get,29.210914,2.1.celestial:8000,1690.732
2024-07-04 07:22:20.286921,put,18.475342,2.1.celestial:8000,2654.921
2024-07-04 07:22:20.332447,get,44.399108,2.1.celestial:8000,2700.447
2024-07-04 07:22:21.310644,put,41.618475,2.1.celestial:8000,3678.644
2024-07-04 07:22:21.351502,get,39.725022,2.1.celestial:8000,3719.502
2024-07-04 07:22:22.303099,put,33.240702,2.1.celestial:8000,4671.099
2024-07-04 07:22:22.324714,get,20.500344,2.1.celestial:8000,4692.714
2024-07-04 07:22:23.301768,put,30.855973,2.1.celestial:8000,5669.768
2024-07-04 07:22:23.336024,get,33.164457,2.1.celestial:8000,5704.024
2024-07-04 07:22:24.312387,put,40.396779,2.1.celestial:8000,6680.387
2024-07-04 07:22:24.334826,get,21.388684,2.1.celestial:8000,6702.826
2024-07-04 07:22:25.310386,put,38.338006,2.1.celestial:8000,7678.386
2024-07-04 07:22:25.342370,get,30.785933,2.1.celestial:8000,7710.37
2024-07-04 07:22:26.297666,put,25.031594,2.1.celestial:8000,8665.666
2024-07-04 07:22:26.319434,get,20.67631,2.1.celestial:8000,8687.434
2024-07-04 07:22:27.293441,put,19.983279,2.1.celestial:8000,9661.441
2024-07-04 07:22:27.324785,get,30.267678,2.1.celestial:8000,9692.785
2024-07-04 07:22:28.292436,put,18.466627,2.1.celestial:8000,10660.436
2024-07-04 07:22:28.312168,get,18.642749,2.1.celestial:8000,10680.168
2024-07-04 07:22:29.292054,put,17.627513,2.1.celestial:8000,11660.054
