time,gst,sat,time_ms
2024-07-04 07:00:31.624,redmond,2.1.celestial,20.0
2024-07-04 07:03:40.899,redmond,1.1.celestial,189295.0
2024-07-04 07:08:11.921,redmond,0.1.celestial,460317.0
2024-07-04 07:12:35.893,redmond,21.1.celestial,724289.0
