time,op,req_t,host,time_ms
2024-07-04 07:43:32.122445,put,30.871196,2.1.celestial:8000,721.445
2024-07-04 07:43:32.172869,get,46.794856,2.1.celestial:8000,771.869
2024-07-04 07:43:32.220227,put,46.209008,2.1.celestial:8000,819.227
2024-07-04 07:43:32.250952,get,29.086022,2.1.celestial:8000,849.952
2024-07-04 07:43:33.211541,put,37.271298,2.1.celestial:8000,1810.541
2024-07-04 07:43:33.254977,get,42.406076,2.1.celestial:8000,1853.977
2024-07-04 07:43:34.211854,put,33.644829,2.1.celestial:8000,2810.854
2024-07-04 07:43:34.249977,get,36.888847,2.1.celestial:8000,2848.977
2024-07-04 07:43:35.212703,put,33.274168,2.1.celestial:8000,3811.703
2024-07-04 07:43:35.233341,get,19.517104,2.1.celestial:8000,3832.341
2024-07-04 07:43:36.208219,put,28.582361,2.1.celestial:8000,4807.219
2024-07-04 07:43:36.228778,get,19.439061,2.1.celestial:8000,4827.778
2024-07-04 07:43:37.220732,put,40.657763,2.1.celestial:8000,5819.732
2024-07-04 07:43:37.263319,get,41.487838,2.1.celestial:8000,5862.319
2024-07-04 07:43:38.208490,put,27.655295,2.1.celestial:8000,6807.49
2024-07-04 07:43:38.242773,get,32.667611,2.1.celestial:8000,6841.773
2024-07-04 07:43:39.216247,put,34.880139,2.1.celestial:8000,7815.247
2024-07-04 07:43:39.265856,get,46.509848,2.1.celestial:8000,7864.856
2024-07-04 07:43:40.201871,put,19.575062,2.1.celestial:8000,8800.871
2024-07-04 07:43:40.233257,get,28.232903,2.1.celestial:8000,8832.257
2024-07-04 07:43:41.200725,put,18.213924,2.1.celestial:8000,9799.725
2024-07-04 07:43:41.222447,get,20.597396,2.1.celestial:8000,9821.447
2024-07-04 07:43:42.203687,put,20.696384,2.1.celestial:8000,10802.687
2024-07-04 07:43:42.222959,get,18.249516,2.1.celestial:8000,10821.959
2024-07-04 07:43:43.203996,put,20.48351,2.1.celestial:8000,11802.996
2024-07-04 07:43:43.224816,get,17.850694,2.1.celestial:8000,11823.816
2024-07-04 07:43:44.201997,put,17.691434,2.1.celestial:8000,12800.997
2024-07-04 07:43:44.220234,get,17.062865,2.1.celestial:8000,12819.234
2024-07-04 07:43:45.203114,put,18.683562,2.1.celestial:8000,13802.114
2024-07-04 07:43:45.231305,get,27.18712,2.1.celestial:8000,13830.305
2024-07-04 07:43:46.216854,put,32.255776,2.1.celestial:8000,14815.854
2024-07-04 07:43:46.257278,get,39.341193,2.1.celestial:8000,14856.278
2024-07-04 07:43:47.214474,put,29.06996,2.1.celestial:8000,15813.474
2024-07-04 07:43:47.242748,get,26.98285,2.1.celestial:8000,15841.748
2024-07-04 07:43:48.215289,put,29.119922,2.1.celestial:8000,16814.289
2024-07-04 07:43:48.245112,get,28.583052,2.1.celestial:8000,16844.112
2024-07-04 07:43:49.217780,put,31.174671,2.1.celestial:8000,17816.78
2024-07-04 07:43:49.255410,get,36.454322,2.1.celestial:8000,17854.41
2024-07-04 07:43:50.216254,put,29.617725,2.1.celestial:8000,18815.254
2024-07-04 07:43:50.248914,get,30.922572,2.1.celestial:8000,18847.914
2024-07-04 07:43:51.218325,put,31.13873,2.1.celestial:8000,19817.325
2024-07-04 07:43:51.249436,get,30.053698,2.1.celestial:8000,19848.436
2024-07-04 07:43:52.206458,put,18.732714,2.1.celestial:8000,20805.458
2024-07-04 07:43:52.238063,get,30.488229,2.1.celestial:8000,20837.063
2024-07-04 07:43:53.217279,put,28.700366,2.1.celestial:8000,21816.279
2024-07-04 07:43:53.247233,get,28.918332,2.1.celestial:8000,21846.233
2024-07-04 07:43:54.207071,put,18.414554,2.1.celestial:8000,22806.071
2024-07-04 07:43:54.225283,get,17.132264,2.1.celestial:8000,22824.283
2024-07-04 07:43:55.219118,put,29.307022,2.1.celestial:8000,23818.118
