time,num_keys,time_ms
2024-07-03 13:13:24.793,1,90.0
2024-07-03 13:13:25.838,3,1135.0
2024-07-03 13:13:26.970,4,2267.0
2024-07-03 13:13:28.092,5,3389.0
2024-07-03 13:13:29.236,7,4533.0
2024-07-03 13:13:30.374,8,5671.0
2024-07-03 13:13:31.506,9,6803.0
2024-07-03 13:13:32.649,10,7946.0
2024-07-03 13:13:33.777,11,9074.0
2024-07-03 13:13:34.898,12,10195.0
2024-07-03 13:13:36.028,13,11325.0
2024-07-03 13:13:37.176,15,12473.0
2024-07-03 13:13:38.315,16,13612.0
2024-07-03 13:13:39.450,17,14747.0
2024-07-03 13:13:40.498,18,15795.0
2024-07-03 13:13:41.543,19,16840.0
2024-07-03 13:13:42.665,20,17962.0
2024-07-03 13:13:43.801,21,19098.0
2024-07-03 13:13:44.944,22,20241.0
2024-07-03 13:13:46.075,23,21372.0
2024-07-03 13:13:47.215,25,22512.0
2024-07-03 13:13:48.344,26,23641.0
2024-07-03 13:13:49.482,27,24779.0
2024-07-03 13:13:50.605,28,25902.0
2024-07-03 13:13:51.746,29,27043.0
2024-07-03 13:13:52.864,30,28161.0
2024-07-03 13:13:53.987,31,29284.0
2024-07-03 13:13:55.107,32,30404.0
2024-07-03 13:13:56.243,34,31540.0
2024-07-03 13:13:57.403,35,32700.0
2024-07-03 13:13:58.547,36,33844.0
2024-07-03 13:13:59.690,37,34987.0
2024-07-03 13:14:00.731,38,36028.0
2024-07-03 13:14:01.776,39,37073.0
2024-07-03 13:14:02.916,40,38213.0
2024-07-03 13:14:04.054,41,39351.0
2024-07-03 13:14:05.198,43,40495.0
2024-07-03 13:14:06.334,44,41631.0
2024-07-03 13:14:07.476,45,42773.0
2024-07-03 13:14:08.603,46,43900.0
2024-07-03 13:14:09.727,47,45024.0
2024-07-03 13:14:10.856,48,46153.0
2024-07-03 13:14:11.972,49,47269.0
2024-07-03 13:14:13.091,50,48388.0
2024-07-03 13:14:14.234,52,49531.0
2024-07-03 13:14:15.360,53,50657.0
2024-07-03 13:14:16.491,54,51788.0
2024-07-03 13:14:17.617,55,52914.0
2024-07-03 13:14:18.738,56,54035.0
2024-07-03 13:14:19.856,57,55153.0
2024-07-03 13:14:20.996,58,56293.0
2024-07-03 13:14:22.122,59,57419.0
2024-07-03 13:14:23.264,61,58561.0
2024-07-03 13:14:24.399,62,59696.0
2024-07-03 13:14:25.533,63,60830.0
2024-07-03 13:14:26.657,64,61954.0
2024-07-03 13:14:27.785,65,63082.0
2024-07-03 13:14:28.922,66,64219.0
2024-07-03 13:14:30.058,67,65355.0
2024-07-03 13:14:31.180,69,66477.0
2024-07-03 13:14:32.322,70,67619.0
2024-07-03 13:14:33.447,71,68744.0
2024-07-03 13:14:34.570,72,69867.0
2024-07-03 13:14:35.691,73,70988.0
2024-07-03 13:14:36.813,74,72110.0
2024-07-03 13:14:37.930,75,73227.0
2024-07-03 13:14:39.069,76,74366.0
2024-07-03 13:14:40.216,78,75513.0
2024-07-03 13:14:41.350,79,76647.0
2024-07-03 13:14:42.474,80,77771.0
2024-07-03 13:14:43.598,81,78895.0
2024-07-03 13:14:44.724,82,80021.0
2024-07-03 13:14:45.851,83,81148.0
2024-07-03 13:14:46.980,84,82277.0
2024-07-03 13:14:48.103,85,83400.0
2024-07-03 13:14:49.226,87,84523.0
2024-07-03 13:14:50.367,88,85664.0
