time,num_keys,time_ms
2024-07-03 15:40:12.672,1,73.0
2024-07-03 15:40:13.813,3,1214.0
2024-07-03 15:40:14.945,4,2346.0
2024-07-03 15:40:16.070,5,3471.0
2024-07-03 15:40:17.185,6,4586.0
2024-07-03 15:40:18.315,7,5716.0
2024-07-03 15:40:19.426,8,6827.0
2024-07-03 15:40:20.570,10,7971.0
2024-07-03 15:40:21.710,11,9111.0
2024-07-03 15:40:22.846,12,10247.0
2024-07-03 15:40:23.999,13,11400.0
2024-07-03 15:40:25.114,14,12515.0
2024-07-03 15:40:26.250,15,13651.0
2024-07-03 15:40:27.398,16,14799.0
2024-07-03 15:40:28.546,18,15947.0
2024-07-03 15:40:29.666,19,17067.0
2024-07-03 15:40:30.796,20,18197.0
2024-07-03 15:40:31.943,21,19344.0
2024-07-03 15:40:33.081,22,20482.0
2024-07-03 15:40:34.212,23,21613.0
2024-07-03 15:40:35.356,24,22757.0
2024-07-03 15:40:36.490,25,23891.0
2024-07-03 15:40:37.612,27,25013.0
2024-07-03 15:40:38.742,28,26143.0
2024-07-03 15:40:39.871,29,27272.0
2024-07-03 15:40:41.003,30,28404.0
2024-07-03 15:40:42.146,31,29547.0
2024-07-03 15:40:43.276,32,30677.0
2024-07-03 15:40:44.418,33,31819.0
2024-07-03 15:40:45.565,35,32966.0
2024-07-03 15:40:46.716,36,34117.0
2024-07-03 15:40:47.867,37,35268.0
2024-07-03 15:40:48.999,38,36400.0
2024-07-03 15:40:50.138,39,37539.0
2024-07-03 15:40:51.278,40,38679.0
2024-07-03 15:40:52.405,41,39806.0
2024-07-03 15:40:53.529,42,40930.0
2024-07-03 15:40:54.668,44,42069.0
2024-07-03 15:40:55.809,45,43210.0
2024-07-03 15:40:56.935,46,44336.0
2024-07-03 15:40:58.085,47,45486.0
2024-07-03 15:40:59.232,48,46633.0
2024-07-03 15:41:00.357,49,47758.0
2024-07-03 15:41:01.495,50,48896.0
2024-07-03 15:41:02.645,52,50046.0
2024-07-03 15:41:03.772,53,51173.0
2024-07-03 15:41:04.902,54,52303.0
2024-07-03 15:41:06.037,55,53438.0
2024-07-03 15:41:07.164,56,54565.0
2024-07-03 15:41:08.307,57,55708.0
2024-07-03 15:41:09.459,58,56860.0
2024-07-03 15:41:10.591,60,57992.0
2024-07-03 15:41:11.735,61,59136.0
2024-07-03 15:41:12.770,62,60171.0
2024-07-03 15:41:13.803,63,61204.0
2024-07-03 15:41:14.837,64,62238.0
2024-07-03 15:41:15.871,65,63272.0
2024-07-03 15:41:16.906,66,64307.0
2024-07-03 15:41:17.941,67,65342.0
2024-07-03 15:41:18.976,68,66377.0
2024-07-03 15:41:20.011,69,67412.0
2024-07-03 15:41:21.044,70,68445.0
2024-07-03 15:41:22.077,71,69478.0
2024-07-03 15:41:23.109,72,70510.0
2024-07-03 15:41:24.142,73,71543.0
2024-07-03 15:41:25.175,74,72576.0
2024-07-03 15:41:26.207,75,73608.0
2024-07-03 15:41:27.248,76,74649.0
2024-07-03 15:41:28.285,77,75686.0
2024-07-03 15:41:29.318,78,76719.0
2024-07-03 15:41:30.351,79,77752.0
2024-07-03 15:41:31.385,80,78786.0
2024-07-03 15:41:32.420,81,79821.0
2024-07-03 15:41:33.612,83,81013.0
2024-07-03 15:41:34.778,84,82179.0
2024-07-03 15:41:35.941,85,83342.0
2024-07-03 15:41:37.100,86,84501.0
2024-07-03 15:41:38.255,87,85656.0
2024-07-03 15:41:39.436,88,86837.0
2024-07-03 15:41:40.595,90,87996.0
2024-07-03 15:41:41.755,91,89156.0
2024-07-03 15:41:42.915,92,90316.0
2024-07-03 15:41:44.075,93,91476.0
2024-07-03 15:41:45.250,94,92651.0
2024-07-03 15:41:46.421,95,93822.0
2024-07-03 15:41:47.606,97,95007.0
2024-07-03 15:41:48.771,98,96172.0
