time,gst,sat,time_ms
2024-07-03 16:09:23.698,redmond,2.1.celestial,25.0
2024-07-03 16:12:48.617,redmond,1.1.celestial,204944.0
2024-07-03 16:17:04.626,redmond,0.1.celestial,460953.0
2024-07-03 16:21:28.598,redmond,21.1.celestial,724925.0
