time,gst,sat,time_ms
2024-07-03 12:48:29.559,redmond,2.1.celestial,23.0
2024-07-03 12:51:59.469,redmond,1.1.celestial,209933.0
2024-07-03 12:56:31.657,redmond,0.1.celestial,482121.0
2024-07-03 13:00:56.771,redmond,21.1.celestial,747235.0
