time,gst,sat,delay,time_ms
2024-07-04 07:21:57.278,redmond,1-2,2776.0,-20354.0
2024-07-04 07:22:17.677,redmond,1-2,2776.0,45.0
2024-07-04 07:22:17.718,redmond,1-2,2776.0,86.0
2024-07-04 07:22:17.754,redmond,1-2,2776.0,122.0
2024-07-04 07:22:17.790,redmond,1-2,2776.0,158.0
2024-07-04 07:22:17.828,redmond,1-2,2776.0,196.0
2024-07-04 07:22:17.865,redmond,1-2,2776.0,233.0
2024-07-04 07:22:17.902,redmond,1-2,2776.0,270.0
2024-07-04 07:22:17.939,redmond,1-2,2776.0,307.0
2024-07-04 07:22:17.976,redmond,1-2,2776.0,344.0
2024-07-04 07:22:18.013,redmond,1-2,2776.0,381.0
2024-07-04 07:22:18.049,redmond,1-2,2776.0,417.0
2024-07-04 07:22:18.087,redmond,1-2,2776.0,455.0
2024-07-04 07:22:18.123,redmond,1-2,2776.0,491.0
2024-07-04 07:22:18.160,redmond,1-2,2776.0,528.0
2024-07-04 07:22:18.198,redmond,1-2,2776.0,566.0
2024-07-04 07:22:18.236,redmond,1-2,2776.0,604.0
2024-07-04 07:22:18.274,redmond,1-2,2776.0,642.0
2024-07-04 07:22:18.311,redmond,1-2,2776.0,679.0
2024-07-04 07:22:18.348,redmond,1-2,2776.0,716.0
2024-07-04 07:22:18.385,redmond,1-2,2776.0,753.0
2024-07-04 07:22:18.422,redmond,1-2,2776.0,790.0
2024-07-04 07:22:18.459,redmond,1-2,2776.0,827.0
2024-07-04 07:22:18.491,redmond,1-2,2776.0,859.0
2024-07-04 07:22:18.522,redmond,1-2,2776.0,890.0
2024-07-04 07:22:18.552,redmond,1-2,2776.0,920.0
2024-07-04 07:22:18.582,redmond,1-2,2776.0,950.0
2024-07-04 07:22:18.612,redmond,1-2,2776.0,980.0
2024-07-04 07:22:18.642,redmond,1-2,2776.0,1010.0
2024-07-04 07:22:18.672,redmond,1-2,2776.0,1040.0
2024-07-04 07:22:18.703,redmond,1-2,2776.0,1071.0
2024-07-04 07:22:18.734,redmond,1-2,2776.0,1102.0
2024-07-04 07:22:18.764,redmond,1-2,2776.0,1132.0
2024-07-04 07:22:18.795,redmond,1-2,2776.0,1163.0
2024-07-04 07:22:18.826,redmond,1-2,2776.0,1194.0
2024-07-04 07:22:18.857,redmond,1-2,2776.0,1225.0
2024-07-04 07:22:18.888,redmond,1-2,2776.0,1256.0
2024-07-04 07:22:18.919,redmond,1-2,2776.0,1287.0
2024-07-04 07:22:18.949,redmond,1-2,2776.0,1317.0
2024-07-04 07:22:18.980,redmond,1-2,2776.0,1348.0
2024-07-04 07:22:19.009,redmond,1-2,2776.0,1377.0
2024-07-04 07:22:19.040,redmond,1-2,2776.0,1408.0
2024-07-04 07:22:19.071,redmond,1-2,2776.0,1439.0
2024-07-04 07:22:19.102,redmond,1-2,2776.0,1470.0
2024-07-04 07:22:19.132,redmond,1-2,2776.0,1500.0
2024-07-04 07:22:19.162,redmond,1-2,2776.0,1530.0
2024-07-04 07:22:19.192,redmond,1-2,2776.0,1560.0
2024-07-04 07:22:19.223,redmond,1-2,2776.0,1591.0
2024-07-04 07:22:19.254,redmond,1-2,2776.0,1622.0
2024-07-04 07:22:19.286,redmond,1-2,2776.0,1654.0
2024-07-04 07:22:19.317,redmond,1-2,2776.0,1685.0
2024-07-04 07:22:19.348,redmond,1-2,2776.0,1716.0
2024-07-04 07:22:19.380,redmond,1-2,2776.0,1748.0
2024-07-04 07:22:19.410,redmond,1-2,2776.0,1778.0
2024-07-04 07:22:19.440,redmond,1-2,2776.0,1808.0
2024-07-04 07:22:19.469,redmond,1-2,2776.0,1837.0
2024-07-04 07:22:19.499,redmond,1-2,2776.0,1867.0
2024-07-04 07:22:19.531,redmond,1-2,2776.0,1899.0
2024-07-04 07:22:19.562,redmond,1-2,2776.0,1930.0
2024-07-04 07:22:19.593,redmond,1-2,2776.0,1961.0
2024-07-04 07:22:19.624,redmond,1-2,2776.0,1992.0
2024-07-04 07:22:19.654,redmond,1-2,2776.0,2022.0
2024-07-04 07:22:19.684,redmond,1-2,2776.0,2052.0
2024-07-04 07:22:19.714,redmond,1-2,2776.0,2082.0
2024-07-04 07:22:19.744,redmond,1-2,2776.0,2112.0
2024-07-04 07:22:19.774,redmond,1-2,2776.0,2142.0
2024-07-04 07:22:19.806,redmond,1-2,2776.0,2174.0
2024-07-04 07:22:19.836,redmond,1-2,2776.0,2204.0
2024-07-04 07:22:19.867,redmond,1-2,2776.0,2235.0
2024-07-04 07:22:19.897,redmond,1-2,2776.0,2265.0
2024-07-04 07:22:19.928,redmond,1-2,2776.0,2296.0
2024-07-04 07:22:19.961,redmond,1-2,2776.0,2329.0
2024-07-04 07:22:19.990,redmond,1-2,2776.0,2358.0
2024-07-04 07:22:20.020,redmond,1-2,2776.0,2388.0
2024-07-04 07:22:20.050,redmond,1-2,2776.0,2418.0
2024-07-04 07:22:20.080,redmond,1-2,2776.0,2448.0
2024-07-04 07:22:20.111,redmond,1-2,2776.0,2479.0
2024-07-04 07:22:20.140,redmond,1-2,2776.0,2508.0
2024-07-04 07:22:20.171,redmond,1-2,2776.0,2539.0
2024-07-04 07:22:20.202,redmond,1-2,2776.0,2570.0
2024-07-04 07:22:20.231,redmond,1-2,2776.0,2599.0
2024-07-04 07:22:20.261,redmond,1-2,2776.0,2629.0
2024-07-04 07:22:20.292,redmond,1-2,2776.0,2660.0
2024-07-04 07:22:20.323,redmond,1-2,2776.0,2691.0
2024-07-04 07:22:20.353,redmond,1-2,2776.0,2721.0
2024-07-04 07:22:20.383,redmond,1-2,2776.0,2751.0
2024-07-04 07:22:20.413,redmond,1-2,2776.0,2781.0
2024-07-04 07:22:20.442,redmond,1-2,2776.0,2810.0
2024-07-04 07:22:20.472,redmond,1-2,2776.0,2840.0
2024-07-04 07:22:20.502,redmond,1-2,2776.0,2870.0
2024-07-04 07:22:20.532,redmond,1-2,2776.0,2900.0
2024-07-04 07:22:20.562,redmond,1-2,2776.0,2930.0
2024-07-04 07:22:20.591,redmond,1-2,2776.0,2959.0
2024-07-04 07:22:20.621,redmond,1-2,2776.0,2989.0
2024-07-04 07:22:20.651,redmond,1-2,2776.0,3019.0
2024-07-04 07:22:20.681,redmond,1-2,2776.0,3049.0
2024-07-04 07:22:20.711,redmond,1-2,2776.0,3079.0
2024-07-04 07:22:20.741,redmond,1-2,2776.0,3109.0
2024-07-04 07:22:20.771,redmond,1-2,2776.0,3139.0
2024-07-04 07:22:20.801,redmond,1-2,2776.0,3169.0
2024-07-04 07:22:20.831,redmond,1-2,2776.0,3199.0
2024-07-04 07:22:20.861,redmond,1-2,2776.0,3229.0
2024-07-04 07:22:20.891,redmond,1-2,2776.0,3259.0
2024-07-04 07:22:20.921,redmond,1-2,2776.0,3289.0
2024-07-04 07:22:20.951,redmond,1-2,2776.0,3319.0
2024-07-04 07:22:20.984,redmond,1-2,2776.0,3352.0
2024-07-04 07:22:21.014,redmond,1-2,2776.0,3382.0
2024-07-04 07:22:21.045,redmond,1-2,2776.0,3413.0
2024-07-04 07:22:21.074,redmond,1-2,2776.0,3442.0
2024-07-04 07:22:21.106,redmond,1-2,2776.0,3474.0
2024-07-04 07:22:21.136,redmond,1-2,2776.0,3504.0
2024-07-04 07:22:21.166,redmond,1-2,2776.0,3534.0
2024-07-04 07:22:21.196,redmond,1-2,2776.0,3564.0
2024-07-04 07:22:21.226,redmond,1-2,2776.0,3594.0
2024-07-04 07:22:21.256,redmond,1-2,2776.0,3624.0
2024-07-04 07:22:21.287,redmond,1-2,2776.0,3655.0
2024-07-04 07:22:21.317,redmond,1-2,2776.0,3685.0
2024-07-04 07:22:21.348,redmond,1-2,2776.0,3716.0
2024-07-04 07:22:21.378,redmond,1-2,2776.0,3746.0
2024-07-04 07:22:21.409,redmond,1-2,2776.0,3777.0
2024-07-04 07:22:21.440,redmond,1-2,2776.0,3808.0
2024-07-04 07:22:21.470,redmond,1-2,2776.0,3838.0
2024-07-04 07:22:21.500,redmond,1-2,2776.0,3868.0
2024-07-04 07:22:21.530,redmond,1-2,2776.0,3898.0
2024-07-04 07:22:21.559,redmond,1-2,2776.0,3927.0
2024-07-04 07:22:21.589,redmond,1-2,2776.0,3957.0
2024-07-04 07:22:21.618,redmond,1-2,2776.0,3986.0
2024-07-04 07:22:21.648,redmond,1-2,2776.0,4016.0
2024-07-04 07:22:21.678,redmond,1-2,2776.0,4046.0
2024-07-04 07:22:21.707,redmond,1-2,2776.0,4075.0
2024-07-04 07:22:21.736,redmond,1-2,2776.0,4104.0
2024-07-04 07:22:21.766,redmond,1-2,2776.0,4134.0
2024-07-04 07:22:21.796,redmond,1-2,2776.0,4164.0
2024-07-04 07:22:21.827,redmond,1-2,2776.0,4195.0
2024-07-04 07:22:21.857,redmond,1-2,2776.0,4225.0
2024-07-04 07:22:21.886,redmond,1-2,2776.0,4254.0
