time,num_keys,time_ms
2024-07-03 16:09:23.748,1,75.0
2024-07-03 16:09:24.895,3,1222.0
2024-07-03 16:09:26.019,4,2346.0
2024-07-03 16:09:27.163,5,3490.0
2024-07-03 16:09:28.305,6,4632.0
2024-07-03 16:09:29.451,7,5778.0
2024-07-03 16:09:30.579,8,6906.0
2024-07-03 16:09:31.730,10,8057.0
2024-07-03 16:09:32.875,11,9202.0
2024-07-03 16:09:34.051,12,10378.0
2024-07-03 16:09:35.198,13,11525.0
2024-07-03 16:09:36.341,14,12668.0
2024-07-03 16:09:37.483,15,13810.0
2024-07-03 16:09:38.623,16,14950.0
2024-07-03 16:09:39.769,18,16096.0
2024-07-03 16:09:40.814,19,17141.0
2024-07-03 16:09:41.866,20,18193.0
2024-07-03 16:09:42.995,21,19322.0
2024-07-03 16:09:44.126,22,20453.0
2024-07-03 16:09:45.274,23,21601.0
2024-07-03 16:09:46.412,24,22739.0
2024-07-03 16:09:47.542,25,23869.0
2024-07-03 16:09:48.676,27,25003.0
2024-07-03 16:09:49.819,28,26146.0
2024-07-03 16:09:50.960,29,27287.0
2024-07-03 16:09:52.100,30,28427.0
2024-07-03 16:09:53.236,31,29563.0
2024-07-03 16:09:54.386,32,30713.0
2024-07-03 16:09:55.519,33,31846.0
2024-07-03 16:09:56.642,34,32969.0
2024-07-03 16:09:57.792,36,34119.0
2024-07-03 16:09:58.927,37,35254.0
2024-07-03 16:10:00.068,38,36395.0
2024-07-03 16:10:01.199,39,37526.0
2024-07-03 16:10:02.339,40,38666.0
2024-07-03 16:10:03.388,41,39715.0
2024-07-03 16:10:04.521,42,40848.0
2024-07-03 16:10:05.654,43,41981.0
2024-07-03 16:10:06.801,45,43128.0
2024-07-03 16:10:07.940,46,44267.0
2024-07-03 16:10:09.066,47,45393.0
2024-07-03 16:10:10.218,48,46545.0
2024-07-03 16:10:11.264,49,47591.0
2024-07-03 16:10:12.398,50,48725.0
2024-07-03 16:10:13.531,51,49858.0
2024-07-03 16:10:14.668,52,50995.0
