time,num_keys,time_ms
2024-07-03 12:48:29.699,1,163.0
2024-07-03 12:48:30.828,4,1292.0
2024-07-03 12:48:31.958,5,2422.0
2024-07-03 12:48:33.108,6,3572.0
2024-07-03 12:48:34.233,7,4697.0
2024-07-03 12:48:35.279,8,5743.0
2024-07-03 12:48:36.325,9,6789.0
2024-07-03 12:48:37.388,10,7852.0
2024-07-03 12:48:38.520,11,8984.0
2024-07-03 12:48:39.655,12,10119.0
2024-07-03 12:48:40.797,14,11261.0
2024-07-03 12:48:41.920,15,12384.0
2024-07-03 12:48:43.064,16,13528.0
2024-07-03 12:48:44.187,17,14651.0
2024-07-03 12:48:45.316,18,15780.0
2024-07-03 12:48:46.442,19,16906.0
2024-07-03 12:48:47.590,20,18054.0
2024-07-03 12:48:48.721,21,19185.0
2024-07-03 12:48:49.836,23,20300.0
2024-07-03 12:48:50.881,24,21345.0
2024-07-03 12:48:51.995,25,22459.0
2024-07-03 12:48:53.121,26,23585.0
2024-07-03 12:48:54.249,27,24713.0
2024-07-03 12:48:55.386,28,25850.0
2024-07-03 12:48:56.510,29,26974.0
2024-07-03 12:48:57.660,30,28124.0
2024-07-03 12:48:58.813,31,29277.0
2024-07-03 12:48:59.932,33,30396.0
2024-07-03 12:49:01.079,34,31543.0
2024-07-03 12:49:02.229,35,32693.0
2024-07-03 12:49:03.372,36,33836.0
2024-07-03 12:49:04.520,37,34984.0
2024-07-03 12:49:05.670,38,36134.0
2024-07-03 12:49:06.803,39,37267.0
2024-07-03 12:49:07.938,41,38402.0
2024-07-03 12:49:09.076,42,39540.0
2024-07-03 12:49:10.225,43,40689.0
2024-07-03 12:49:11.363,44,41827.0
2024-07-03 12:49:12.494,45,42958.0
2024-07-03 12:49:13.630,46,44094.0
2024-07-03 12:49:14.779,47,45243.0
2024-07-03 12:49:15.915,49,46379.0
2024-07-03 12:49:17.062,50,47526.0
2024-07-03 12:49:18.210,51,48674.0
2024-07-03 12:49:19.352,52,49816.0
2024-07-03 12:49:20.499,53,50963.0
2024-07-03 12:49:21.623,54,52087.0
2024-07-03 12:49:22.772,55,53236.0
