time,gst,sat,time_ms
2024-07-04 07:22:17.655,redmond,2.1.celestial,23.0
2024-07-04 07:25:29.135,redmond,1.1.celestial,191503.0
2024-07-04 07:30:00.127,redmond,0.1.celestial,462495.0
2024-07-04 07:34:24.124,redmond,21.1.celestial,726492.0
