time,gst,sat,delay,time_ms
2024-07-04 07:43:09.128,redmond,1-2,2776.0,-22273.0
2024-07-04 07:43:31.447,redmond,1-2,2776.0,46.0
2024-07-04 07:43:31.477,redmond,1-2,2776.0,76.0
2024-07-04 07:43:31.507,redmond,1-2,2776.0,106.0
2024-07-04 07:43:31.538,redmond,1-2,2776.0,137.0
2024-07-04 07:43:31.568,redmond,1-2,2776.0,167.0
2024-07-04 07:43:31.601,redmond,1-2,2776.0,200.0
2024-07-04 07:43:31.631,redmond,1-2,2776.0,230.0
2024-07-04 07:43:31.661,redmond,1-2,2776.0,260.0
2024-07-04 07:43:31.691,redmond,1-2,2776.0,290.0
2024-07-04 07:43:31.721,redmond,1-2,2776.0,320.0
2024-07-04 07:43:31.751,redmond,1-2,2776.0,350.0
2024-07-04 07:43:31.781,redmond,1-2,2776.0,380.0
2024-07-04 07:43:31.811,redmond,1-2,2776.0,410.0
2024-07-04 07:43:31.841,redmond,1-2,2776.0,440.0
2024-07-04 07:43:31.877,redmond,1-2,2776.0,476.0
2024-07-04 07:43:31.907,redmond,1-2,2776.0,506.0
2024-07-04 07:43:31.936,redmond,1-2,2776.0,535.0
2024-07-04 07:43:31.966,redmond,1-2,2776.0,565.0
2024-07-04 07:43:31.996,redmond,1-2,2776.0,595.0
2024-07-04 07:43:32.026,redmond,1-2,2776.0,625.0
2024-07-04 07:43:32.056,redmond,1-2,2776.0,655.0
2024-07-04 07:43:32.085,redmond,1-2,2776.0,684.0
2024-07-04 07:43:32.119,redmond,1-2,2776.0,718.0
2024-07-04 07:43:32.153,redmond,1-2,2776.0,752.0
2024-07-04 07:43:32.187,redmond,1-2,2776.0,786.0
2024-07-04 07:43:32.219,redmond,1-2,2776.0,818.0
2024-07-04 07:43:32.249,redmond,1-2,2776.0,848.0
2024-07-04 07:43:32.279,redmond,1-2,2776.0,878.0
2024-07-04 07:43:32.309,redmond,1-2,2776.0,908.0
2024-07-04 07:43:32.339,redmond,1-2,2776.0,938.0
2024-07-04 07:43:32.369,redmond,1-2,2776.0,968.0
2024-07-04 07:43:32.399,redmond,1-2,2776.0,998.0
2024-07-04 07:43:32.429,redmond,1-2,2776.0,1028.0
2024-07-04 07:43:32.459,redmond,1-2,2776.0,1058.0
2024-07-04 07:43:32.489,redmond,1-2,2776.0,1088.0
2024-07-04 07:43:32.519,redmond,1-2,2776.0,1118.0
2024-07-04 07:43:32.550,redmond,1-2,2776.0,1149.0
2024-07-04 07:43:32.579,redmond,1-2,2776.0,1178.0
2024-07-04 07:43:32.609,redmond,1-2,2776.0,1208.0
2024-07-04 07:43:32.640,redmond,1-2,2776.0,1239.0
2024-07-04 07:43:32.670,redmond,1-2,2776.0,1269.0
2024-07-04 07:43:32.700,redmond,1-2,2776.0,1299.0
2024-07-04 07:43:32.733,redmond,1-2,2776.0,1332.0
2024-07-04 07:43:32.762,redmond,1-2,2776.0,1361.0
2024-07-04 07:43:32.793,redmond,1-2,2776.0,1392.0
2024-07-04 07:43:32.823,redmond,1-2,2776.0,1422.0
2024-07-04 07:43:32.853,redmond,1-2,2776.0,1452.0
2024-07-04 07:43:32.883,redmond,1-2,2776.0,1482.0
2024-07-04 07:43:32.913,redmond,1-2,2776.0,1512.0
2024-07-04 07:43:32.943,redmond,1-2,2776.0,1542.0
2024-07-04 07:43:32.973,redmond,1-2,2776.0,1572.0
2024-07-04 07:43:33.003,redmond,1-2,2776.0,1602.0
2024-07-04 07:43:33.034,redmond,1-2,2776.0,1633.0
2024-07-04 07:43:33.064,redmond,1-2,2776.0,1663.0
2024-07-04 07:43:33.094,redmond,1-2,2776.0,1693.0
2024-07-04 07:43:33.124,redmond,1-2,2776.0,1723.0
2024-07-04 07:43:33.154,redmond,1-2,2776.0,1753.0
2024-07-04 07:43:33.184,redmond,1-2,2776.0,1783.0
2024-07-04 07:43:33.215,redmond,1-2,2776.0,1814.0
2024-07-04 07:43:33.245,redmond,1-2,2776.0,1844.0
2024-07-04 07:43:33.275,redmond,1-2,2776.0,1874.0
2024-07-04 07:43:33.305,redmond,1-2,2776.0,1904.0
2024-07-04 07:43:33.335,redmond,1-2,2776.0,1934.0
2024-07-04 07:43:33.365,redmond,1-2,2776.0,1964.0
2024-07-04 07:43:33.395,redmond,1-2,2776.0,1994.0
2024-07-04 07:43:33.424,redmond,1-2,2776.0,2023.0
2024-07-04 07:43:33.454,redmond,1-2,2776.0,2053.0
2024-07-04 07:43:33.483,redmond,1-2,2776.0,2082.0
2024-07-04 07:43:33.514,redmond,1-2,2776.0,2113.0
2024-07-04 07:43:33.543,redmond,1-2,2776.0,2142.0
2024-07-04 07:43:33.573,redmond,1-2,2776.0,2172.0
2024-07-04 07:43:33.604,redmond,1-2,2776.0,2203.0
2024-07-04 07:43:33.634,redmond,1-2,2776.0,2233.0
2024-07-04 07:43:33.664,redmond,1-2,2776.0,2263.0
2024-07-04 07:43:33.694,redmond,1-2,2776.0,2293.0
2024-07-04 07:43:33.724,redmond,1-2,2776.0,2323.0
2024-07-04 07:43:33.754,redmond,1-2,2776.0,2353.0
2024-07-04 07:43:33.785,redmond,1-2,2776.0,2384.0
2024-07-04 07:43:33.815,redmond,1-2,2776.0,2414.0
2024-07-04 07:43:33.846,redmond,1-2,2776.0,2445.0
2024-07-04 07:43:33.877,redmond,1-2,2776.0,2476.0
2024-07-04 07:43:33.907,redmond,1-2,2776.0,2506.0
2024-07-04 07:43:33.938,redmond,1-2,2776.0,2537.0
2024-07-04 07:43:33.968,redmond,1-2,2776.0,2567.0
2024-07-04 07:43:33.998,redmond,1-2,2776.0,2597.0
2024-07-04 07:43:34.028,redmond,1-2,2776.0,2627.0
