time,gst,sat,delay,time_ms
2024-07-04 07:00:39.164,redmond,1-2,2776.0,7560.0
2024-07-04 07:00:39.195,redmond,1-2,2776.0,7591.0
2024-07-04 07:00:39.224,redmond,1-2,2776.0,7620.0
2024-07-04 07:00:39.254,redmond,1-2,2776.0,7650.0
2024-07-04 07:00:39.283,redmond,1-2,2776.0,7679.0
2024-07-04 07:00:39.313,redmond,1-2,2776.0,7709.0
2024-07-04 07:00:39.342,redmond,1-2,2776.0,7738.0
2024-07-04 07:00:39.372,redmond,1-2,2776.0,7768.0
2024-07-04 07:00:39.401,redmond,1-2,2776.0,7797.0
2024-07-04 07:00:39.431,redmond,1-2,2776.0,7827.0
2024-07-04 07:00:39.461,redmond,1-2,2776.0,7857.0
2024-07-04 07:00:39.492,redmond,1-2,2776.0,7888.0
2024-07-04 07:00:39.522,redmond,1-2,2776.0,7918.0
2024-07-04 07:00:39.553,redmond,1-2,2776.0,7949.0
2024-07-04 07:00:39.583,redmond,1-2,2776.0,7979.0
2024-07-04 07:00:39.614,redmond,1-2,2776.0,8010.0
2024-07-04 07:00:39.645,redmond,1-2,2776.0,8041.0
2024-07-04 07:00:39.675,redmond,1-2,2776.0,8071.0
2024-07-04 07:00:39.706,redmond,1-2,2776.0,8102.0
2024-07-04 07:00:39.735,redmond,1-2,2776.0,8131.0
2024-07-04 07:00:39.765,redmond,1-2,2776.0,8161.0
2024-07-04 07:00:39.794,redmond,1-2,2776.0,8190.0
2024-07-04 07:00:39.824,redmond,1-2,2776.0,8220.0
2024-07-04 07:00:39.853,redmond,1-2,2776.0,8249.0
2024-07-04 07:00:39.883,redmond,1-2,2776.0,8279.0
2024-07-04 07:00:39.913,redmond,1-2,2268.0,8309.0
2024-07-04 07:00:39.944,redmond,1-2,2268.0,8340.0
2024-07-04 07:00:39.973,redmond,1-2,2268.0,8369.0
2024-07-04 07:00:40.002,redmond,1-2,2268.0,8398.0
2024-07-04 07:00:40.032,redmond,1-2,2268.0,8428.0
2024-07-04 07:00:40.062,redmond,1-2,2268.0,8458.0
2024-07-04 07:00:40.092,redmond,1-2,2268.0,8488.0
2024-07-04 07:00:40.122,redmond,1-2,2268.0,8518.0
2024-07-04 07:00:40.151,redmond,1-2,2268.0,8547.0
2024-07-04 07:00:40.181,redmond,1-2,2268.0,8577.0
2024-07-04 07:00:40.211,redmond,1-2,2268.0,8607.0
2024-07-04 07:00:40.241,redmond,1-2,2268.0,8637.0
2024-07-04 07:00:40.271,redmond,1-2,2268.0,8667.0
2024-07-04 07:00:40.301,redmond,1-2,2268.0,8697.0
2024-07-04 07:00:40.330,redmond,1-2,2268.0,8726.0
2024-07-04 07:00:40.360,redmond,1-2,2268.0,8756.0
2024-07-04 07:00:40.390,redmond,1-2,2268.0,8786.0
2024-07-04 07:00:40.420,redmond,1-2,2268.0,8816.0
2024-07-04 07:00:40.450,redmond,1-2,2268.0,8846.0
2024-07-04 07:00:40.480,redmond,1-2,2268.0,8876.0
2024-07-04 07:00:40.510,redmond,1-2,2268.0,8906.0
2024-07-04 07:00:40.539,redmond,1-2,2268.0,8935.0
2024-07-04 07:00:40.569,redmond,1-2,2268.0,8965.0
2024-07-04 07:00:40.599,redmond,1-2,2268.0,8995.0
2024-07-04 07:00:40.629,redmond,1-2,2268.0,9025.0
2024-07-04 07:00:40.659,redmond,1-2,2268.0,9055.0
2024-07-04 07:00:40.689,redmond,1-2,2268.0,9085.0
2024-07-04 07:00:40.719,redmond,1-2,2268.0,9115.0
2024-07-04 07:00:40.750,redmond,1-2,2268.0,9146.0
2024-07-04 07:00:40.780,redmond,1-2,2268.0,9176.0
2024-07-04 07:00:40.810,redmond,1-2,2268.0,9206.0
2024-07-04 07:00:40.841,redmond,1-2,2268.0,9237.0
2024-07-04 07:00:40.871,redmond,1-2,2268.0,9267.0
2024-07-04 07:00:40.901,redmond,1-2,2268.0,9297.0
2024-07-04 07:00:40.930,redmond,1-2,2268.0,9326.0
2024-07-04 07:00:40.960,redmond,1-2,2268.0,9356.0
2024-07-04 07:00:40.990,redmond,1-2,2268.0,9386.0
2024-07-04 07:00:41.020,redmond,1-2,2268.0,9416.0
2024-07-04 07:00:41.050,redmond,1-2,2268.0,9446.0
2024-07-04 07:00:41.080,redmond,1-2,2268.0,9476.0
2024-07-04 07:00:41.110,redmond,1-2,2268.0,9506.0
2024-07-04 07:00:41.140,redmond,1-2,2268.0,9536.0
2024-07-04 07:00:41.169,redmond,1-2,2268.0,9565.0
2024-07-04 07:00:41.199,redmond,1-2,2268.0,9595.0
2024-07-04 07:00:41.229,redmond,1-2,2268.0,9625.0
2024-07-04 07:00:41.259,redmond,1-2,2268.0,9655.0
2024-07-04 07:00:41.290,redmond,1-2,2268.0,9686.0
2024-07-04 07:00:41.320,redmond,1-2,2268.0,9716.0
2024-07-04 07:00:41.350,redmond,1-2,2268.0,9746.0
2024-07-04 07:00:41.380,redmond,1-2,2268.0,9776.0
2024-07-04 07:00:41.410,redmond,1-2,2268.0,9806.0
2024-07-04 07:00:41.440,redmond,1-2,2268.0,9836.0
2024-07-04 07:00:41.471,redmond,1-2,2268.0,9867.0
2024-07-04 07:00:41.501,redmond,1-2,2268.0,9897.0
2024-07-04 07:00:41.531,redmond,1-2,2268.0,9927.0
2024-07-04 07:00:41.561,redmond,1-2,2268.0,9957.0
2024-07-04 07:00:41.591,redmond,1-2,2268.0,9987.0
2024-07-04 07:00:41.621,redmond,1-2,2268.0,10017.0
2024-07-04 07:00:41.651,redmond,1-2,2268.0,10047.0
2024-07-04 07:00:41.683,redmond,1-2,2268.0,10079.0
2024-07-04 07:00:41.714,redmond,1-2,2268.0,10110.0
2024-07-04 07:00:41.744,redmond,1-2,2268.0,10140.0
2024-07-04 07:00:41.774,redmond,1-2,2268.0,10170.0
2024-07-04 07:00:41.804,redmond,1-2,2268.0,10200.0
2024-07-04 07:00:41.834,redmond,1-2,2268.0,10230.0
2024-07-04 07:00:41.864,redmond,1-2,2268.0,10260.0
2024-07-04 07:00:41.894,redmond,1-2,2268.0,10290.0
2024-07-04 07:00:41.926,redmond,1-2,2268.0,10322.0
2024-07-04 07:00:41.956,redmond,1-2,2268.0,10352.0
2024-07-04 07:00:41.987,redmond,1-2,2268.0,10383.0
2024-07-04 07:00:42.019,redmond,1-2,2268.0,10415.0
2024-07-04 07:00:42.049,redmond,1-2,2268.0,10445.0
2024-07-04 07:00:42.078,redmond,1-2,2268.0,10474.0
2024-07-04 07:00:42.109,redmond,1-2,2268.0,10505.0
2024-07-04 07:00:42.139,redmond,1-2,2268.0,10535.0
2024-07-04 07:00:42.169,redmond,1-2,2268.0,10565.0
2024-07-04 07:00:42.199,redmond,1-2,2268.0,10595.0
2024-07-04 07:00:42.229,redmond,1-2,2268.0,10625.0
2024-07-04 07:00:42.258,redmond,1-2,2268.0,10654.0
2024-07-04 07:00:42.288,redmond,1-2,2268.0,10684.0
2024-07-04 07:00:42.319,redmond,1-2,2268.0,10715.0
2024-07-04 07:00:42.350,redmond,1-2,2268.0,10746.0
2024-07-04 07:00:42.380,redmond,1-2,2268.0,10776.0
2024-07-04 07:00:42.411,redmond,1-2,2268.0,10807.0
2024-07-04 07:00:42.442,redmond,1-2,2268.0,10838.0
2024-07-04 07:00:42.473,redmond,1-2,2268.0,10869.0
2024-07-04 07:00:42.503,redmond,1-2,2268.0,10899.0
2024-07-04 07:00:42.533,redmond,1-2,2268.0,10929.0
2024-07-04 07:00:42.564,redmond,1-2,2268.0,10960.0
2024-07-04 07:00:42.594,redmond,1-2,2268.0,10990.0
2024-07-04 07:00:42.624,redmond,1-2,2268.0,11020.0
2024-07-04 07:00:42.656,redmond,1-2,2268.0,11052.0
2024-07-04 07:00:42.686,redmond,1-2,2268.0,11082.0
2024-07-04 07:00:42.717,redmond,1-2,2268.0,11113.0
2024-07-04 07:00:42.747,redmond,1-2,2268.0,11143.0
2024-07-04 07:00:42.777,redmond,1-2,2268.0,11173.0
2024-07-04 07:00:42.807,redmond,1-2,2268.0,11203.0
2024-07-04 07:00:42.837,redmond,1-2,2268.0,11233.0
2024-07-04 07:00:42.867,redmond,1-2,2268.0,11263.0
2024-07-04 07:00:42.898,redmond,1-2,2268.0,11294.0
2024-07-04 07:00:42.928,redmond,1-2,2268.0,11324.0
2024-07-04 07:00:42.958,redmond,1-2,2268.0,11354.0
2024-07-04 07:00:42.989,redmond,1-2,2268.0,11385.0
2024-07-04 07:00:43.019,redmond,1-2,2268.0,11415.0
2024-07-04 07:00:43.049,redmond,1-2,2268.0,11445.0
2024-07-04 07:00:43.079,redmond,1-2,2268.0,11475.0
2024-07-04 07:00:43.110,redmond,1-2,2268.0,11506.0
2024-07-04 07:00:43.141,redmond,1-2,2268.0,11537.0
2024-07-04 07:00:43.171,redmond,1-2,2268.0,11567.0
2024-07-04 07:00:43.201,redmond,1-2,2268.0,11597.0
2024-07-04 07:00:43.231,redmond,1-2,2268.0,11627.0
2024-07-04 07:00:43.261,redmond,1-2,2268.0,11657.0
2024-07-04 07:00:43.290,redmond,1-2,2268.0,11686.0
2024-07-04 07:00:43.320,redmond,1-2,2268.0,11716.0
2024-07-04 07:00:43.349,redmond,1-2,2268.0,11745.0
2024-07-04 07:00:43.380,redmond,1-2,2268.0,11776.0
2024-07-04 07:00:43.410,redmond,1-2,2268.0,11806.0
2024-07-04 07:00:43.440,redmond,1-2,2268.0,11836.0
2024-07-04 07:00:43.469,redmond,1-2,2268.0,11865.0
2024-07-04 07:00:43.499,redmond,1-2,2268.0,11895.0
2024-07-04 07:00:43.529,redmond,1-2,2268.0,11925.0
2024-07-04 07:00:43.559,redmond,1-2,2268.0,11955.0
2024-07-04 07:00:43.589,redmond,1-2,2268.0,11985.0
2024-07-04 07:00:43.619,redmond,1-2,2268.0,12015.0
2024-07-04 07:00:43.649,redmond,1-2,2268.0,12045.0
2024-07-04 07:00:43.678,redmond,1-2,2268.0,12074.0
2024-07-04 07:00:43.708,redmond,1-2,2268.0,12104.0
2024-07-04 07:00:43.738,redmond,1-2,2268.0,12134.0
2024-07-04 07:00:43.768,redmond,1-2,2268.0,12164.0
2024-07-04 07:00:43.797,redmond,1-2,2268.0,12193.0
2024-07-04 07:00:43.827,redmond,1-2,2268.0,12223.0
2024-07-04 07:00:43.857,redmond,1-2,2268.0,12253.0
2024-07-04 07:00:43.887,redmond,1-2,2268.0,12283.0
2024-07-04 07:00:43.917,redmond,1-2,2268.0,12313.0
2024-07-04 07:00:43.947,redmond,1-2,2268.0,12343.0
2024-07-04 07:00:43.977,redmond,1-2,2268.0,12373.0
2024-07-04 07:00:44.008,redmond,1-2,2268.0,12404.0
2024-07-04 07:00:44.038,redmond,1-2,2268.0,12434.0
2024-07-04 07:00:44.068,redmond,1-2,2268.0,12464.0
2024-07-04 07:00:44.099,redmond,1-2,2268.0,12495.0
2024-07-04 07:00:44.128,redmond,1-2,2268.0,12524.0
2024-07-04 07:00:44.158,redmond,1-2,2268.0,12554.0
2024-07-04 07:00:44.188,redmond,1-2,2268.0,12584.0
2024-07-04 07:00:44.218,redmond,1-2,2268.0,12614.0
2024-07-04 07:00:44.249,redmond,1-2,2268.0,12645.0
2024-07-04 07:00:44.280,redmond,1-2,2268.0,12676.0
2024-07-04 07:00:44.310,redmond,1-2,2268.0,12706.0
2024-07-04 07:00:44.340,redmond,1-2,2268.0,12736.0
2024-07-04 07:00:44.370,redmond,1-2,2268.0,12766.0
2024-07-04 07:00:44.400,redmond,1-2,2268.0,12796.0
2024-07-04 07:00:44.431,redmond,1-2,2268.0,12827.0
