time,num_keys,time_ms
2024-07-04 07:22:17.699,1,67.0
2024-07-04 07:22:18.822,3,1190.0
2024-07-04 07:22:19.955,4,2323.0
2024-07-04 07:22:21.102,5,3470.0
2024-07-04 07:22:22.245,6,4613.0
2024-07-04 07:22:23.370,8,5738.0
2024-07-04 07:22:24.514,9,6882.0
2024-07-04 07:22:25.655,10,8023.0
2024-07-04 07:22:26.754,11,9122.0
2024-07-04 07:22:27.895,12,10263.0
2024-07-04 07:22:29.032,13,11400.0
2024-07-04 07:22:30.145,14,12513.0
2024-07-04 07:22:31.279,15,13647.0
2024-07-04 07:22:32.425,17,14793.0
2024-07-04 07:22:33.556,18,15924.0
2024-07-04 07:22:34.667,19,17035.0
2024-07-04 07:22:35.778,20,18146.0
2024-07-04 07:22:36.889,21,19257.0
2024-07-04 07:22:38.003,22,20371.0
2024-07-04 07:22:39.134,23,21502.0
2024-07-04 07:22:40.263,24,22631.0
2024-07-04 07:22:41.370,26,23738.0
2024-07-04 07:22:42.496,27,24864.0
2024-07-04 07:22:43.604,28,25972.0
2024-07-04 07:22:44.728,29,27096.0
2024-07-04 07:22:45.866,30,28234.0
2024-07-04 07:22:47.012,31,29380.0
2024-07-04 07:22:48.154,32,30522.0
2024-07-04 07:22:49.294,33,31662.0
2024-07-04 07:22:50.418,35,32786.0
2024-07-04 07:22:51.544,36,33912.0
2024-07-04 07:22:52.684,37,35052.0
2024-07-04 07:22:53.808,38,36176.0
2024-07-04 07:22:54.853,39,37221.0
2024-07-04 07:22:55.992,40,38360.0
2024-07-04 07:22:57.122,41,39490.0
2024-07-04 07:22:58.261,42,40629.0
2024-07-04 07:22:59.387,44,41755.0
2024-07-04 07:23:00.524,45,42892.0
2024-07-04 07:23:01.658,46,44026.0
2024-07-04 07:23:02.797,47,45165.0
2024-07-04 07:23:03.923,48,46291.0
2024-07-04 07:23:05.046,49,47414.0
2024-07-04 07:23:06.180,50,48548.0
2024-07-04 07:23:07.307,51,49675.0
2024-07-04 07:23:08.367,53,50735.0
2024-07-04 07:23:09.521,54,51889.0
2024-07-04 07:23:10.557,55,52925.0
2024-07-04 07:23:11.686,56,54054.0
2024-07-04 07:23:12.812,57,55180.0
2024-07-04 07:23:13.941,58,56309.0
2024-07-04 07:23:15.074,59,57442.0
2024-07-04 07:23:16.199,60,58567.0
2024-07-04 07:23:17.330,61,59698.0
2024-07-04 07:23:18.461,63,60829.0
2024-07-04 07:23:19.592,64,61960.0
2024-07-04 07:23:20.716,65,63084.0
2024-07-04 07:23:21.849,66,64217.0
2024-07-04 07:23:22.983,67,65351.0
2024-07-04 07:23:24.125,68,66493.0
2024-07-04 07:23:25.216,69,67584.0
2024-07-04 07:23:26.342,70,68710.0
2024-07-04 07:23:27.479,72,69847.0
2024-07-04 07:23:28.614,73,70982.0
2024-07-04 07:23:29.751,74,72119.0
2024-07-04 07:23:30.885,75,73253.0
2024-07-04 07:23:32.017,76,74385.0
2024-07-04 07:23:33.160,77,75528.0
2024-07-04 07:23:34.305,78,76673.0
2024-07-04 07:23:35.447,80,77815.0
2024-07-04 07:23:36.586,81,78954.0
2024-07-04 07:23:37.726,82,80094.0
2024-07-04 07:23:38.866,83,81234.0
2024-07-04 07:23:40.008,84,82376.0
2024-07-04 07:23:41.131,85,83499.0
2024-07-04 07:23:42.244,86,84612.0
2024-07-04 07:23:43.383,88,85751.0
2024-07-04 07:23:44.522,89,86890.0
2024-07-04 07:23:45.667,90,88035.0
2024-07-04 07:23:46.807,91,89175.0
2024-07-04 07:23:47.941,92,90309.0
