time,op,req_t,host,time_ms
2024-07-03 15:40:13.416668,put,0.042247,2.1.celestial:8000,817.668
2024-07-03 15:40:13.455333,get,0.037648,2.1.celestial:8000,856.333
2024-07-03 15:40:13.503270,put,0.047026,2.1.celestial:8000,904.27
2024-07-03 15:40:13.547421,get,0.043224,2.1.celestial:8000,948.421
2024-07-03 15:40:14.488488,put,0.031719,2.1.celestial:8000,1889.488
2024-07-03 15:40:14.533403,get,0.043849,2.1.celestial:8000,1934.403
2024-07-03 15:40:15.514975,put,0.057043,2.1.celestial:8000,2915.975
2024-07-03 15:40:15.545392,get,0.029471,2.1.celestial:8000,2946.392
2024-07-03 15:40:16.485496,put,0.026961,2.1.celestial:8000,3886.496
2024-07-03 15:40:16.505488,get,0.018974,2.1.celestial:8000,3906.488
2024-07-03 15:40:17.478393,put,0.019084,2.1.celestial:8000,4879.393
2024-07-03 15:40:17.498250,get,0.018953,2.1.celestial:8000,4899.25
2024-07-03 15:40:18.479624,put,0.019926,2.1.celestial:8000,5880.624
2024-07-03 15:40:18.512328,get,0.031245,2.1.celestial:8000,5913.328
2024-07-03 15:40:19.489929,put,0.030131,2.1.celestial:8000,6890.929
2024-07-03 15:40:19.520031,get,0.02904,2.1.celestial:8000,6921.031
2024-07-03 15:40:20.479304,put,0.019053,2.1.celestial:8000,7880.304
2024-07-03 15:40:20.500028,get,0.019705,2.1.celestial:8000,7901.028
2024-07-03 15:40:21.480506,put,0.019753,2.1.celestial:8000,8881.506
2024-07-03 15:40:21.501664,get,0.020196,2.1.celestial:8000,8902.664
2024-07-03 15:40:22.478546,put,0.017425,2.1.celestial:8000,9879.546
2024-07-03 15:40:22.514860,get,0.035324,2.1.celestial:8000,9915.86
2024-07-03 15:40:23.517131,put,0.054941,2.1.celestial:8000,10918.131
2024-07-03 15:40:23.536760,get,0.018616,2.1.celestial:8000,10937.76
2024-07-03 15:40:24.479280,put,0.016297,2.1.celestial:8000,11880.28
2024-07-03 15:40:24.499443,get,0.019224,2.1.celestial:8000,11900.443
2024-07-03 15:40:25.480242,put,0.016379,2.1.celestial:8000,12881.242
2024-07-03 15:40:25.500153,get,0.018903,2.1.celestial:8000,12901.153
2024-07-03 15:40:26.504026,put,0.039572,2.1.celestial:8000,13905.026
2024-07-03 15:40:26.522711,get,0.017277,2.1.celestial:8000,13923.711
2024-07-03 15:40:27.481101,put,0.016247,2.1.celestial:8000,14882.101
2024-07-03 15:40:27.499679,get,0.017451,2.1.celestial:8000,14900.679
2024-07-03 15:40:28.481152,put,0.016149,2.1.celestial:8000,15882.152
2024-07-03 15:40:28.509188,get,0.026907,2.1.celestial:8000,15910.188
2024-07-03 15:40:29.496907,put,0.030883,2.1.celestial:8000,16897.907
2024-07-03 15:40:29.515715,get,0.0177,2.1.celestial:8000,16916.715
2024-07-03 15:40:30.504431,put,0.038203,2.1.celestial:8000,17905.431
2024-07-03 15:40:30.525095,get,0.019606,2.1.celestial:8000,17926.095
2024-07-03 15:40:31.483693,put,0.017056,2.1.celestial:8000,18884.693
2024-07-03 15:40:31.503672,get,0.018823,2.1.celestial:8000,18904.672
2024-07-03 15:40:32.485019,put,0.018279,2.1.celestial:8000,19886.019
2024-07-03 15:40:32.506171,get,0.020043,2.1.celestial:8000,19907.171
2024-07-03 15:40:33.503277,put,0.036435,2.1.celestial:8000,20904.277
2024-07-03 15:40:33.536223,get,0.031896,2.1.celestial:8000,20937.223
2024-07-03 15:40:34.497445,put,0.029608,2.1.celestial:8000,21898.445
2024-07-03 15:40:34.516741,get,0.018022,2.1.celestial:8000,21917.741
2024-07-03 15:40:35.484779,put,0.016902,2.1.celestial:8000,22885.779
2024-07-03 15:40:35.504964,get,0.019077,2.1.celestial:8000,22905.964
