time,gst,sat,delay,time_ms
2024-07-03 16:34:20.642,redmond,1-2,2776.0,-22341.0
2024-07-03 16:34:43.036,redmond,1-2,2776.0,53.0
2024-07-03 16:34:43.078,redmond,1-2,2776.0,95.0
2024-07-03 16:34:43.115,redmond,1-2,2776.0,132.0
2024-07-03 16:34:43.152,redmond,1-2,2776.0,169.0
2024-07-03 16:34:43.189,redmond,1-2,2776.0,206.0
2024-07-03 16:34:43.226,redmond,1-2,2776.0,243.0
2024-07-03 16:34:43.261,redmond,1-2,2776.0,278.0
2024-07-03 16:34:43.298,redmond,1-2,2776.0,315.0
2024-07-03 16:34:43.334,redmond,1-2,2776.0,351.0
2024-07-03 16:34:43.371,redmond,1-2,2776.0,388.0
2024-07-03 16:34:43.407,redmond,1-2,2776.0,424.0
2024-07-03 16:34:43.445,redmond,1-2,2776.0,462.0
2024-07-03 16:34:43.481,redmond,1-2,2776.0,498.0
2024-07-03 16:34:43.519,redmond,1-2,2776.0,536.0
2024-07-03 16:34:43.556,redmond,1-2,2776.0,573.0
2024-07-03 16:34:43.594,redmond,1-2,2776.0,611.0
2024-07-03 16:34:43.632,redmond,1-2,2776.0,649.0
2024-07-03 16:34:43.670,redmond,1-2,2776.0,687.0
2024-07-03 16:34:43.707,redmond,1-2,2776.0,724.0
2024-07-03 16:34:43.745,redmond,1-2,2776.0,762.0
2024-07-03 16:34:43.781,redmond,1-2,2776.0,798.0
2024-07-03 16:34:43.818,redmond,1-2,2776.0,835.0
2024-07-03 16:34:43.855,redmond,1-2,2776.0,872.0
2024-07-03 16:34:43.892,redmond,1-2,2776.0,909.0
2024-07-03 16:34:43.928,redmond,1-2,2776.0,945.0
2024-07-03 16:34:43.965,redmond,1-2,2776.0,982.0
2024-07-03 16:34:44.002,redmond,1-2,2776.0,1019.0
2024-07-03 16:34:44.039,redmond,1-2,2776.0,1056.0
2024-07-03 16:34:44.078,redmond,1-2,2776.0,1095.0
2024-07-03 16:34:44.118,redmond,1-2,2776.0,1135.0
2024-07-03 16:34:44.155,redmond,1-2,2776.0,1172.0
2024-07-03 16:34:44.193,redmond,1-2,2776.0,1210.0
2024-07-03 16:34:44.231,redmond,1-2,2776.0,1248.0
2024-07-03 16:34:44.267,redmond,1-2,2776.0,1284.0
2024-07-03 16:34:44.304,redmond,1-2,2776.0,1321.0
2024-07-03 16:34:44.342,redmond,1-2,2776.0,1359.0
2024-07-03 16:34:44.379,redmond,1-2,2776.0,1396.0
2024-07-03 16:34:44.416,redmond,1-2,2776.0,1433.0
2024-07-03 16:34:44.452,redmond,1-2,2776.0,1469.0
2024-07-03 16:34:44.490,redmond,1-2,2776.0,1507.0
2024-07-03 16:34:44.526,redmond,1-2,2776.0,1543.0
2024-07-03 16:34:44.562,redmond,1-2,2776.0,1579.0
2024-07-03 16:34:44.598,redmond,1-2,2776.0,1615.0
2024-07-03 16:34:44.635,redmond,1-2,2776.0,1652.0
2024-07-03 16:34:44.672,redmond,1-2,2776.0,1689.0
2024-07-03 16:34:44.708,redmond,1-2,2776.0,1725.0
2024-07-03 16:34:44.746,redmond,1-2,2776.0,1763.0
2024-07-03 16:34:44.782,redmond,1-2,2776.0,1799.0
2024-07-03 16:34:44.819,redmond,1-2,2776.0,1836.0
2024-07-03 16:34:44.856,redmond,1-2,2776.0,1873.0
2024-07-03 16:34:44.893,redmond,1-2,2776.0,1910.0
2024-07-03 16:34:44.931,redmond,1-2,2776.0,1948.0
2024-07-03 16:34:44.968,redmond,1-2,2776.0,1985.0
2024-07-03 16:34:45.004,redmond,1-2,2776.0,2021.0
2024-07-03 16:34:45.041,redmond,1-2,2776.0,2058.0
2024-07-03 16:34:45.077,redmond,1-2,2776.0,2094.0
2024-07-03 16:34:45.116,redmond,1-2,2776.0,2133.0
2024-07-03 16:34:45.158,redmond,1-2,2776.0,2175.0
2024-07-03 16:34:45.196,redmond,1-2,2776.0,2213.0
2024-07-03 16:34:45.233,redmond,1-2,2776.0,2250.0
2024-07-03 16:34:45.270,redmond,1-2,2776.0,2287.0
2024-07-03 16:34:45.308,redmond,1-2,2776.0,2325.0
2024-07-03 16:34:45.345,redmond,1-2,2776.0,2362.0
2024-07-03 16:34:45.382,redmond,1-2,2776.0,2399.0
2024-07-03 16:34:45.419,redmond,1-2,2776.0,2436.0
2024-07-03 16:34:45.455,redmond,1-2,2776.0,2472.0
2024-07-03 16:34:45.493,redmond,1-2,2776.0,2510.0
2024-07-03 16:34:45.529,redmond,1-2,2776.0,2546.0
2024-07-03 16:34:45.566,redmond,1-2,2776.0,2583.0
2024-07-03 16:34:45.605,redmond,1-2,2776.0,2622.0
2024-07-03 16:34:45.642,redmond,1-2,2776.0,2659.0
2024-07-03 16:34:45.679,redmond,1-2,2776.0,2696.0
2024-07-03 16:34:45.716,redmond,1-2,2776.0,2733.0
2024-07-03 16:34:45.753,redmond,1-2,2776.0,2770.0
2024-07-03 16:34:45.790,redmond,1-2,2776.0,2807.0
2024-07-03 16:34:45.828,redmond,1-2,2776.0,2845.0
2024-07-03 16:34:45.866,redmond,1-2,2776.0,2883.0
2024-07-03 16:34:45.904,redmond,1-2,2776.0,2921.0
2024-07-03 16:34:45.940,redmond,1-2,2776.0,2957.0
2024-07-03 16:34:45.977,redmond,1-2,2776.0,2994.0
2024-07-03 16:34:46.013,redmond,1-2,2776.0,3030.0
2024-07-03 16:34:46.050,redmond,1-2,2776.0,3067.0
2024-07-03 16:34:46.086,redmond,1-2,2776.0,3103.0
2024-07-03 16:34:46.116,redmond,1-2,2776.0,3133.0
2024-07-03 16:34:46.147,redmond,1-2,2776.0,3164.0
2024-07-03 16:34:46.178,redmond,1-2,2776.0,3195.0
2024-07-03 16:34:46.208,redmond,1-2,2776.0,3225.0
2024-07-03 16:34:46.239,redmond,1-2,2776.0,3256.0
2024-07-03 16:34:46.271,redmond,1-2,2776.0,3288.0
2024-07-03 16:34:46.301,redmond,1-2,2776.0,3318.0
2024-07-03 16:34:46.331,redmond,1-2,2776.0,3348.0
2024-07-03 16:34:46.361,redmond,1-2,2776.0,3378.0
2024-07-03 16:34:46.390,redmond,1-2,2776.0,3407.0
