time,num_keys,time_ms
2024-07-04 07:00:31.771,1,167.0
2024-07-04 07:00:32.894,3,1290.0
2024-07-04 07:00:34.026,5,2422.0
2024-07-04 07:00:35.149,6,3545.0
2024-07-04 07:00:36.294,7,4690.0
2024-07-04 07:00:37.423,8,5819.0
2024-07-04 07:00:38.560,9,6956.0
2024-07-04 07:00:39.702,10,8098.0
2024-07-04 07:00:40.837,11,9233.0
2024-07-04 07:00:41.983,13,10379.0
2024-07-04 07:00:43.106,14,11502.0
2024-07-04 07:00:44.245,15,12641.0
2024-07-04 07:00:45.386,16,13782.0
2024-07-04 07:00:46.522,17,14918.0
2024-07-04 07:00:47.653,18,16049.0
2024-07-04 07:00:48.788,19,17184.0
2024-07-04 07:00:49.925,20,18321.0
2024-07-04 07:00:51.076,22,19472.0
2024-07-04 07:00:52.233,23,20629.0
2024-07-04 07:00:53.375,24,21771.0
2024-07-04 07:00:54.522,25,22918.0
2024-07-04 07:00:55.661,26,24057.0
2024-07-04 07:00:56.806,27,25202.0
2024-07-04 07:00:57.929,28,26325.0
2024-07-04 07:00:59.061,30,27457.0
2024-07-04 07:01:00.197,31,28593.0
2024-07-04 07:01:01.341,32,29737.0
2024-07-04 07:01:02.456,33,30852.0
2024-07-04 07:01:03.579,34,31975.0
2024-07-04 07:01:04.701,35,33097.0
2024-07-04 07:01:05.834,36,34230.0
2024-07-04 07:01:06.947,37,35343.0
2024-07-04 07:01:08.065,39,36461.0
2024-07-04 07:01:09.173,40,37569.0
2024-07-04 07:01:10.299,41,38695.0
2024-07-04 07:01:11.421,42,39817.0
2024-07-04 07:01:12.558,43,40954.0
2024-07-04 07:01:13.693,44,42089.0
2024-07-04 07:01:14.829,45,43225.0
2024-07-04 07:01:15.977,47,44373.0
2024-07-04 07:01:17.122,48,45518.0
2024-07-04 07:01:18.270,49,46666.0
2024-07-04 07:01:19.412,50,47808.0
2024-07-04 07:01:20.538,51,48934.0
2024-07-04 07:01:21.684,52,50080.0
2024-07-04 07:01:22.829,53,51225.0
2024-07-04 07:01:23.986,55,52382.0
2024-07-04 07:01:25.114,56,53510.0
2024-07-04 07:01:26.263,57,54659.0
