time,gst,sat,delay,time_ms
2024-07-03 15:39:51.423,redmond,1-2,2776.0,-21176.0
2024-07-03 15:40:12.645,redmond,1-2,2776.0,46.0
2024-07-03 15:40:12.687,redmond,1-2,2776.0,88.0
2024-07-03 15:40:12.723,redmond,1-2,2776.0,124.0
2024-07-03 15:40:12.761,redmond,1-2,2776.0,162.0
2024-07-03 15:40:12.797,redmond,1-2,2776.0,198.0
2024-07-03 15:40:12.834,redmond,1-2,2776.0,235.0
2024-07-03 15:40:12.870,redmond,1-2,2776.0,271.0
2024-07-03 15:40:12.900,redmond,1-2,2776.0,301.0
2024-07-03 15:40:12.930,redmond,1-2,2776.0,331.0
2024-07-03 15:40:12.960,redmond,1-2,2776.0,361.0
2024-07-03 15:40:12.990,redmond,1-2,2776.0,391.0
2024-07-03 15:40:13.019,redmond,1-2,2776.0,420.0
2024-07-03 15:40:13.048,redmond,1-2,2776.0,449.0
2024-07-03 15:40:13.078,redmond,1-2,2776.0,479.0
2024-07-03 15:40:13.107,redmond,1-2,2776.0,508.0
2024-07-03 15:40:13.142,redmond,1-2,2776.0,543.0
2024-07-03 15:40:13.174,redmond,1-2,2776.0,575.0
2024-07-03 15:40:13.205,redmond,1-2,2776.0,606.0
2024-07-03 15:40:13.237,redmond,1-2,2776.0,638.0
2024-07-03 15:40:13.268,redmond,1-2,2776.0,669.0
2024-07-03 15:40:13.299,redmond,1-2,2776.0,700.0
2024-07-03 15:40:13.331,redmond,1-2,2776.0,732.0
2024-07-03 15:40:13.362,redmond,1-2,2776.0,763.0
2024-07-03 15:40:13.393,redmond,1-2,2776.0,794.0
2024-07-03 15:40:13.426,redmond,1-2,2776.0,827.0
2024-07-03 15:40:13.455,redmond,1-2,2776.0,856.0
2024-07-03 15:40:13.486,redmond,1-2,2776.0,887.0
2024-07-03 15:40:13.517,redmond,1-2,2776.0,918.0
2024-07-03 15:40:13.547,redmond,1-2,2776.0,948.0
2024-07-03 15:40:13.578,redmond,1-2,2776.0,979.0
2024-07-03 15:40:13.608,redmond,1-2,2776.0,1009.0
2024-07-03 15:40:13.638,redmond,1-2,2776.0,1039.0
2024-07-03 15:40:13.668,redmond,1-2,2776.0,1069.0
2024-07-03 15:40:13.698,redmond,1-2,2776.0,1099.0
2024-07-03 15:40:13.728,redmond,1-2,2776.0,1129.0
2024-07-03 15:40:13.757,redmond,1-2,2776.0,1158.0
2024-07-03 15:40:13.786,redmond,1-2,2776.0,1187.0
2024-07-03 15:40:13.817,redmond,1-2,2776.0,1218.0
2024-07-03 15:40:13.846,redmond,1-2,2776.0,1247.0
2024-07-03 15:40:13.876,redmond,1-2,2776.0,1277.0
2024-07-03 15:40:13.905,redmond,1-2,2776.0,1306.0
2024-07-03 15:40:13.935,redmond,1-2,2776.0,1336.0
2024-07-03 15:40:13.965,redmond,1-2,2776.0,1366.0
2024-07-03 15:40:13.995,redmond,1-2,2776.0,1396.0
2024-07-03 15:40:14.024,redmond,1-2,2776.0,1425.0
2024-07-03 15:40:14.054,redmond,1-2,2776.0,1455.0
2024-07-03 15:40:14.083,redmond,1-2,2776.0,1484.0
2024-07-03 15:40:14.113,redmond,1-2,2776.0,1514.0
2024-07-03 15:40:14.144,redmond,1-2,2776.0,1545.0
2024-07-03 15:40:14.173,redmond,1-2,2776.0,1574.0
2024-07-03 15:40:14.204,redmond,1-2,2776.0,1605.0
2024-07-03 15:40:14.234,redmond,1-2,2776.0,1635.0
2024-07-03 15:40:14.263,redmond,1-2,2776.0,1664.0
2024-07-03 15:40:14.292,redmond,1-2,2776.0,1693.0
2024-07-03 15:40:14.321,redmond,1-2,2776.0,1722.0
2024-07-03 15:40:14.351,redmond,1-2,2776.0,1752.0
2024-07-03 15:40:14.381,redmond,1-2,2776.0,1782.0
2024-07-03 15:40:14.410,redmond,1-2,2776.0,1811.0
2024-07-03 15:40:14.439,redmond,1-2,2776.0,1840.0
2024-07-03 15:40:14.470,redmond,1-2,2776.0,1871.0
2024-07-03 15:40:14.500,redmond,1-2,2776.0,1901.0
2024-07-03 15:40:14.530,redmond,1-2,2776.0,1931.0
2024-07-03 15:40:14.560,redmond,1-2,2776.0,1961.0
2024-07-03 15:40:14.590,redmond,1-2,2776.0,1991.0
2024-07-03 15:40:14.619,redmond,1-2,2776.0,2020.0
2024-07-03 15:40:14.648,redmond,1-2,2776.0,2049.0
2024-07-03 15:40:14.678,redmond,1-2,2776.0,2079.0
2024-07-03 15:40:14.707,redmond,1-2,2776.0,2108.0
