time,gst,sat,delay,time_ms
2024-07-03 12:48:08.762,redmond,1-2,2776.0,-20774.0
2024-07-03 12:48:29.582,redmond,1-2,2776.0,46.0
2024-07-03 12:48:29.612,redmond,1-2,2776.0,76.0
2024-07-03 12:48:29.642,redmond,1-2,2776.0,106.0
2024-07-03 12:48:29.672,redmond,1-2,2776.0,136.0
2024-07-03 12:48:29.703,redmond,1-2,2776.0,167.0
2024-07-03 12:48:29.733,redmond,1-2,2776.0,197.0
2024-07-03 12:48:29.762,redmond,1-2,2776.0,226.0
2024-07-03 12:48:29.792,redmond,1-2,2776.0,256.0
2024-07-03 12:48:29.823,redmond,1-2,2776.0,287.0
2024-07-03 12:48:29.853,redmond,1-2,2776.0,317.0
2024-07-03 12:48:29.883,redmond,1-2,2776.0,347.0
2024-07-03 12:48:29.912,redmond,1-2,2776.0,376.0
2024-07-03 12:48:29.941,redmond,1-2,2776.0,405.0
2024-07-03 12:48:29.970,redmond,1-2,2776.0,434.0
2024-07-03 12:48:30.000,redmond,1-2,2776.0,464.0
2024-07-03 12:48:30.029,redmond,1-2,2776.0,493.0
2024-07-03 12:48:30.059,redmond,1-2,2776.0,523.0
2024-07-03 12:48:30.088,redmond,1-2,2776.0,552.0
2024-07-03 12:48:30.118,redmond,1-2,2776.0,582.0
2024-07-03 12:48:30.148,redmond,1-2,2776.0,612.0
2024-07-03 12:48:30.177,redmond,1-2,2776.0,641.0
2024-07-03 12:48:30.206,redmond,1-2,2776.0,670.0
2024-07-03 12:48:30.235,redmond,1-2,2776.0,699.0
2024-07-03 12:48:30.264,redmond,1-2,2776.0,728.0
2024-07-03 12:48:30.294,redmond,1-2,2776.0,758.0
2024-07-03 12:48:30.324,redmond,1-2,2776.0,788.0
2024-07-03 12:48:30.355,redmond,1-2,2776.0,819.0
2024-07-03 12:48:30.385,redmond,1-2,2776.0,849.0
2024-07-03 12:48:30.415,redmond,1-2,2776.0,879.0
2024-07-03 12:48:30.445,redmond,1-2,2776.0,909.0
2024-07-03 12:48:30.475,redmond,1-2,2776.0,939.0
2024-07-03 12:48:30.505,redmond,1-2,2776.0,969.0
2024-07-03 12:48:30.535,redmond,1-2,2776.0,999.0
2024-07-03 12:48:30.565,redmond,1-2,2776.0,1029.0
2024-07-03 12:48:30.595,redmond,1-2,2776.0,1059.0
2024-07-03 12:48:30.624,redmond,1-2,2776.0,1088.0
2024-07-03 12:48:30.654,redmond,1-2,2776.0,1118.0
2024-07-03 12:48:30.684,redmond,1-2,2776.0,1148.0
2024-07-03 12:48:30.714,redmond,1-2,2776.0,1178.0
2024-07-03 12:48:30.743,redmond,1-2,2776.0,1207.0
2024-07-03 12:48:30.773,redmond,1-2,2776.0,1237.0
2024-07-03 12:48:30.802,redmond,1-2,2776.0,1266.0
2024-07-03 12:48:30.832,redmond,1-2,2776.0,1296.0
2024-07-03 12:48:30.862,redmond,1-2,2776.0,1326.0
2024-07-03 12:48:30.890,redmond,1-2,2776.0,1354.0
2024-07-03 12:48:30.920,redmond,1-2,2776.0,1384.0
2024-07-03 12:48:30.949,redmond,1-2,2776.0,1413.0
2024-07-03 12:48:30.978,redmond,1-2,2776.0,1442.0
2024-07-03 12:48:31.009,redmond,1-2,2776.0,1473.0
2024-07-03 12:48:31.038,redmond,1-2,2776.0,1502.0
2024-07-03 12:48:31.068,redmond,1-2,2776.0,1532.0
2024-07-03 12:48:31.097,redmond,1-2,2776.0,1561.0
2024-07-03 12:48:31.125,redmond,1-2,2776.0,1589.0
2024-07-03 12:48:31.155,redmond,1-2,2776.0,1619.0
2024-07-03 12:48:31.184,redmond,1-2,2776.0,1648.0
2024-07-03 12:48:31.213,redmond,1-2,2776.0,1677.0
2024-07-03 12:48:31.244,redmond,1-2,2776.0,1708.0
2024-07-03 12:48:31.272,redmond,1-2,2776.0,1736.0
2024-07-03 12:48:31.301,redmond,1-2,2776.0,1765.0
2024-07-03 12:48:31.331,redmond,1-2,2776.0,1795.0
